"Дата","Цена","Откр.","Макс.","Мин.","Объём","Изм. %"
"11.10.2016","3,2350","3,2800","3,2895","3,1705","199,59M","-1,01%"
"10.10.2016","3,2680","3,3650","3,4190","3,2615","551,00M","-2,74%"
"07.10.2016","3,3600","3,2985","3,4030","3,2760","463,96M","1,86%"
"06.10.2016","3,2985","3,2200","3,3100","3,2005","197,81M","2,63%"
"05.10.2016","3,2140","3,1840","3,2540","3,1640","141,35M","0,50%"
"04.10.2016","3,1980","3,2230","3,2655","3,1885","81,54M","-0,78%"
"03.10.2016","3,2230","3,1900","3,2695","3,1715","147,95M","1,02%"
"30.09.2016","3,1905","3,1325","3,1905","3,1210","62,24M","1,24%"
"29.09.2016","3,1515","3,1995","3,2000","3,1400","26,01M","0,05%"
"28.09.2016","3,1500","3,1670","3,1800","3,1040","40,71M","0,16%"
"27.09.2016","3,1450","3,1875","3,2200","3,1225","49,13M","-1,72%"
"26.09.2016","3,2000","3,2045","3,2095","3,1775","37,86M","0,02%"
"23.09.2016","3,1995","3,1800","3,2200","3,1460","71,88M","0,61%"
"22.09.2016","3,1800","3,1200","3,1880","3,1200","112,97M","1,97%"
"21.09.2016","3,1185","3,0850","3,1475","3,0605","93,96M","2,15%"
"20.09.2016","3,0530","3,0100","3,0850","2,9605","121,44M","2,35%"
"19.09.2016","2,9830","3,0990","3,1000","2,9245","143,78M","-2,80%"
"16.09.2016","3,0690","3,1715","3,2295","2,9900","906,59M","-3,19%"
"15.09.2016","3,1700","3,1625","3,1990","3,1625","85,79M","0,03%"
"14.09.2016","3,1690","3,1790","3,1995","3,1035","147,14M","0,19%"
"13.09.2016","3,1630","3,2480","3,2800","3,0150","244,74M","-2,53%"
"12.09.2016","3,2450","3,2500","3,2870","3,1560","318,40M","2,54%"
"09.09.2016","3,1645","3,0980","3,2000","3,0560","148,93M","2,08%"
"08.09.2016","3,1000","3,0340","3,1000","3,0000","112,94M","2,31%"
"07.09.2016","3,0300","2,9975","3,0345","2,9750","123,66M","1,85%"
"06.09.2016","2,9750","3,0000","3,0115","2,9650","89,22M","-0,25%"
"05.09.2016","2,9825","2,9050","2,9920","2,8980","70,18M","2,67%"
"02.09.2016","2,9050","2,8850","2,9080","2,8600","68,54M","1,41%"
"01.09.2016","2,8645","2,8485","2,8980","2,8155","72,17M","0,51%"
"31.08.2016","2,8500","2,8080","2,8500","2,7835","91,61M","2,39%"
"30.08.2016","2,7835","2,8305","2,9750","2,7825","118,16M","-1,66%"
"29.08.2016","2,8305","2,8800","2,9195","2,7855","90,06M","-2,04%"
"26.08.2016","2,8895","2,7850","2,9010","2,7850","98,94M","3,75%"
"25.08.2016","2,7850","2,6890","2,7870","2,6635","101,21M","3,53%"
"24.08.2016","2,6900","2,6405","2,6900","2,6240","90,29M","1,59%"
"23.08.2016","2,6480","2,6270","2,6650","2,6270","30,85M","0,51%"
"22.08.2016","2,6345","2,6210","2,6590","2,6160","38,63M","0,50%"
"19.08.2016","2,6215","2,6140","2,6885","2,6100","89,47M","0,29%"
"18.08.2016","2,6140","2,6165","2,6600","2,6080","59,33M","0,06%"
"17.08.2016","2,6125","2,6175","2,6400","2,5610","35,21M","-0,38%"
"16.08.2016","2,6225","2,6035","2,6670","2,6035","55,36M","0,65%"
"15.08.2016","2,6055","2,6210","2,6520","2,5960","30,85M","0,21%"
"12.08.2016","2,6000","2,6015","2,6530","2,5365","53,61M","0,00%"
"11.08.2016","2,6000","2,5540","2,6025","2,5210","26,69M","0,78%"
"10.08.2016","2,5800","2,6155","2,6155","2,5800","22,92M","-1,23%"
"09.08.2016","2,6120","2,5160","2,6300","2,5160","63,40M","3,61%"
"08.08.2016","2,5210","2,5300","2,5450","2,4610","52,73M","-0,06%"
"05.08.2016","2,5225","2,5650","2,5830","2,5220","29,36M","-1,46%"
"04.08.2016","2,5600","2,5960","2,6300","2,5600","54,66M","-1,33%"
"03.08.2016","2,5945","2,5800","2,6275","2,5755","31,05M","0,46%"
"02.08.2016","2,5825","2,6135","2,6470","2,5825","35,91M","-1,68%"
"01.08.2016","2,6265","2,6195","2,6480","2,6115","38,25M","0,48%"
"29.07.2016","2,6140","2,6100","2,6300","2,5655","54,47M","-0,15%"
"28.07.2016","2,6180","2,5955","2,6600","2,5710","47,13M","0,81%"
"27.07.2016","2,5970","2,6340","2,6475","2,5520","52,07M","-1,63%"
"26.07.2016","2,6400","2,6975","2,6980","2,6255","59,11M","-1,20%"
"25.07.2016","2,6720","2,6565","2,7295","2,6525","66,30M","1,48%"
"22.07.2016","2,6330","2,6600","2,6705","2,6060","57,37M","-1,50%"
"21.07.2016","2,6730","2,6425","2,6870","2,6125","28,51M","1,15%"
"20.07.2016","2,6425","2,6470","2,6680","2,5715","85,07M","1,34%"
"19.07.2016","2,6075","2,6270","2,7295","2,6035","85,17M","0,17%"
"18.07.2016","2,6030","2,6175","2,6600","2,5555","50,70M","-1,21%"
"15.07.2016","2,6350","2,7150","2,7465","2,5810","147,17M","-3,32%"
"14.07.2016","2,7255","2,6400","2,8800","2,6200","124,23M","3,51%"
"13.07.2016","2,6330","2,5850","2,6385","2,5695","73,57M","1,78%"
"12.07.2016","2,5870","2,5655","2,5885","2,5500","101,39M","0,78%"
"11.07.2016","2,5670","2,5760","2,5845","2,5365","29,85M","0,25%"
"08.07.2016","2,5605","2,5300","2,5855","2,4920","66,35M","0,85%"
"07.07.2016","2,5390","2,5475","2,5495","2,5185","22,62M","-0,04%"
"06.07.2016","2,5400","2,5640","2,5700","2,4965","88,77M","-0,43%"
"05.07.2016","2,5510","2,4495","2,5755","2,4175","206,75M","4,55%"
"04.07.2016","2,4400","2,4900","2,4990","2,4150","123,17M","-1,21%"
"01.07.2016","2,4700","2,5235","2,5385","2,4150","98,22M","-2,14%"
"30.06.2016","2,5240","2,4550","2,5400","2,4500","157,42M","3,02%"
"29.06.2016","2,4500","2,3055","2,4505","2,2835","198,13M","7,67%"
"28.06.2016","2,2755","2,4390","2,4495","2,2755","283,41M","-5,15%"
"27.06.2016","2,3990","2,6020","2,6050","2,3755","244,04M","-7,02%"
"24.06.2016","2,5800","2,5100","2,6000","2,5100","104,59M","-0,73%"
"23.06.2016","2,5990","2,5495","2,5990","2,5110","109,13M","2,20%"
"22.06.2016","2,5430","2,5100","2,5885","2,4850","124,76M","2,13%"
"21.06.2016","2,4900","2,5470","2,5595","2,4570","119,67M","-2,03%"
"20.06.2016","2,5415","2,4690","2,5440","2,4450","82,12M","2,17%"
"17.06.2016","2,4875","2,4095","2,4875","2,3940","222,83M","3,65%"
"16.06.2016","2,4000","2,3705","2,4425","2,3105","240,72M","1,29%"
"15.06.2016","2,3695","2,3370","2,3695","2,2990","127,74M","1,30%"
"14.06.2016","2,3390","2,2200","2,3390","2,1825","174,34M","6,56%"
"10.06.2016","2,1950","2,1500","2,1995","2,1315","78,52M","2,09%"
"09.06.2016","2,1500","2,2200","2,2395","2,1265","123,15M","-2,23%"
"08.06.2016","2,1990","2,1990","2,2180","2,1600","76,37M","0,00%"
"07.06.2016","2,1990","2,1790","2,2195","2,1395","261,38M","2,90%"
"06.06.2016","2,1370","2,1590","2,1795","2,1055","221,94M","-0,60%"
"03.06.2016","2,1500","1,9995","2,1500","1,9870","278,33M","8,72%"
"02.06.2016","1,9775","1,9500","1,9910","1,9500","86,79M","1,20%"
"01.06.2016","1,9540","1,9455","1,9700","1,9455","67,32M","-0,31%"
"31.05.2016","1,9600","1,9590","1,9600","1,9205","79,17M","0,49%"
"30.05.2016","1,9505","1,9450","1,9700","1,9410","50,19M","0,31%"
"27.05.2016","1,9445","1,9105","1,9445","1,9000","50,87M","1,57%"
"26.05.2016","1,9145","1,9350","1,9440","1,9065","42,14M","-1,57%"
"25.05.2016","1,9450","1,9300","1,9500","1,9245","87,27M","0,99%"
"24.05.2016","1,9260","1,9240","1,9360","1,9155","78,78M","0,31%"
"23.05.2016","1,9200","1,9195","1,9390","1,9015","81,48M","0,00%"
"20.05.2016","1,9200","1,9100","1,9305","1,8950","175,80M","1,13%"
"19.05.2016","1,8985","1,8615","1,9150","1,8445","195,86M","1,96%"
"18.05.2016","1,8620","1,8600","1,8795","1,8260","130,89M","0,54%"
"17.05.2016","1,8520","1,8700","1,9100","1,8520","136,38M","-0,96%"
"16.05.2016","1,8700","1,7910","1,9180","1,7780","509,44M","8,72%"
"13.05.2016","1,7200","1,6900","1,7200","1,6635","135,25M","2,38%"
"12.05.2016","1,6800","1,7500","1,7550","1,6655","84,83M","-3,97%"
"11.05.2016","1,7495","1,7550","1,7625","1,7400","90,17M","-0,28%"
"10.05.2016","1,7545","1,7940","1,8090","1,7380","45,82M","-1,79%"
"06.05.2016","1,7865","1,7825","1,7950","1,7645","39,82M","-0,22%"
"05.05.2016","1,7905","1,7655","1,7945","1,7650","47,26M","1,73%"
"04.05.2016","1,7600","1,7900","1,8060","1,7600","129,58M","-2,09%"
"29.04.2016","1,7975","1,8190","1,8455","1,7975","109,47M","-1,15%"
"28.04.2016","1,8185","1,8220","1,8355","1,8185","54,81M","-0,41%"
"27.04.2016","1,8260","1,8260","1,8495","1,8040","45,08M","-0,22%"
"26.04.2016","1,8300","1,8360","1,8400","1,7975","52,95M","-0,49%"
"25.04.2016","1,8390","1,8200","1,8400","1,7905","145,19M","1,04%"
"22.04.2016","1,8200","1,6965","1,8225","1,6965","137,71M","6,62%"
"21.04.2016","1,7070","1,7300","1,7340","1,6000","162,09M","-1,13%"
"20.04.2016","1,7265","1,7325","1,7655","1,7250","67,43M","-0,35%"
"19.04.2016","1,7325","1,7650","1,7930","1,7025","86,33M","-1,81%"
"18.04.2016","1,7645","1,7495","1,7770","1,7415","44,91M","-0,08%"
"15.04.2016","1,7660","1,8275","1,8285","1,7405","117,58M","-2,00%"
"14.04.2016","1,8020","1,8200","1,8400","1,7950","99,26M","-0,88%"
"13.04.2016","1,8180","1,7980","1,8365","1,7875","95,06M","1,96%"
"12.04.2016","1,7830","1,7850","1,7975","1,7695","49,27M","0,17%"
"11.04.2016","1,7800","1,7650","1,7820","1,7585","37,25M","0,96%"
"08.04.2016","1,7630","1,7760","1,7825","1,7450","67,95M","-0,76%"
"07.04.2016","1,7765","1,7600","1,7770","1,7210","70,20M","0,94%"
"06.04.2016","1,7600","1,8050","1,8180","1,7480","108,36M","-1,92%"
"05.04.2016","1,7945","1,8140","1,8145","1,7725","75,81M","-1,32%"
"04.04.2016","1,8185","1,8300","1,8400","1,8175","34,97M","-0,63%"
"01.04.2016","1,8300","1,7820","1,8395","1,7820","65,76M","-0,54%"
"31.03.2016","1,8400","1,7965","1,8450","1,7960","96,67M","2,42%"
"30.03.2016","1,7965","1,7515","1,8000","1,7500","74,62M","3,04%"
"29.03.2016","1,7435","1,7800","1,7935","1,7320","35,51M","-1,72%"
"28.03.2016","1,7740","1,7810","1,7970","1,7670","50,49M","0,23%"
"25.03.2016","1,7700","1,7400","1,7700","1,7345","37,43M","1,81%"
"24.03.2016","1,7385","1,6900","1,7395","1,6780","92,82M","2,23%"
"23.03.2016","1,7005","1,6900","1,7290","1,6755","78,80M","0,32%"
"22.03.2016","1,6950","1,6850","1,7100","1,6710","60,38M","0,92%"
"21.03.2016","1,6795","1,6410","1,6965","1,6315","44,28M","3,87%"
"18.03.2016","1,6170","1,6650","1,7000","1,6170","69,85M","-2,88%"
"17.03.2016","1,6650","1,6895","1,7030","1,6430","49,57M","-0,60%"
"16.03.2016","1,6750","1,6020","1,6975","1,6020","117,42M","2,13%"
"15.03.2016","1,6400","1,5950","1,6430","1,5840","63,18M","2,82%"
"14.03.2016","1,5950","1,5905","1,6075","1,5705","58,90M","-0,81%"
"11.03.2016","1,6080","1,6440","1,6485","1,5850","37,68M","-1,35%"
"10.03.2016","1,6300","1,6550","1,6595","1,6190","64,17M","-1,21%"
"09.03.2016","1,6500","1,5995","1,6500","1,5875","137,51M","3,19%"
"07.03.2016","1,5990","1,6050","1,6070","1,5775","53,67M","-0,37%"
"04.03.2016","1,6050","1,5850","1,6050","1,5700","62,18M","1,33%"
"03.03.2016","1,5840","1,6090","1,6140","1,5655","59,27M","-0,72%"
"02.03.2016","1,5955","1,6030","1,6075","1,5635","67,06M","0,73%"
"01.03.2016","1,5840","1,6030","1,6090","1,5805","87,63M","-0,38%"
"29.02.2016","1,5900","1,5380","1,6190","1,5250","172,70M","3,35%"
"26.02.2016","1,5385","1,5480","1,5585","1,5125","106,53M","-0,29%"
"25.02.2016","1,5430","1,4995","1,5450","1,4965","120,30M","3,18%"
"24.02.2016","1,4955","1,4725","1,5000","1,4360","84,67M","1,25%"
"22.02.2016","1,4770","1,4895","1,5145","1,4725","21,95M","-0,71%"
"20.02.2016","1,4875","1,4755","1,5000","1,4720","15,71M","1,19%"
"19.02.2016","1,4700","1,4900","1,5390","1,4605","128,90M","-1,34%"
"18.02.2016","1,4900","1,4125","1,5090","1,4125","153,91M","5,60%"
"17.02.2016","1,4110","1,4025","1,4275","1,3920","79,05M","0,79%"
"16.02.2016","1,4000","1,4115","1,4150","1,3830","49,65M","0,36%"
"15.02.2016","1,3950","1,4090","1,4235","1,3885","30,50M","-0,32%"
"12.02.2016","1,3995","1,3755","1,4100","1,3720","24,88M","1,74%"
"11.02.2016","1,3755","1,3985","1,4045","1,3560","38,66M","-2,06%"
"10.02.2016","1,4045","1,4145","1,4175","1,3965","26,13M","-0,99%"
"09.02.2016","1,4185","1,4005","1,4200","1,3905","26,40M","0,60%"
"08.02.2016","1,4100","1,4330","1,4330","1,3725","69,12M","-1,05%"
"05.02.2016","1,4250","1,4250","1,4520","1,4070","54,45M","0,42%"
"04.02.2016","1,4190","1,4305","1,4400","1,3605","69,47M","-0,04%"
"03.02.2016","1,4195","1,3215","1,4410","1,3215","151,57M","7,21%"
"02.02.2016","1,3240","1,3380","1,3575","1,3165","25,85M","-1,16%"
"01.02.2016","1,3395","1,3490","1,3625","1,3210","18,73M","-0,04%"
"29.01.2016","1,3400","1,3950","1,4000","1,3100","133,84M","-3,60%"
"28.01.2016","1,3900","1,3395","1,4050","1,3320","105,83M","3,81%"
"27.01.2016","1,3390","1,3205","1,3390","1,3110","37,02M","1,44%"
"26.01.2016","1,3200","1,2965","1,3200","1,2905","15,57M","0,99%"
"25.01.2016","1,3070","1,3155","1,3200","1,2915","29,41M","-0,65%"
"22.01.2016","1,3155","1,3395","1,3700","1,3085","83,40M","-0,34%"
"21.01.2016","1,3200","1,3210","1,3500","1,3040","74,16M","0,00%"
"20.01.2016","1,3200","1,2810","1,3250","1,2750","40,71M","1,30%"
"19.01.2016","1,3030","1,2765","1,3435","1,2765","58,08M","2,60%"
"18.01.2016","1,2700","1,2695","1,2775","1,2210","46,94M","0,71%"
"15.01.2016","1,2610","1,2995","1,3020","1,2380","104,97M","-3,00%"
"14.01.2016","1,3000","1,3150","1,3265","1,2830","82,05M","-1,55%"
"13.01.2016","1,3205","1,3580","1,3630","1,3205","59,66M","-2,47%"
"12.01.2016","1,3540","1,3405","1,4125","1,3325","122,00M","-0,73%"
"11.01.2016","1,3640","1,3960","1,4050","1,3260","122,54M","-3,94%"
"06.01.2016","1,4200","1,3695","1,4305","1,3400","225,76M","3,80%"
"05.01.2016","1,3680","1,2300","1,4275","1,2110","519,12M","11,26%"
"04.01.2016","1,2295","1,1395","1,2295","1,1210","181,31M","11,17%"
"30.12.2015","1,1060","1,0735","1,1140","1,0640","215,22M","3,56%"
"29.12.2015","1,0680","1,0755","1,0790","1,0605","13,83M","-0,97%"
"28.12.2015","1,0785","1,0580","1,0785","1,0500","20,88M","1,99%"
"25.12.2015","1,0575","1,0575","1,0660","1,0510","9,25M","-0,14%"
"24.12.2015","1,0590","1,0580","1,0660","1,0455","19,75M","0,43%"
"23.12.2015","1,0545","1,0675","1,0750","1,0160","311,53M","-1,03%"
"22.12.2015","1,0655","1,0790","1,0835","1,0525","51,96M","-1,07%"
"21.12.2015","1,0770","1,0995","1,1000","1,0680","39,22M","-2,71%"
"18.12.2015","1,1070","1,1000","1,1185","1,0685","62,74M","0,64%"
"17.12.2015","1,1000","1,1140","1,1285","1,0885","62,36M","-1,21%"
"16.12.2015","1,1135","1,1155","1,1255","1,1070","30,91M","0,13%"
"15.12.2015","1,1120","1,0945","1,1295","1,0915","34,00M","1,60%"
"14.12.2015","1,0945","1,1000","1,1165","1,0835","166,34M","-0,23%"
"11.12.2015","1,0970","1,1150","1,1200","1,0960","40,57M","-1,61%"
"10.12.2015","1,1150","1,1325","1,1325","1,1135","31,28M","-1,33%"
"09.12.2015","1,1300","1,1300","1,1475","1,1230","43,33M","0,00%"
"08.12.2015","1,1300","1,1210","1,1415","1,1155","57,61M","0,85%"
"07.12.2015","1,1205","1,1215","1,1280","1,1115","41,01M","-0,40%"
"04.12.2015","1,1250","1,1480","1,1520","1,1240","82,81M","-1,10%"
"03.12.2015","1,1375","1,1455","1,1660","1,1375","223,45M","-1,09%"
"02.12.2015","1,1500","1,1435","1,1665","1,1435","40,59M","0,57%"
"01.12.2015","1,1435","1,1705","1,2000","1,1375","148,41M","-2,64%"
"30.11.2015","1,1745","1,1835","1,1890","1,1175","121,65M","-0,68%"
"27.11.2015","1,1825","1,1805","1,1950","1,1740","43,82M","0,17%"
"26.11.2015","1,1805","1,1800","1,2095","1,1700","70,70M","0,17%"
"25.11.2015","1,1785","1,1550","1,1785","1,1505","70,63M","1,59%"
"24.11.2015","1,1600","1,2020","1,2050","1,1375","121,61M","-3,33%"
"23.11.2015","1,2000","1,2000","1,2295","1,1860","66,00M","-0,41%"
"20.11.2015","1,2050","1,2425","1,2485","1,2000","44,50M","-3,45%"
"19.11.2015","1,2480","1,2260","1,2585","1,2260","109,90M","2,21%"
"18.11.2015","1,2210","1,2390","1,2555","1,2210","42,29M","-1,57%"
"17.11.2015","1,2405","1,1920","1,2495","1,1920","54,55M","3,76%"
"16.11.2015","1,1955","1,2100","1,2275","1,1900","16,30M","-1,69%"
"13.11.2015","1,2160","1,2000","1,2295","1,1930","24,56M","1,00%"
"12.11.2015","1,2040","1,1970","1,2115","1,1570","19,10M","0,58%"
"11.11.2015","1,1970","1,2310","1,2455","1,1870","28,23M","-2,80%"
"10.11.2015","1,2315","1,2255","1,2500","1,2175","17,65M","0,37%"
"09.11.2015","1,2270","1,2285","1,2390","1,2135","14,39M","0,70%"
"06.11.2015","1,2185","1,2390","1,2460","1,2060","24,10M","-1,65%"
"05.11.2015","1,2390","1,2590","1,2660","1,2385","18,83M","-1,63%"
"03.11.2015","1,2595","1,2650","1,2650","1,2445","25,09M","-0,08%"
"02.11.2015","1,2605","1,2150","1,2665","1,2080","74,92M","3,32%"
"30.10.2015","1,2200","1,2125","1,2200","1,2015","17,64M","0,25%"
"29.10.2015","1,2170","1,2030","1,2200","1,1960","17,06M","1,16%"
"28.10.2015","1,2030","1,2130","1,2185","1,1900","50,55M","-1,03%"
"27.10.2015","1,2155","1,1905","1,2200","1,1705","49,33M","2,14%"
"26.10.2015","1,1900","1,1975","1,2085","1,1825","20,25M","-0,83%"
"23.10.2015","1,2000","1,2100","1,2240","1,1800","25,41M","-0,04%"
"22.10.2015","1,2005","1,2105","1,2250","1,1950","92,83M","-1,19%"
"21.10.2015","1,2150","1,1920","1,2300","1,1850","82,21M","1,67%"
"20.10.2015","1,1950","1,1925","1,2000","1,1820","38,70M","0,04%"
"19.10.2015","1,1945","1,1870","1,1990","1,1720","79,91M","1,14%"
"16.10.2015","1,1810","1,1435","1,1900","1,1410","95,12M","3,32%"
"15.10.2015","1,1430","1,1280","1,1450","1,1160","40,17M","1,92%"
"14.10.2015","1,1215","1,1270","1,1340","1,1120","30,27M","-0,53%"
"13.10.2015","1,1275","1,1100","1,1275","1,1020","17,68M","1,08%"
"12.10.2015","1,1155","1,1360","1,1465","1,1135","33,35M","-1,80%"
"09.10.2015","1,1360","1,1135","1,1415","1,1100","83,09M","2,43%"
"08.10.2015","1,1090","1,1025","1,1240","1,0800","49,79M","0,77%"
"07.10.2015","1,1005","1,1100","1,1275","1,1005","23,19M","-0,99%"
"06.10.2015","1,1115","1,1000","1,1195","1,0865","50,71M","1,05%"
"05.10.2015","1,1000","1,0670","1,1010","1,0615","41,49M","2,90%"
"02.10.2015","1,0690","1,0570","1,0690","1,0495","14,93M","1,47%"
"01.10.2015","1,0535","1,0555","1,0665","1,0430","12,64M","0,00%"
"30.09.2015","1,0535","1,0630","1,0795","1,0535","8,48M","-1,08%"
"29.09.2015","1,0650","1,0680","1,0685","1,0540","11,17M","0,05%"
"28.09.2015","1,0645","1,0650","1,0800","1,0595","12,99M","0,24%"
"25.09.2015","1,0620","1,0545","1,0700","1,0495","12,51M","1,19%"
"24.09.2015","1,0495","1,0695","1,0735","1,0450","16,26M","-1,41%"
"23.09.2015","1,0645","1,0545","1,0650","1,0470","25,89M","1,48%"
"22.09.2015","1,0490","1,0695","1,0770","1,0360","65,48M","-1,92%"
"21.09.2015","1,0695","1,0560","1,0790","1,0560","29,85M","1,76%"
"18.09.2015","1,0510","1,0735","1,1000","1,0505","308,42M","-2,10%"
"17.09.2015","1,0735","1,0815","1,0845","1,0605","27,28M","-0,56%"
"16.09.2015","1,0795","1,0730","1,0825","1,0520","81,82M","0,98%"
"15.09.2015","1,0690","1,1080","1,1080","1,0520","291,85M","-3,30%"
"14.09.2015","1,1055","1,1090","1,1160","1,0990","36,82M","-0,72%"
"11.09.2015","1,1135","1,1020","1,1150","1,0960","22,91M","1,69%"
"10.09.2015","1,0950","1,1020","1,1185","1,0840","15,39M","-1,48%"
"09.09.2015","1,1115","1,0995","1,1190","1,0905","29,67M","1,46%"
"08.09.2015","1,0955","1,0820","1,1090","1,0810","8,77M","0,50%"
"07.09.2015","1,0900","1,0900","1,1040","1,0800","11,43M","-1,09%"
"04.09.2015","1,1020","1,1075","1,1125","1,0725","48,21M","-0,63%"
"03.09.2015","1,1090","1,1330","1,1330","1,1020","18,26M","-0,98%"
"02.09.2015","1,1200","1,1275","1,1350","1,1020","25,70M","-0,88%"
"01.09.2015","1,1300","1,1370","1,1510","1,1000","35,26M","-0,70%"
"31.08.2015","1,1380","1,1125","1,1385","1,1070","31,71M","2,80%"
"28.08.2015","1,1070","1,1225","1,1355","1,1000","34,52M","-0,94%"
"27.08.2015","1,1175","1,0810","1,1175","1,0745","76,87M","4,63%"
"26.08.2015","1,0680","1,0695","1,0745","1,0300","35,23M","1,28%"
"25.08.2015","1,0545","1,0165","1,1000","1,0115","39,30M","4,25%"
"24.08.2015","1,0115","1,0500","1,0500","0,9860","73,82M","-3,67%"
"21.08.2015","1,0500","1,1000","1,1080","1,0450","74,15M","-4,93%"
"20.08.2015","1,1045","1,1030","1,1200","1,1005","22,11M","-0,32%"
"19.08.2015","1,1080","1,1200","1,1260","1,1000","16,52M","-0,72%"
"18.08.2015","1,1160","1,1280","1,1315","1,1015","28,56M","-1,24%"
"17.08.2015","1,1300","1,1325","1,1355","1,1250","8,96M","-0,48%"
"14.08.2015","1,1355","1,1350","1,1465","1,1260","32,72M","0,49%"
"13.08.2015","1,1300","1,1360","1,1360","1,1250","9,76M","0,04%"
"12.08.2015","1,1295","1,1300","1,1315","1,1200","12,12M","-0,04%"
"11.08.2015","1,1300","1,1300","1,1385","1,1240","12,63M","0,04%"
"10.08.2015","1,1295","1,1300","1,1395","1,1255","19,18M","0,04%"
"07.08.2015","1,1290","1,1315","1,1365","1,1275","18,93M","-0,22%"
"06.08.2015","1,1315","1,1340","1,1340","1,1200","13,11M","0,09%"
"05.08.2015","1,1305","1,1180","1,1345","1,1110","18,12M","1,53%"
"04.08.2015","1,1135","1,1340","1,1365","1,1135","17,30M","-1,63%"
"03.08.2015","1,1320","1,1330","1,1410","1,1260","27,84M","-0,13%"
"31.07.2015","1,1335","1,1300","1,1440","1,1225","76,84M","0,22%"
"30.07.2015","1,1310","1,1300","1,1460","1,1250","26,01M","0,09%"
"29.07.2015","1,1300","1,1445","1,1510","1,1210","53,13M","-0,44%"
"28.07.2015","1,1350","1,1190","1,1360","1,1100","22,78M","2,11%"
"27.07.2015","1,1115","1,1470","1,1590","1,1000","79,44M","-3,93%"
"24.07.2015","1,1570","1,1600","1,1710","1,1410","43,01M","0,39%"
"23.07.2015","1,1525","1,1745","1,1845","1,1520","48,02M","-2,25%"
"22.07.2015","1,1790","1,1850","1,1865","1,1680","17,44M","-0,55%"
"21.07.2015","1,1855","1,1850","1,2000","1,1850","48,29M","-0,38%"
"20.07.2015","1,1900","1,1810","1,2005","1,1810","19,56M","-0,46%"
"17.07.2015","1,1955","1,1975","1,2100","1,1925","16,10M","-0,46%"
"16.07.2015","1,2010","1,2050","1,2090","1,1735","31,45M","-0,33%"
"15.07.2015","1,2050","1,1450","1,2090","1,1450","90,94M","4,78%"
"14.07.2015","1,1500","1,1485","1,1600","1,1400","28,94M","0,17%"
"13.07.2015","1,1480","1,1700","1,1700","1,1420","32,92M","-0,86%"
"10.07.2015","1,1580","1,1750","1,1800","1,1515","19,46M","-1,45%"
"09.07.2015","1,1750","1,1645","1,1875","1,1355","93,28M","1,73%"
"08.07.2015","1,1550","1,1955","1,1960","1,1205","92,29M","-2,74%"
"07.07.2015","1,1875","1,1805","1,1975","1,1805","16,81M","-0,21%"
"06.07.2015","1,1900","1,1905","1,1975","1,1805","15,10M","-0,42%"
"03.07.2015","1,1950","1,1920","1,2050","1,1835","21,30M","0,00%"
"02.07.2015","1,1950","1,2145","1,2175","1,1950","17,66M","-1,85%"
"01.07.2015","1,2175","1,2220","1,2270","1,2105","18,66M","-0,61%"
"30.06.2015","1,2250","1,2130","1,2300","1,2075","20,72M","1,37%"
"29.06.2015","1,2085","1,2005","1,2225","1,1930","38,66M","-0,12%"
"26.06.2015","1,2100","1,1780","1,2100","1,1700","39,55M","2,37%"
"25.06.2015","1,1820","1,1960","1,1960","1,1660","27,38M","-0,67%"
"24.06.2015","1,1900","1,1865","1,2040","1,1705","34,06M","1,10%"
"23.06.2015","1,1770","1,1715","1,1895","1,1660","14,58M","0,38%"
"22.06.2015","1,1725","1,1895","1,1930","1,1720","27,70M","-0,64%"
"19.06.2015","1,1800","1,1700","1,2100","1,1625","178,42M","1,24%"
"18.06.2015","1,1655","1,1830","1,1890","1,1590","64,41M","-1,60%"
"17.06.2015","1,1845","1,1335","1,1870","1,1260","116,34M","5,29%"
"16.06.2015","1,1250","1,1295","1,1495","1,1210","27,93M","-0,44%"
"15.06.2015","1,1300","1,1195","1,1355","1,1010","47,77M","1,03%"
"11.06.2015","1,1185","1,1540","1,1550","1,1185","38,43M","-2,65%"
"10.06.2015","1,1490","1,1150","1,1590","1,0765","99,44M","3,51%"
"09.06.2015","1,1100","1,1530","1,1580","1,1080","86,30M","-4,23%"
"08.06.2015","1,1590","1,1610","1,1900","1,1440","111,87M","0,61%"
"05.06.2015","1,1520","1,2000","1,2100","1,1500","55,00M","-3,40%"
"04.06.2015","1,1925","1,2040","1,2285","1,1840","84,02M","-2,25%"
"03.06.2015","1,2200","1,2465","1,2490","1,2025","54,64M","-1,61%"
"02.06.2015","1,2400","1,2270","1,2450","1,2160","93,50M","1,60%"
"01.06.2015","1,2205","1,2400","1,2455","1,2200","20,33M","-2,28%"
"29.05.2015","1,2490","1,2450","1,2835","1,2410","54,39M","-1,73%"
"28.05.2015","1,2710","1,2535","1,2885","1,2280","68,59M","1,27%"
"27.05.2015","1,2550","1,2005","1,2580","1,2005","61,04M","1,13%"
"26.05.2015","1,2410","1,2300","1,2700","1,2300","124,57M","1,10%"
"25.05.2015","1,2275","1,1915","1,2340","1,1915","30,90M","2,46%"
"22.05.2015","1,1980","1,1800","1,1990","1,1665","24,37M","2,22%"
"21.05.2015","1,1720","1,1760","1,1885","1,1470","40,13M","-0,21%"
