,price_per_square,squares,max_floor,latitude,longitude,Nevskii prospekt,parkings_1km,rent_per_m,Pushkinsky,Primorsky,Tsentralny,Kalininsky,Krasnogvardeysky,Admiralteysky,Vyborgsky,Frunzensky,Nevsky,Petrogradsky,Vasileostrovsky,Krasnoselsky,Kirovsky,Moskovsky,population,mean_distr_pps,metro_1km,metro_5km,metro_10km
1381,197447.6,138.0,25.0,30.480646,60.010866,17.62,32.0,207000.0,103.74,100.94,98.36,95.55,95.02,92.46,92.69,93.5,93.88,93.84,92.45,90.41,89.13,86.96,84.2,82.6,0,1,10
1382,195456.2,139.0,7.0,30.327016,59.938166,0.14,21.0,415000.0,174.0,173.8,173.23,173.83,173.49,173.47,172.67,171.63,170.85,170.15,170.44,170.83,171.1,171.46,172.23,171.9,3,33,56
1383,212728.6,139.4,9.0,30.199195,60.038573,14.97,9.0,370000.0,287.8,288.39,289.22,288.77,289.14,289.17,289.97,291.01,291.8,292.49,292.19,291.72,291.37,290.82,289.73,289.79,0,2,10
1384,368623.0,139.8,1.0,30.310128,59.987226,3.25,84.0,189815.0,188.28,188.12,188.34,187.38,187.64,187.31,188.12,189.22,190.03,190.7,190.23,189.56,189.13,188.47,187.33,187.41,0,25,54
1385,55715.0,140.0,1.0,30.353795,59.946302,3.0,29.0,168190.0,251.44,248.59,245.81,243.25,242.58,240.03,239.94,240.34,240.38,240.05,238.78,236.91,235.75,233.73,231.28,229.53,3,29,53
1386,246276.8,140.0,2.0,30.307011,59.930764,2.27,38.0,220000.0,205.22,207.91,210.33,213.13,213.61,216.08,215.76,214.84,214.39,214.34,215.73,217.75,219.02,221.16,223.93,225.44,1,29,54
1387,133490.6,140.0,3.0,30.07176,59.731786,29.35,20.0,224000.0,46.04,45.42,45.37,44.31,44.56,44.32,45.12,46.2,47.0,47.68,47.3,46.83,46.56,46.27,45.71,46.26,0,0,0
1388,195348.0,140.0,4.0,30.276001,59.942025,5.71,48.0,350000.0,59.67,62.04,64.55,66.42,67.11,69.26,69.65,69.73,70.01,70.57,71.51,72.92,73.8,75.39,77.21,78.86,1,22,49
1389,223303.8,140.0,10.0,30.359041,59.808794,7.59,19.0,180000.0,311.18,314.02,316.65,319.45,320.0,322.57,322.36,321.54,321.14,321.15,322.54,324.57,325.85,328.0,330.76,332.29,0,7,39
1390,337469.6,140.0,23.0,30.319839,59.862321,3.83,58.0,280000.0,84.38,85.09,86.22,86.26,86.74,87.43,88.18,89.02,89.72,90.44,90.52,90.69,90.8,91.11,91.23,92.13,3,22,53
1391,266525.0,140.7,9.0,30.262823,60.110679,11.08,6.0,274649.8,74.15,71.51,69.17,66.4,65.97,63.57,63.96,64.95,65.47,65.6,64.24,62.27,61.03,58.95,56.23,54.87,0,1,18
1392,212766.0,141.0,22.0,30.153722,59.853442,19.6,91.0,290315.0,196.63,198.89,200.8,203.39,203.69,205.8,205.28,204.17,203.53,203.28,204.55,206.4,207.57,209.51,212.1,213.29,0,0,3
1393,212766.0,141.0,26.0,30.153722,59.853442,19.6,91.0,262965.0,196.63,198.89,200.8,203.39,203.69,205.8,205.28,204.17,203.53,203.28,204.55,206.4,207.57,209.51,212.1,213.29,0,0,3
1394,262296.6,141.8,25.0,30.268123,59.887372,6.98,18.0,212700.0,258.29,259.69,261.32,261.82,262.37,263.32,264.04,264.79,265.44,266.15,266.38,266.7,266.86,267.2,267.23,268.02,2,12,43
1395,181948.4,142.0,3.0,30.263083,60.084006,10.11,10.0,215000.0,163.8,160.96,158.3,155.51,154.94,152.35,152.5,153.23,153.52,153.41,152.02,149.99,148.72,146.55,143.84,142.16,0,2,25
1396,161268.0,142.0,14.0,30.361844,59.809202,7.74,24.0,343000.0,282.82,285.68,288.36,291.14,291.72,294.32,294.17,293.45,293.14,293.24,294.63,296.67,297.94,300.11,302.83,304.5,0,7,40
1397,212628.6,142.0,24.0,30.35048,59.94974,2.69,32.0,213000.0,159.86,162.72,165.41,168.19,168.77,171.37,171.25,170.56,170.3,170.45,171.82,173.85,175.11,177.27,179.96,181.66,1,29,53
1398,276871.0,142.63,9.0,30.288622,59.903823,4.58,42.0,418119.8,77.34,74.51,71.88,69.08,68.52,65.94,66.13,66.91,67.25,67.19,65.8,63.76,62.48,60.31,57.56,55.93,0,26,50
1399,237763.0,143.0,2.0,30.364781,60.052272,7.5,41.0,398119.8,244.07,246.71,249.05,251.83,252.28,254.69,254.32,253.35,252.85,252.75,254.11,256.11,257.37,259.47,262.21,263.64,0,8,41
1400,250000.0,143.0,4.0,30.430933,59.925335,11.54,27.0,436560.0,90.2,87.63,85.01,83.0,82.3,80.11,79.74,79.71,79.47,78.95,77.94,76.47,75.58,74.0,72.29,70.7,0,5,32
1401,261146.0,143.0,13.0,30.379523,60.017063,7.29,42.0,460119.8,231.49,234.35,237.13,239.71,240.37,242.92,243.01,242.59,242.52,242.83,244.12,246.02,247.19,249.22,251.67,253.42,0,8,43
1402,244366.8,143.1,18.0,30.20242,60.037427,14.62,12.0,399249.0,242.83,244.83,246.42,248.82,249.01,250.85,250.23,249.05,248.34,247.97,249.12,250.78,251.83,253.54,255.89,256.77,0,2,11
1403,107816.0,143.3,15.0,30.235388,60.069036,11.97,33.0,428880.0,140.08,137.75,135.3,133.6,132.92,130.95,130.48,130.28,129.93,129.34,128.49,127.24,126.47,125.11,123.66,122.16,0,4,18
1404,263188.2,143.63,16.0,30.314287,59.96534,2.1,82.0,359075.0,224.08,226.78,229.23,232.03,232.51,234.99,234.68,233.77,233.32,233.28,234.66,236.69,237.96,240.1,242.86,244.38,2,30,55
1405,250640.0,143.63,18.0,30.303382,59.997644,4.11,61.0,391140.0,117.0,114.19,111.43,108.99,108.31,105.82,105.65,105.94,105.91,105.53,104.31,102.52,101.41,99.48,97.2,95.47,2,22,52
1406,246700.0,143.9,6.0,30.326998,59.956444,1.08,33.0,299310.0,281.44,282.4,282.86,284.34,284.2,284.95,284.16,282.99,282.17,281.56,282.19,283.07,283.61,284.4,285.63,285.54,1,35,56
1407,237313.0,144.0,7.0,30.34827,59.873162,4.02,38.0,345600.0,11.26,13.57,15.78,18.56,19.01,21.48,21.19,20.33,19.96,20.03,21.42,23.46,24.73,26.9,29.65,31.29,0,29,54
1408,229167.0,144.0,8.0,30.327079,59.961854,1.36,38.0,458119.8,306.28,309.03,311.51,314.31,314.8,317.27,316.94,315.99,315.5,315.4,316.76,318.76,320.0,322.09,324.8,326.15,1,35,55
1409,420070.0,144.6,25.0,30.304289,60.000857,4.17,65.0,249498.0,97.47,96.04,95.05,93.1,93.09,91.79,92.52,93.73,94.52,95.03,94.12,92.82,92.0,90.71,88.84,88.41,2,22,52
1410,126299.2,145.0,2.0,30.204836,59.834139,14.36,21.0,190000.0,284.22,287.1,289.87,292.5,293.16,295.73,295.77,295.29,295.17,295.43,296.75,298.7,299.91,301.98,304.49,306.24,0,0,12
1411,332414.0,145.0,5.0,30.322066,59.926805,0.73,30.0,394310.0,228.57,230.87,233.29,234.94,235.62,237.55,238.04,238.27,238.64,239.24,240.06,241.27,242.0,243.32,244.68,246.14,7,34,57
1412,254997.0,145.1,5.0,30.316138,59.911854,1.73,55.0,318800.0,286.78,289.11,291.07,293.67,293.96,296.03,295.48,294.35,293.69,293.39,294.62,296.4,297.51,299.33,301.78,302.75,6,32,55
1413,350000.0,145.3,21.0,30.306849,59.998058,3.9,62.0,237640.0,85.34,83.82,82.08,81.44,80.88,79.82,79.11,78.42,77.79,77.08,76.79,76.38,76.17,75.74,75.6,74.76,1,23,53
1414,177576.8,145.3,21.0,30.41639,59.961584,10.02,23.0,275000.0,164.39,161.56,158.79,156.29,155.62,153.1,152.97,153.3,153.3,152.95,151.7,149.87,148.74,146.77,144.41,142.67,0,7,35
1415,74075.0,145.8,8.0,30.25551,59.937269,7.98,48.0,394500.0,294.7,297.27,299.5,302.24,302.63,304.92,304.47,303.42,302.83,302.63,303.94,305.85,307.04,309.01,311.63,312.8,0,12,35
1416,165000.0,145.8,9.0,30.157064,59.840438,19.34,87.0,260315.0,234.23,235.42,236.87,237.18,237.7,238.51,239.25,240.04,240.72,241.44,241.58,241.79,241.89,242.14,242.08,242.83,0,0,3
1417,297946.0,146.0,14.0,30.41594,59.847268,11.01,41.0,417919.8,64.88,62.15,59.69,56.88,56.4,53.93,54.25,55.18,55.65,55.72,54.34,52.33,51.07,48.95,46.2,44.75,1,9,28
1418,230657.4,146.1,9.0,30.263173,60.005549,7.89,108.0,310000.0,280.13,282.89,285.41,288.22,288.72,291.24,290.95,290.07,289.63,289.6,290.99,293.01,294.29,296.43,299.19,300.71,1,10,40
1419,173633.0,146.7,26.0,30.347327,59.938432,2.24,16.0,102690.0,340.21,338.13,336.06,333.31,332.88,330.44,330.76,331.63,332.02,331.96,330.57,328.53,327.25,325.08,322.34,320.7,3,31,55
1420,300000.0,147.0,6.0,30.302869,59.960877,3.0,43.0,454919.8,173.62,173.44,172.89,173.51,173.17,173.18,172.38,171.34,170.55,169.86,170.15,170.57,170.85,171.22,172.02,171.7,1,26,53
1421,234967.0,147.0,10.0,30.276378,60.057011,8.21,29.0,410090.0,317.01,318.99,320.44,322.65,322.74,324.17,323.45,322.24,321.45,320.94,321.83,323.05,323.77,324.81,326.22,326.16,0,7,36
1422,227885.4,147.0,16.0,30.330457,59.851241,4.37,46.0,175000.0,78.27,76.44,75.06,72.82,72.69,71.08,71.76,72.96,73.71,74.15,73.11,71.61,70.67,69.17,67.07,66.45,1,22,52
1423,193054.0,147.3,2.0,30.362284,60.043413,6.94,52.0,300400.0,245.08,244.89,244.26,244.77,244.4,244.23,243.44,242.45,241.67,240.97,241.17,241.41,241.57,241.72,242.2,241.65,0,9,44
1424,194977.0,147.3,5.0,30.362284,60.043413,6.94,52.0,385300.0,245.08,244.89,244.26,244.77,244.4,244.23,243.44,242.45,241.67,240.97,241.17,241.41,241.57,241.72,242.2,241.65,0,9,44
1425,350000.0,147.9,8.0,30.333816,59.918467,1.14,54.0,354500.0,235.82,238.63,241.24,244.04,244.59,247.16,246.95,246.16,245.8,245.86,247.25,249.29,250.57,252.74,255.49,257.12,3,31,57
1426,246176.4,148.0,1.0,30.285487,59.937562,4.65,70.0,150000.0,60.53,57.87,55.51,52.73,52.29,49.89,50.27,51.26,51.79,51.92,50.57,48.6,47.36,45.29,42.59,41.25,2,24,51
1427,210284.0,148.0,16.0,30.258906,60.070796,10.0,12.0,280849.8,83.13,82.69,81.97,82.49,82.14,82.13,81.33,80.29,79.5,78.81,79.11,79.57,79.9,80.4,81.4,81.26,0,3,28
1428,202533.8,148.24,15.0,30.092197,59.844615,26.36,14.0,207536.0,291.74,293.32,294.41,296.4,296.43,297.71,296.97,295.76,294.97,294.44,295.32,296.56,297.32,298.49,300.16,300.4,0,0,0
1429,133827.0,148.7,4.0,30.263056,59.942913,7.15,36.0,372210.0,227.74,230.43,233.13,235.34,236.04,238.38,238.67,238.56,238.7,239.16,240.27,241.9,242.91,244.66,246.67,248.35,0,15,42
1430,300000.0,148.8,11.0,30.331741,59.977012,2.21,75.0,218815.0,222.85,224.85,226.47,228.89,229.09,230.96,230.35,229.18,228.47,228.12,229.29,230.99,232.06,233.82,236.22,237.16,0,33,55
1431,224934.0,149.0,1.0,30.336763,59.982748,2.68,65.0,461267.0,231.19,232.34,233.76,234.04,234.55,235.33,236.08,236.88,237.57,238.29,238.41,238.6,238.69,238.91,238.83,239.57,1,30,55
1432,187827.0,149.0,13.0,30.194928,60.03625,15.38,5.0,290649.8,209.12,208.54,207.59,207.78,207.34,206.92,206.14,205.22,204.48,203.76,203.83,203.89,203.94,203.93,204.21,203.57,0,2,7
1433,200804.0,149.4,3.0,30.378984,59.858367,7.1,90.0,248315.0,241.1,241.85,242.16,243.54,243.39,244.09,243.3,242.14,241.32,240.7,241.34,242.23,242.8,243.65,244.99,245.02,1,13,45
1434,160000.0,149.79,2.0,30.084013,59.724491,28.15,48.0,310998.6,244.58,241.84,239.11,236.77,236.08,233.65,233.43,233.64,233.55,233.12,231.96,230.24,229.18,227.31,225.1,223.37,0,0,0
1435,159883.0,149.9,2.0,30.082621,59.724677,28.29,47.0,310998.6,230.98,229.15,227.68,225.33,225.15,223.32,223.94,225.11,225.82,226.17,225.0,223.28,222.19,220.4,217.94,216.91,0,0,0
1436,55334.0,150.0,1.0,30.383466,59.991187,6.94,82.0,200000.0,314.02,311.39,308.98,306.18,305.69,303.19,303.48,304.34,304.73,304.69,303.3,301.26,299.98,297.81,295.06,293.44,0,13,49
1437,340000.0,150.0,2.0,30.257136,60.028474,8.98,70.0,288253.4,165.34,168.2,170.98,173.54,174.21,176.76,176.85,176.45,176.4,176.72,178.0,179.88,181.04,183.06,185.5,187.25,1,8,35
1438,228805.4,150.0,2.0,30.302169,59.958178,3.02,38.0,75000.0,121.87,124.53,126.94,129.74,130.21,132.68,132.36,131.45,131.01,130.98,132.37,134.4,135.67,137.82,140.59,142.13,0,25,53
1439,245047.8,150.0,4.0,30.232891,59.952074,10.52,63.0,450000.0,17.36,14.6,11.87,9.77,9.07,7.08,6.58,6.47,6.3,5.88,4.73,3.37,2.96,3.37,5.49,6.61,1,8,28
1440,153686.0,150.0,4.0,30.429873,59.931612,11.41,28.0,450000.0,38.97,36.38,33.77,31.83,31.14,29.06,28.62,28.51,28.25,27.72,26.74,25.36,24.56,23.22,21.99,20.67,0,6,32
1441,193464.8,150.0,5.0,30.362284,60.043413,6.94,52.0,240000.0,245.08,244.89,244.26,244.77,244.4,244.23,243.44,242.45,241.67,240.97,241.17,241.41,241.57,241.72,242.2,241.65,0,9,44
1442,100299.2,150.0,5.0,30.394731,59.703407,14.73,16.0,260000.0,345.07,345.45,344.35,341.73,341.35,338.94,339.24,340.08,340.39,340.24,338.87,336.85,335.59,333.42,330.71,329.03,0,0,6
1443,183658.4,150.0,10.0,30.480889,59.9229,17.1,31.0,400000.0,53.87,50.99,48.27,45.52,44.91,42.31,42.39,43.05,43.3,43.16,41.79,39.76,38.5,36.34,33.65,31.95,0,4,13
1444,208227.6,150.0,12.0,30.507551,59.831924,20.97,35.0,265000.0,342.06,342.99,342.37,341.81,341.18,339.39,338.9,338.55,338.06,337.38,336.78,335.68,334.9,333.35,331.41,329.71,1,2,7
1445,220290.6,150.0,23.0,30.2026,60.030245,14.5,18.0,180000.0,261.26,263.22,264.76,267.11,267.29,269.05,268.41,267.23,266.5,266.1,267.22,268.82,269.83,271.47,273.73,274.51,0,3,11
1446,201544.0,150.0,25.0,30.230537,60.035962,11.73,82.0,150000.0,148.08,145.38,142.94,140.13,139.66,137.17,137.48,138.39,138.83,138.87,137.48,135.46,134.18,132.04,129.27,127.74,0,6,19
1447,299538.8,150.0,26.0,30.340985,60.075016,7.44,51.0,150000.0,320.92,322.5,323.45,325.21,325.14,325.99,325.2,324.03,323.22,322.6,323.22,324.01,324.44,324.95,325.66,325.13,1,7,41
1448,230793.4,150.0,1.0,30.319839,59.862321,3.83,58.0,150000.0,84.38,85.09,86.22,86.26,86.74,87.43,88.18,89.02,89.72,90.44,90.52,90.69,90.8,91.11,91.23,92.13,3,22,53
1449,101415.0,150.0,1.0,30.402816,59.962967,8.54,19.0,450000.0,207.52,210.09,212.36,215.13,215.54,217.92,217.53,216.54,216.01,215.9,217.26,219.24,220.49,222.58,225.32,226.73,0,10,47
1450,126299.2,150.15,3.0,30.475319,59.966241,16.56,23.0,300000.0,137.62,134.76,131.98,129.38,128.72,126.15,126.09,126.53,126.61,126.32,125.02,123.11,121.92,119.88,117.4,115.65,0,3,12
1451,229389.0,150.4,13.0,30.41594,59.847268,11.01,41.0,294918.6,64.88,62.15,59.69,56.88,56.4,53.93,54.25,55.18,55.65,55.72,54.34,52.33,51.07,48.95,46.2,44.75,1,9,28
1452,346402.0,150.6,3.0,30.316165,59.92832,1.29,32.0,428690.0,312.76,315.23,317.31,319.95,320.27,322.37,321.81,320.68,320.0,319.69,320.89,322.61,323.67,325.36,327.61,328.29,6,35,56
1453,280000.0,150.6,3.0,30.316165,59.92832,1.29,32.0,428690.0,312.76,315.23,317.31,319.95,320.27,322.37,321.81,320.68,320.0,319.69,320.89,322.61,323.67,325.36,327.61,328.29,6,35,56
1454,75597.0,150.8,1.0,30.244308,60.072444,11.27,21.0,272000.0,65.99,63.15,60.37,57.86,57.18,54.66,54.53,54.89,54.93,54.6,53.33,51.46,50.31,48.33,45.98,44.24,0,3,21
1455,203719.8,150.9,15.0,30.267494,59.962724,6.78,27.0,400000.0,223.54,223.29,222.63,223.12,222.74,222.58,221.79,220.79,220.02,219.32,219.52,219.78,219.96,220.14,220.67,220.16,1,14,45
1456,135431.0,151.0,1.0,30.358493,59.918151,3.59,36.0,418210.0,161.23,158.86,156.37,154.6,153.91,151.87,151.43,151.27,150.95,150.38,149.49,148.18,147.37,145.93,144.37,142.83,4,31,54
1457,200683.0,151.0,24.0,30.326046,59.926034,0.5,28.0,155000.0,174.52,176.37,177.84,180.17,180.34,182.12,181.49,180.31,179.59,179.21,180.35,182.02,183.07,184.8,187.18,188.12,7,32,56
1458,209431.0,151.1,1.0,30.333556,59.984922,2.66,69.0,304253.4,167.94,170.06,171.82,174.34,174.6,176.61,176.05,174.92,174.25,173.96,175.2,177.01,178.15,180.04,182.59,183.71,0,31,56
1459,132357.0,151.1,4.0,30.254271,59.89765,8.32,20.0,385885.0,240.86,243.74,246.51,249.15,249.8,252.38,252.42,251.93,251.81,252.08,253.4,255.34,256.54,258.62,261.14,262.89,0,11,34
1460,125579.0,151.3,1.0,30.319309,59.931265,0.91,18.0,418681.8,273.23,275.19,277.31,278.45,279.08,280.57,281.19,281.69,282.21,282.88,283.43,284.21,284.66,285.48,286.11,287.21,6,34,56
1461,155218.0,151.4,4.0,30.307675,59.922088,2.28,57.0,291200.0,204.21,206.99,209.54,212.35,212.88,215.42,215.18,214.35,213.97,214.0,215.39,217.43,218.71,220.88,223.64,225.24,0,27,54
1462,199270.8,151.5,5.0,30.25366,59.852366,9.1,31.0,340450.0,161.66,163.07,164.08,166.1,166.15,167.57,166.86,165.66,164.88,164.4,165.4,166.84,167.75,169.24,171.36,172.03,1,7,33
1463,218138.6,151.6,1.0,30.312392,60.06927,7.0,58.0,212000.0,267.11,266.48,265.44,265.46,265.0,264.37,263.62,262.76,262.05,261.33,261.28,261.16,261.09,260.82,260.76,259.89,0,6,41
1464,310000.0,151.93,9.0,30.307568,59.985804,3.36,61.0,291150.0,190.35,187.97,185.47,183.68,183.0,180.93,180.5,180.36,180.05,179.47,178.58,177.24,176.42,174.95,173.34,171.78,1,24,53
1465,263158.0,152.0,1.0,30.303399,59.9201,2.77,65.0,268653.4,223.29,224.28,225.55,225.68,226.16,226.8,227.56,228.42,229.13,229.84,229.89,229.97,229.99,230.11,229.89,230.56,1,27,54
1466,204597.0,152.0,8.0,30.317961,60.069598,6.93,47.0,304000.0,185.9,188.08,189.91,192.46,192.74,194.8,194.25,193.13,192.47,192.2,193.45,195.28,196.43,198.34,200.9,202.05,0,6,41
1467,289998.8,152.0,9.0,30.329001,59.849162,4.46,55.0,304000.0,79.7,76.82,74.05,71.39,70.75,68.16,68.15,68.67,68.82,68.58,67.25,65.28,64.06,61.96,59.4,57.65,1,22,51
1468,226974.0,152.0,13.0,30.41594,59.847268,11.01,41.0,263798.6,64.88,62.15,59.69,56.88,56.4,53.93,54.25,55.18,55.65,55.72,54.34,52.33,51.07,48.95,46.2,44.75,1,9,28
1469,203719.8,152.0,15.0,30.372291,59.831173,7.51,26.0,310000.0,312.0,313.84,315.15,317.26,317.32,318.68,317.94,316.73,315.94,315.42,316.29,317.49,318.22,319.28,320.74,320.77,1,7,44
1470,176974.0,152.0,16.0,30.3223,60.029413,4.85,89.0,236965.0,78.9,76.07,73.46,70.65,70.1,67.53,67.73,68.53,68.88,68.83,67.44,65.4,64.12,61.95,59.2,57.58,2,12,48
1471,226959.0,152.01,13.0,30.41594,59.847268,11.01,41.0,263798.6,64.88,62.15,59.69,56.88,56.4,53.93,54.25,55.18,55.65,55.72,54.34,52.33,51.07,48.95,46.2,44.75,1,9,28
1472,75509.0,152.3,7.0,30.413299,59.958809,9.65,26.0,362090.0,93.93,96.63,99.35,101.64,102.33,104.74,104.98,104.81,104.92,105.37,106.5,108.18,109.23,111.07,113.23,114.95,0,7,35
1473,98033.0,152.5,1.0,30.41374,59.721193,15.29,17.0,272000.0,252.21,250.51,248.54,247.49,246.87,245.35,244.75,244.26,243.74,243.07,242.52,241.68,241.16,240.17,239.18,237.86,0,0,7
1474,156863.0,153.0,1.0,30.289188,60.003637,5.42,70.0,304253.4,139.42,136.53,133.77,131.09,130.45,127.86,127.86,128.4,128.56,128.32,126.98,125.01,123.79,121.69,119.11,117.37,1,15,50
1475,248367.0,153.0,5.0,30.306247,59.929037,2.36,40.0,384920.0,265.15,266.75,268.55,269.27,269.85,270.98,271.68,272.34,272.96,273.66,273.99,274.47,274.72,275.21,275.43,276.32,0,27,54
1476,230657.4,153.0,7.0,30.263568,60.004307,7.83,112.0,350000.0,283.15,285.91,288.42,291.24,291.74,294.25,293.96,293.06,292.62,292.59,293.97,296.0,297.27,299.41,302.17,303.67,1,10,40
1477,257217.2,153.0,9.0,30.22883,59.960179,11.01,75.0,290000.0,67.62,64.91,62.48,59.68,59.22,56.76,57.1,58.04,58.53,58.61,57.24,55.24,53.98,51.87,49.13,47.69,1,6,21
1478,160504.4,153.0,10.0,30.229845,60.034394,11.77,83.0,300000.0,133.14,130.42,127.69,125.41,124.72,122.33,122.08,122.24,122.13,121.69,120.54,118.86,117.83,116.01,113.91,112.21,0,6,19
1479,229213.6,153.0,1.0,30.345854,59.917209,2.28,74.0,90000.0,260.22,260.6,260.5,261.51,261.25,261.55,260.75,259.65,258.84,258.18,258.6,259.18,259.55,260.04,260.93,260.64,3,32,55
1480,215405.0,153.2,18.0,30.159633,59.865325,18.88,86.0,254465.0,133.75,136.19,138.73,140.61,141.3,143.43,143.83,143.92,144.2,144.76,145.7,147.1,147.96,149.51,151.24,152.85,0,0,3
1481,322784.8,153.4,19.0,30.309086,59.916279,2.24,69.0,185000.0,213.02,215.33,217.3,219.93,220.25,222.4,221.89,220.79,220.17,219.93,221.21,223.08,224.26,226.22,228.83,230.03,0,26,54
1482,377114.0,153.8,1.0,30.362374,59.937121,3.9,32.0,452090.0,28.73,31.45,34.19,36.56,37.24,39.72,39.9,39.67,39.75,40.18,41.34,43.07,44.15,46.06,48.36,50.11,3,25,54
1483,131812.6,154.0,4.0,30.127006,59.837336,22.61,22.0,250000.0,169.19,166.83,164.81,162.15,161.81,159.6,160.08,161.16,161.76,161.97,160.66,158.75,157.54,155.54,152.88,151.6,0,0,1
1484,250000.0,154.5,12.0,30.205959,60.029508,14.14,28.0,350000.0,283.15,285.88,288.33,291.14,291.62,294.1,293.77,292.84,292.37,292.3,293.68,295.69,296.95,299.07,301.82,303.28,0,3,12
1485,173549.0,155.0,25.0,30.382658,59.803671,9.43,14.0,233927.8,143.96,145.93,148.1,149.39,150.04,151.73,152.29,152.68,153.14,153.79,154.45,155.43,156.03,157.15,158.28,159.65,0,6,36
1486,251613.0,155.0,26.0,30.380852,59.924001,5.99,65.0,245198.0,133.06,132.21,131.05,131.06,130.6,130.07,129.3,128.41,127.68,126.97,126.98,126.99,127.02,127.0,127.32,126.71,2,18,52
1487,261430.0,155.3,3.0,30.328489,59.999597,3.31,77.0,214000.0,138.71,140.12,141.82,142.5,143.08,144.26,144.94,145.58,146.19,146.89,147.25,147.8,148.13,148.79,149.34,150.44,0,28,52
1488,225371.0,155.3,17.0,30.311143,60.014832,4.41,53.0,293700.0,93.24,90.89,88.9,86.27,85.95,83.8,84.32,85.43,86.06,86.31,85.04,83.19,82.03,80.11,77.53,76.4,1,17,51
1489,281437.0,155.5,13.0,30.40137,60.038542,10.0,61.0,311000.0,155.11,152.5,149.84,147.73,147.04,144.76,144.43,144.47,144.28,143.78,142.73,141.18,140.22,138.54,136.62,134.96,0,5,29
1490,182916.6,155.8,7.0,30.473397,59.91789,16.28,38.0,200000.0,44.85,47.45,49.82,52.61,53.08,55.55,55.24,54.35,53.92,53.92,55.31,57.35,58.63,60.79,63.55,65.14,1,6,15
1491,195613.2,155.9,5.0,30.465348,59.919581,15.38,44.0,449993.0,148.25,150.52,152.47,155.09,155.41,157.57,157.07,155.98,155.36,155.14,156.44,158.33,159.52,161.51,164.16,165.42,1,7,17
1492,221213.6,156.0,12.0,30.347228,59.910762,2.57,74.0,170000.0,237.5,237.13,236.35,236.7,236.3,235.99,235.21,234.25,233.5,232.79,232.91,233.06,233.16,233.21,233.56,232.95,3,32,54
1493,124200.0,156.2,1.0,30.398801,59.844981,9.38,42.0,335798.6,223.96,221.56,219.04,217.19,216.5,214.39,213.98,213.87,213.58,213.02,212.09,210.71,209.86,208.33,206.62,205.03,1,9,42
1494,287540.0,156.5,1.0,30.296473,59.918647,3.53,55.0,237200.0,159.0,156.89,154.62,153.2,152.54,150.77,150.23,149.89,149.46,148.83,148.11,147.06,146.41,145.24,144.05,142.66,1,27,55
1495,103779.2,156.5,3.0,30.418851,59.970303,10.37,23.0,160000.0,127.98,125.1,122.33,119.69,119.04,116.46,116.43,116.91,117.03,116.75,115.44,113.5,112.3,110.22,107.7,105.95,0,7,34
1496,319489.0,156.5,4.0,30.296653,59.918404,3.51,54.0,237200.0,198.54,195.67,192.97,190.2,189.61,187.01,187.12,187.78,188.03,187.87,186.49,184.48,183.22,181.07,178.39,176.68,1,27,55
1497,223500.0,156.6,16.0,30.409338,60.006125,9.93,33.0,268320.0,107.57,108.44,109.68,109.83,110.33,111.08,111.82,112.63,113.33,114.04,114.16,114.37,114.5,114.83,114.96,115.85,0,6,32
1498,178344.0,157.0,4.0,30.345854,59.917209,2.28,74.0,188800.0,260.22,260.6,260.5,261.51,261.25,261.55,260.75,259.65,258.84,258.18,258.6,259.18,259.55,260.04,260.93,260.64,3,32,55
1499,239699.2,157.0,5.0,30.263568,60.004307,7.83,112.0,370000.0,283.15,285.91,288.42,291.24,291.74,294.25,293.96,293.06,292.62,292.59,293.97,296.0,297.27,299.41,302.17,303.67,1,10,40
1500,315287.0,157.0,5.0,30.369551,59.931693,4.71,58.0,237350.0,66.32,63.61,61.16,58.35,57.88,55.41,55.74,56.67,57.15,57.22,55.85,53.84,52.58,50.46,47.72,46.27,1,21,53
1501,189809.0,157.0,19.0,30.236304,60.034915,11.13,83.0,216650.0,75.91,73.06,70.4,67.61,67.04,64.45,64.62,65.37,65.69,65.61,64.22,62.18,60.9,58.73,56.0,54.34,0,6,22
1502,174937.0,157.2,3.0,30.361889,59.900006,4.29,31.0,452090.0,45.15,42.62,40.05,38.19,37.5,35.47,35.01,34.86,34.57,34.01,33.08,31.76,30.99,29.67,28.43,27.08,1,29,55
1503,266961.0,157.5,21.0,30.313811,59.966457,2.18,83.0,173250.0,232.0,234.8,237.56,239.99,240.67,243.15,243.33,243.05,243.08,243.47,244.68,246.47,247.57,249.49,251.75,253.48,2,30,55
1504,139594.0,157.6,2.0,30.345432,59.973577,2.84,58.0,250550.0,174.42,176.66,179.04,180.64,181.32,183.23,183.72,183.97,184.35,184.95,185.76,186.95,187.68,189.0,190.4,191.88,2,29,53
1505,234623.0,157.7,11.0,30.26938,59.850595,7.64,27.0,325200.0,280.7,282.88,284.65,287.14,287.37,289.3,288.7,287.54,286.84,286.49,287.66,289.35,290.41,292.13,294.48,295.33,1,7,38
1506,224616.6,157.8,4.0,30.308969,60.000906,3.89,67.0,370000.0,147.89,145.04,142.26,139.72,139.05,136.51,136.41,136.78,136.82,136.49,135.23,133.36,132.2,130.19,127.79,126.04,0,24,53
