,price_per_square,squares,max_floor,latitude,longitude,Nevskii prospekt,parkings_1km,rent_per_m,population
1522,156863.0,153.0,1.0,30.289188,60.003637,5.42,70.0,195400.0,200654
1523,248367.0,153.0,5.0,30.306247,59.929037,2.36,40.0,326088.6,200654
1528,215405.0,153.2,18.0,30.159633,59.865325,18.88,86.0,275850.0,200654
1530,377114.0,153.8,1.0,30.362374,59.937121,3.9,32.0,232400.0,200654
1532,250000.0,154.5,12.0,30.205959,60.029508,14.14,28.0,319900.0,200654
1533,173549.0,155.0,25.0,30.382658,59.803671,9.43,14.0,161650.0,200654
1534,251613.0,155.0,26.0,30.380852,59.924001,5.99,65.0,161650.0,200654
1535,261430.0,155.3,3.0,30.328489,59.999597,3.31,77.0,319998.6,200654
1536,225371.0,155.3,17.0,30.311143,60.014832,4.41,53.0,233850.0,200654
1541,124200.0,156.2,1.0,30.398801,59.844981,9.38,42.0,339600.0,200654
1542,287540.0,156.5,1.0,30.296473,59.918647,3.53,55.0,339600.0,200654
1544,319489.0,156.5,4.0,30.296653,59.918404,3.51,54.0,405998.6,200654
1545,223500.0,156.6,16.0,30.409338,60.006125,9.93,33.0,201200.0,200654
1546,178344.0,157.0,4.0,30.345854,59.917209,2.28,74.0,325998.6,200654
1548,315287.0,157.0,5.0,30.369551,59.931693,4.71,58.0,325998.6,200654
1549,189809.0,157.0,19.0,30.236304,60.034915,11.13,83.0,197970.0,200654
1550,174937.0,157.2,3.0,30.361889,59.900006,4.29,31.0,405998.6,200654
1552,139594.0,157.6,2.0,30.345432,59.973577,2.84,58.0,360000.0,200654
1553,234623.0,157.7,11.0,30.26938,59.850595,7.64,27.0,212350.0,200654
1556,72464.0,158.7,1.0,30.284526,59.920082,4.81,50.0,360000.0,200654
1558,149057.0,159.0,15.0,30.359041,59.808794,7.59,19.0,212350.0,200654
1560,120000.0,159.2,1.0,30.418779,59.87924,10.65,21.0,381760.0,200654
1562,292241.0,159.8,25.0,30.330511,60.028928,4.85,65.0,231958.0,200654
1567,168750.0,160.0,20.0,30.433565,59.935205,11.82,38.0,232958.0,200654
1569,168225.0,160.5,12.0,30.433565,59.935205,11.82,38.0,214950.0,200654
1570,168225.0,160.5,13.0,30.433565,59.935205,11.82,38.0,214950.0,200654
1574,206312.0,162.0,4.0,30.368985,59.751533,10.88,72.0,281860.0,200654
1575,237038.0,162.0,5.0,30.306553,59.970736,2.91,58.0,312896.8,200654
1577,115433.0,162.0,6.0,30.456149,59.865862,14.88,24.0,312896.8,200654
1580,205172.0,162.9,4.0,30.368985,59.751533,10.88,72.0,281860.0,200654
1581,293399.0,163.6,12.0,30.327582,60.033499,5.06,97.0,266950.0,200654
1582,231708.0,164.0,1.0,30.41126,59.928217,9.35,42.0,265000.0,200654
1585,134147.0,164.0,5.0,30.442773,59.885616,13.15,17.0,272100.0,200654
1587,407295.0,164.5,19.0,30.203112,59.930791,13.81,20.0,228308.0,200654
1588,151516.0,165.0,4.0,30.314521,59.914434,1.78,57.0,271600.0,200654
1591,333313.0,165.1,1.0,30.245728,59.962048,9.16,41.0,207800.0,200654
1592,250000.0,165.45,10.0,30.341533,59.966953,2.29,56.0,318800.0,200654
1593,362319.0,165.6,11.0,30.329451,59.985462,2.6,84.0,318800.0,200654
1595,57126.0,166.3,1.0,30.22883,59.960179,11.01,75.0,184800.0,200654
1597,188364.0,167.0,13.0,30.194928,60.03625,15.38,5.0,257400.0,200654
1598,260327.0,167.0,13.0,30.379523,60.017063,7.29,42.0,257400.0,200654
1600,200000.0,168.0,1.0,30.345764,59.908561,2.49,76.0,300800.0,200654
1603,245834.0,168.0,17.0,30.481796,60.007636,17.69,32.0,285720.0,200654
1605,301457.0,170.0,1.0,30.245728,59.962048,9.16,41.0,298800.0,200654
1607,327670.0,170.0,3.0,30.245566,59.963066,9.18,40.0,452399.8,200654
1610,352942.0,170.0,5.0,30.361134,59.940785,3.78,27.0,477259.8,200654
1615,305703.0,170.1,14.0,30.31329,59.866468,3.84,84.0,312900.0,200654
1616,260083.0,170.5,5.0,30.318617,59.855927,4.18,57.0,477259.8,200654
1622,172675.0,172.0,1.0,30.330996,59.957079,1.19,24.0,373952.0,200654
1623,393024.0,172.0,5.0,30.340563,59.925628,1.56,70.0,477259.8,200654
1625,114886.0,174.0,4.0,30.288838,59.985034,4.93,48.0,367212.0,200654
1628,171429.0,175.0,10.0,30.469974,59.911101,15.93,35.0,316476.0,200654
1632,293953.0,178.6,1.0,30.289467,59.95584,4.32,74.0,274000.0,200654
1633,111174.0,179.0,1.0,30.343132,60.036488,5.57,59.0,274000.0,200654
1636,135000.0,179.0,27.0,30.317961,60.069598,6.93,47.0,417427.4,200654
1637,267858.0,179.2,5.0,30.373612,59.936589,5.15,42.0,310423.0,200654
1640,288889.0,180.0,2.0,30.257136,60.028474,8.98,70.0,274000.0,200654
1641,361112.0,180.0,2.0,30.371384,59.936178,4.9,51.0,274000.0,200654
1650,301457.0,180.5,1.0,30.245728,59.962048,9.16,41.0,274000.0,200654
1651,209940.0,181.0,4.0,30.297372,59.919491,3.42,55.0,300423.0,200654
1653,212556.0,181.6,16.0,30.273171,59.963539,6.17,37.0,375895.4,200654
1655,164377.0,181.9,5.0,30.349348,59.924488,2.52,46.0,334423.0,200654
1656,247253.0,182.0,9.0,30.173844,59.82921,17.67,38.0,481675.0,200654
1660,179311.0,182.7,3.0,30.333466,60.039436,5.44,79.0,250424.0,200654
1661,245902.0,183.0,1.0,30.31108,59.870849,3.74,77.0,274000.0,200654
1664,220000.0,183.9,5.0,30.387724,60.026051,8.34,50.0,456275.0,200654
1665,173630.0,184.3,12.0,30.49413,59.896973,18.69,27.0,396095.4,200654
1666,206349.0,185.0,4.0,30.368985,59.751533,10.88,72.0,367250.0,200654
1667,432433.0,185.0,6.0,30.315913,59.851562,4.46,66.0,475475.0,200654
1669,205759.0,185.53,4.0,30.368985,59.751533,10.88,72.0,387250.0,200654
1672,129033.0,186.0,5.0,30.304424,59.919982,2.66,66.0,386600.0,200654
1675,276882.0,186.0,17.0,30.173755,59.832593,17.64,47.0,368995.4,200654
1676,166000.0,186.3,14.0,30.362015,59.807106,7.84,23.0,319995.4,200654
1678,402577.0,186.3,22.0,30.313955,59.851598,4.52,76.0,470095.4,200654
1679,402577.0,186.3,26.0,30.310523,59.874359,3.61,66.0,470095.4,200654
1680,213904.0,187.0,4.0,30.322255,60.014652,4.1,70.0,377250.0,200654
1681,298667.0,187.5,1.0,30.362949,59.931824,3.97,40.0,249250.0,200654
1682,285000.0,187.5,5.0,30.271976,59.884668,6.63,23.0,376600.0,200654
1683,159947.0,187.5,23.0,30.312113,60.053813,6.24,76.0,470095.4,200654
1685,263719.0,187.7,6.0,30.277789,59.905073,5.7,41.0,376600.0,200654
1686,204997.0,187.92,5.0,30.387724,60.026051,8.34,50.0,376600.0,200654
1688,200000.0,188.3,6.0,30.369012,59.929853,4.65,53.0,376600.0,200654
1689,240869.0,188.9,24.0,30.459545,59.897063,14.87,40.0,462400.0,200654
1695,184211.0,190.0,6.0,30.262346,59.872511,7.83,24.0,348320.0,200654
1700,135000.0,191.8,6.0,30.464324,59.962093,15.32,28.0,335280.0,200654
1702,259896.0,192.0,25.0,30.356625,59.839642,6.03,71.0,477864.0,200654
1704,259221.0,192.5,24.0,30.356625,59.839642,6.03,71.0,477864.0,200654
1705,254546.0,192.5,26.0,30.356625,59.839642,6.03,71.0,477864.0,200654
1706,177261.0,193.5,14.0,30.359041,59.808794,7.59,19.0,338900.0,200654
1711,258913.0,195.8,5.0,30.318572,59.856469,4.15,56.0,444630.8,200654
1712,53776.0,196.0,1.0,30.358287,59.810505,7.47,18.0,341500.0,200654
1715,149823.0,196.9,1.0,30.301675,59.959138,3.09,39.0,341500.0,200654
1717,333206.0,197.0,3.0,30.245566,59.963066,9.18,40.0,460784.8,200654
1721,306083.0,197.3,1.0,30.245728,59.962048,9.16,41.0,391500.0,200654
1724,256131.0,199.0,5.0,30.319848,59.855304,4.18,55.0,421284.8,200654
1725,253080.0,199.4,5.0,30.319848,59.855304,4.18,55.0,421284.8,200654
1738,110000.0,200.0,5.0,30.112121,59.846201,24.18,29.0,409986.8,200654
1740,360000.0,200.0,5.0,30.345773,59.924984,2.13,60.0,490186.8,200654
1745,225000.0,200.0,26.0,30.223467,59.940366,11.55,71.0,413132.0,200654
