,squares,full_price,price_per_square,free,max_floor,latitude,longitude
846,273.1,55000000.0,201392.0,0,5.0,30.252312,59.940389
847,250.0,89990000.0,359960.0,0,4.0,30.312814,59.934429
848,200.0,72000000.0,360000.0,0,5.0,30.345773,59.924984
849,209.7,74737000.0,356400.0,0,5.0,30.319803,59.857143
850,215.37,43183500.0,200509.0,0,4.0,30.368985,59.751533
851,197.7,70460000.0,356399.0,0,7.0,30.319803,59.857143
852,69.6,7500000.0,107759.0,0,4.0,30.318572,59.915183
853,113.4,32500000.0,286597.0,0,2.0,30.382685,59.851973
854,156.5,50000000.0,319489.0,0,4.0,30.296653,59.918404
855,299.0,115000000.0,384616.0,0,8.0,30.329954,59.965831
856,214.8,47256000.0,220000.0,0,2.0,30.358179,60.04335
857,82.3,35000000.0,425274.0,0,25.0,30.426684,59.902826
858,151.4,23500000.0,155218.0,0,4.0,30.307675,59.922088
859,201.3,54351000.0,270000.0,0,4.0,30.267494,59.962724
860,227.8,37900000.0,166375.0,0,5.0,30.362284,60.043413
861,187.7,49500000.0,263719.0,0,6.0,30.277789,59.905073
862,120.2,21900000.0,182197.0,0,5.0,30.359104,59.921295
863,34.7,8200000.0,236312.0,0,3.0,30.337787,59.946946
864,150.0,8300000.0,55334.0,0,1.0,30.383466,59.991187
865,186.0,51500000.0,276882.0,1,17.0,30.173755,59.832593
866,190.0,35000000.0,184211.0,0,6.0,30.262346,59.872511
867,110.0,29000000.0,263637.0,0,5.0,30.244138,59.932392
868,100.0,38000000.0,380000.0,0,9.0,30.370782,59.925096
869,208.8,40500000.0,193966.0,0,3.0,30.272758,59.983846
870,76.4,26740000.0,350000.0,0,6.0,30.305546,59.907532
871,162.0,33422399.0,206312.0,0,4.0,30.368985,59.751533
872,185.0,38174400.0,206349.0,0,4.0,30.368985,59.751533
873,50.0,8690000.0,173800.0,1,3.0,30.350588,59.922341
874,180.0,65000000.0,361112.0,1,2.0,30.371384,59.936178
875,63.0,7800000.0,123810.0,0,5.0,30.350444,59.838055
876,89.0,15000000.0,168540.0,0,12.0,30.49413,59.896973
877,85.5,14490000.0,169474.0,0,5.0,30.29739,59.95402
878,151.1,31645000.0,209431.0,0,5.0,30.333556,59.984922
879,90.8,19431383.0,214003.0,0,15.0,30.255618,60.06975
880,66.4,16002534.0,241003.0,0,15.0,30.255618,60.06975
881,132.7,23090597.0,174007.0,0,15.0,30.255618,60.06975
882,90.0,19260181.0,214003.0,0,15.0,30.255618,60.06975
883,36.0,10200000.0,283334.0,1,2.0,30.276163,59.939027
884,181.6,38599999.0,212556.0,0,16.0,30.273171,59.963539
885,81.0,33900000.0,418519.0,0,20.0,30.308223,59.904247
886,265.0,24354538.0,91904.0,0,21.0,29.95356,60.091011
887,45.0,3800000.0,84445.0,0,5.0,30.297156,59.956899
888,274.4,43000000.0,156706.0,1,1.0,30.237427,60.033976
