,squares,full_price,price_per_square,free,max_floor,latitude,longitude
121,110.0,13700000.0,124546.0,0,5.0,30.297974,59.9308
122,250.15,45000000.0,179893.0,0,5.0,30.33149,60.037063
123,79.7,18500000.0,232121.0,0,5.0,30.377268,59.933068
124,39.0,5500000.0,141026.0,0,5.0,30.338254,59.927806
125,182.7,32760000.0,179311.0,0,3.0,30.333466,60.039436
126,110.0,13500000.0,122728.0,0,9.0,30.41153,59.951132
127,99.27,44671500.0,450000.0,0,11.0,30.338083,59.880582
128,56.04,22416000.0,400000.0,0,11.0,30.338083,59.880582
129,84.02,37809000.0,450000.0,0,11.0,30.338083,59.880582
130,70.0,12600000.0,180000.0,0,25.0,30.364045,59.811609
131,46.6,9300000.0,199571.0,0,25.0,30.375507,59.802929
132,53.6,9800000.0,182836.0,0,25.0,30.375507,59.802929
133,98.0,25000000.0,255103.0,0,25.0,30.375507,59.802929
134,226.3,78900000.0,348653.0,0,10.0,30.140167,60.031823
135,142.0,22900000.0,161268.0,0,14.0,30.361844,59.809202
136,41.9,6000000.0,143199.0,0,5.0,30.316326,59.909779
137,111.9,19999000.0,178723.0,0,5.0,30.314817,59.904189
138,220.2,27999000.0,127153.0,0,5.0,30.314817,59.904189
139,171.9,37500000.0,218151.0,0,3.0,30.369012,59.929853
140,25.4,6000000.0,236221.0,0,5.0,30.297156,59.956899
141,24.0,7200000.0,300000.0,0,7.0,30.319848,59.855304
142,55.0,3250000.0,59091.0,0,4.0,30.360766,59.920086
143,122.0,4900000.0,40164.0,0,5.0,30.342692,59.91692
144,82.1,17950000.0,218636.0,0,5.0,30.351684,59.924167
145,201.0,37000000.0,184080.0,0,4.0,30.307765,59.923225
146,76.5,14900000.0,194772.0,0,16.0,30.51878,59.831282
147,55.0,2890000.0,52546.0,0,1.0,30.356346,59.940875
148,29.0,2890000.0,99656.0,0,5.0,30.388748,59.945855
149,70.3,20200000.0,287340.0,1,14.0,30.334957,60.035535
150,186.3,30925800.0,166000.0,0,14.0,30.362015,59.807106
151,219.3,36403800.0,166000.0,0,14.0,30.362015,59.807106
152,93.3,16327500.0,175000.0,0,14.0,30.362015,59.807106
153,20.6,2450000.0,118933.0,0,9.0,30.367467,60.051167
154,35.5,9500000.0,267606.0,0,5.0,30.323279,59.913447
155,158.7,11500000.0,72464.0,0,5.0,30.284526,59.920082
156,60.0,10790000.0,179834.0,0,5.0,30.344336,60.072094
157,156.5,45000000.0,287540.0,0,1.0,30.296473,59.918647
158,97.1,29900000.0,307930.0,0,5.0,30.405727,60.032919
159,62.8,13838000.0,220351.0,0,23.0,30.319785,60.077463
160,153.8,58000000.0,377114.0,0,1.0,30.362374,59.937121
161,76.8,29500000.0,384115.0,0,4.0,30.306912,59.924555
162,26.0,5750000.0,221154.0,0,14.0,30.333619,59.982059
163,121.0,45126007.0,372943.0,0,3.0,30.245566,59.963066
164,65.0,9950000.0,153077.0,0,7.0,30.283187,59.983265
165,64.2,15500000.0,241434.0,0,9.0,30.233529,59.949956
166,89.9,13990000.0,155618.0,0,5.0,30.21664,59.958814
167,70.0,8990000.0,128429.0,0,5.0,30.222183,59.958386
168,48.7,11500000.0,236140.0,0,7.0,30.446474,59.873266
169,170.0,60000000.0,352942.0,0,5.0,30.361134,59.940785
170,146.0,43500000.0,297946.0,0,14.0,30.41594,59.847268
171,250.0,70000000.0,280000.0,0,5.0,30.383781,59.925159
172,72.0,24114800.0,334928.0,0,25.0,30.220988,59.861503
173,73.0,15802500.0,216473.0,0,25.0,30.449376,60.002517
174,82.0,20900000.0,254879.0,0,25.0,30.225039,60.035495
175,87.0,19379750.0,222756.0,0,13.0,30.336987,60.029162
176,89.0,25548639.0,287064.0,0,16.0,30.258906,60.070796
177,117.0,30282280.0,258823.0,0,16.0,30.258906,60.070796
178,128.0,51777209.0,404510.0,0,10.0,30.370387,59.940776
179,137.0,32242000.0,235344.0,0,16.0,30.334391,59.987753
180,102.0,29155500.0,285839.0,0,26.0,30.451577,59.899004
181,218.0,62130000.0,285000.0,0,2.0,30.305636,59.904712
182,145.0,48199999.0,332414.0,0,5.0,30.322066,59.926805
183,132.0,43799999.0,331819.0,0,5.0,30.322066,59.926805
184,23.68,7200000.0,304055.0,0,12.0,30.312446,59.902154
185,47.0,14000000.0,297873.0,0,12.0,30.312446,59.902154
186,83.0,25500000.0,307229.0,0,5.0,30.437455,59.880356
187,62.0,10290000.0,165968.0,0,5.0,30.344336,60.072094
188,218.0,62130000.0,285000.0,1,1.0,30.302348,59.90612
189,157.2,27500000.0,174937.0,0,3.0,30.361889,59.900006
190,261.1,45000000.0,172348.0,0,7.0,30.33591,59.874697
191,32.8,5200000.0,158537.0,0,18.0,30.331535,60.017292
192,40.9,15900000.0,388754.0,0,5.0,30.509186,59.831548
193,87.7,25000000.0,285063.0,0,5.0,30.373612,59.936589
194,70.8,15600000.0,220339.0,0,13.0,30.41594,59.847268
195,278.0,38920000.0,140000.0,0,27.0,30.317961,60.069598
196,50.0,19000000.0,380000.0,0,8.0,30.392297,59.942268
197,120.0,13500000.0,112500.0,0,5.0,30.297974,59.9308
198,92.88,31579200.0,340000.0,0,11.0,30.378714,60.018349
199,97.62,33190800.0,340000.0,0,13.0,30.378714,60.018349
200,77.3,26282000.0,340000.0,0,13.0,30.378714,60.018349
201,77.92,26492800.0,340000.0,0,11.0,30.378714,60.018349
202,112.0,35000000.0,312500.0,0,4.0,30.314161,59.935858
203,135.0,11990000.0,88815.0,0,5.0,30.21664,59.958814
204,148.8,44640000.0,300000.0,0,11.0,30.331741,59.977012
205,62.0,11000000.0,177420.0,1,4.0,30.443096,59.885002
206,77.0,15400000.0,200000.0,0,25.0,30.474367,60.018102
207,98.0,35900000.0,366327.0,0,8.0,30.317844,59.907338
208,145.3,50855000.0,350000.0,0,21.0,30.306849,59.998058
209,109.33,24667581.0,225625.0,0,1.0,30.288496,59.911759
210,88.35,26480704.0,299726.0,0,1.0,30.35128,59.967502
211,84.01,25674716.0,305615.0,0,1.0,30.35128,59.967502
212,70.75,22899299.0,323666.0,0,1.0,30.35128,59.967502
213,71.45,23125864.0,323665.0,0,1.0,30.35128,59.967502
214,68.7,22235786.0,323666.0,0,1.0,30.35128,59.967502
215,63.54,20945961.0,329650.0,0,1.0,30.35128,59.967502
216,76.13,24177746.0,317585.0,0,1.0,30.35128,59.967502
217,124.7,45967181.0,368623.0,0,1.0,30.310128,59.987226
218,139.8,51533376.0,368623.0,0,1.0,30.310128,59.987226
219,127.6,45563945.0,357085.0,0,1.0,30.310128,59.987226
220,108.1,37980668.0,351348.0,0,1.0,30.310128,59.987226
221,128.1,38616523.0,301457.0,0,1.0,30.245728,59.962048
222,130.4,39309869.0,301457.0,0,1.0,30.245728,59.962048
223,165.1,55029968.0,333313.0,0,1.0,30.245728,59.962048
224,83.8,27896589.0,332895.0,0,1.0,30.245728,59.962048
225,82.1,27330669.0,332895.0,0,1.0,30.245728,59.962048
226,180.5,54412829.0,301457.0,0,1.0,30.245728,59.962048
227,170.0,51247541.0,301457.0,0,1.0,30.245728,59.962048
228,111.0,37559619.0,338375.0,0,1.0,30.245728,59.962048
229,197.3,60390166.0,306083.0,0,1.0,30.245728,59.962048
230,112.4,36241252.0,322432.0,0,1.0,30.245728,59.962048
231,76.7,25533034.0,332895.0,0,1.0,30.245728,59.962048
232,70.2,17800000.0,253562.0,0,28.0,30.312392,60.06927
233,37.0,7600000.0,205406.0,1,10.0,30.372291,59.831173
234,98.4,29700000.0,301830.0,1,5.0,30.318985,59.906504
235,45.1,7500000.0,166298.0,0,16.0,30.238577,60.010789
236,180.0,52000000.0,288889.0,0,2.0,30.257136,60.028474
237,244.0,36000000.0,147541.0,0,5.0,30.27663,59.959859
238,162.0,18700000.0,115433.0,0,6.0,30.456149,59.865862
239,76.0,16786000.0,220869.0,0,24.0,30.511773,59.866274
240,79.0,16515199.0,209054.0,0,24.0,30.511773,59.866274
241,51.0,10795970.0,211686.0,0,18.0,30.431364,59.900962
242,62.4,26880000.0,430770.0,0,5.0,30.30172,59.990165
243,50.2,3000000.0,59761.0,0,5.0,30.348675,59.91129
244,188.3,37660000.0,200000.0,0,6.0,30.369012,59.929853
245,32.7,7200000.0,220184.0,0,5.0,30.345854,59.917209
246,52.1,12300000.0,236085.0,0,6.0,30.350857,59.9358
247,65.0,14500000.0,223077.0,0,5.0,30.354559,59.943791
248,160.5,27000000.0,168225.0,0,12.0,30.433565,59.935205
249,49.0,22000000.0,448980.0,0,6.0,30.327223,59.876237
250,36.0,9990000.0,277500.0,0,2.0,30.276163,59.939027
251,111.8,24900000.0,222720.0,0,6.0,30.289224,59.922914
252,28.96,10164960.0,351000.0,0,5.0,30.308322,59.754121
253,76.8,29500000.0,384115.0,0,5.0,30.306912,59.924555
254,79.0,17800000.0,225317.0,0,2.0,30.379568,59.707956
255,71.7,18878610.0,263300.0,0,5.0,30.37654,59.925128
256,24.6,6700000.0,272358.0,0,16.0,30.312446,59.905998
257,67.0,13800000.0,205971.0,0,25.0,30.374088,59.807138
258,50.4,6914880.0,137200.0,0,5.0,30.359356,59.921692
259,61.0,15800000.0,259017.0,0,1.0,30.217601,59.835134
260,186.3,75000000.0,402577.0,0,26.0,30.310523,59.874359
261,155.0,39000000.0,251613.0,0,26.0,30.380852,59.924001
262,60.77,19446000.0,319994.0,0,14.0,30.417396,59.936206
263,203.3,71155000.0,350000.0,0,7.0,30.320018,59.911141
264,244.0,87000000.0,356558.0,0,7.0,30.27212,59.936566
265,186.0,24000000.0,129033.0,0,5.0,30.304424,59.919982
266,181.9,29900000.0,164377.0,0,5.0,30.349348,59.924488
267,274.4,20900000.0,76167.0,0,5.0,30.315069,59.861363
268,80.0,11490000.0,143625.0,0,4.0,30.298665,59.923581
269,152.3,11500000.0,75509.0,0,7.0,30.413299,59.958809
270,71.07,17500000.0,246237.0,0,8.0,30.25304,59.908868
271,215.35,43183800.0,200529.0,0,4.0,30.368985,59.751533
272,111.0,15700000.0,141442.0,0,20.0,30.317961,60.069598
273,73.7,20000000.0,271371.0,0,5.0,30.323306,59.964205
274,129.2,23000000.0,178019.0,0,5.0,30.341578,59.923369
275,72.0,24400000.0,338889.0,0,4.0,30.313128,59.93594
276,72.0,18540000.0,257500.0,0,24.0,30.28149,60.059418
277,272.6,46350000.0,170030.0,0,5.0,30.405789,59.924258
278,20.0,5350000.0,267500.0,0,5.0,30.321033,59.94179
279,76.78,24539999.0,319615.0,0,20.0,30.434311,59.931134
280,55.4,24000000.0,433213.0,0,5.0,30.330232,59.854567
281,130.4,10800000.0,82823.0,0,5.0,30.48715,59.964341
282,69.7,16400000.0,235295.0,0,11.0,30.249204,59.937639
283,71.2,26500000.0,372192.0,0,5.0,30.27875,59.917745
284,112.0,35000000.0,312500.0,0,5.0,30.314161,59.935858
285,110.96,42164800.0,380000.0,0,10.0,30.341533,59.966953
286,79.75,25918750.0,325000.0,0,10.0,30.341533,59.966953
287,165.45,41362500.0,250000.0,0,10.0,30.341533,59.966953
288,83.0,24900000.0,300000.0,0,10.0,30.341533,59.966953
289,89.0,24990000.0,280787.0,0,7.0,30.437913,59.867692
290,202.0,32950000.0,163119.0,0,1.0,30.377618,59.802418
291,102.0,30449823.0,298528.0,0,10.0,30.288416,59.911538
292,33.0,9700000.0,293940.0,0,5.0,30.297237,59.966493
293,62.98,26451600.0,420000.0,0,9.0,30.307568,59.985804
294,166.3,9500000.0,57126.0,0,5.0,30.22883,59.960179
295,260.0,74000000.0,284616.0,0,1.0,30.475463,59.948839
296,234.1,81935000.0,350000.0,0,8.0,30.333816,59.918467
297,30.0,8500000.0,283334.0,0,1.0,30.246536,59.930264
298,53.1,18500000.0,348400.0,0,5.0,30.2973,59.952331
299,153.0,24000000.0,156863.0,0,5.0,30.289188,60.003637
300,81.1,26000000.0,320592.0,0,9.0,30.096589,59.84277
301,104.0,11490000.0,110481.0,0,5.0,30.326441,60.002279
302,157.7,37000000.0,234623.0,0,11.0,30.26938,59.850595
303,115.5,27627600.0,239200.0,0,14.0,30.407442,59.984908
304,111.9,20000000.0,178732.0,0,5.0,30.281606,59.918733
305,42.4,16500000.0,389151.0,0,5.0,30.33087,59.843693
306,215.0,43183800.0,200855.0,0,4.0,30.368985,59.751533
307,70.0,17000000.0,242858.0,1,5.0,30.323324,59.878762
308,62.1,23499000.0,378406.0,0,5.0,30.381742,59.872471
309,141.0,30000000.0,212766.0,1,26.0,30.153722,59.853442
310,112.0,34000000.0,303572.0,1,26.0,30.236304,60.034915
311,43.0,9300000.0,216280.0,0,5.0,30.304792,59.954628
312,98.3,7300000.0,74263.0,0,5.0,30.359356,59.957796
313,42.12,8700000.0,206553.0,0,28.0,30.372291,59.831173
314,38.0,7999000.0,210500.0,0,5.0,30.406849,59.927644
315,47.65,8100500.0,170000.0,0,2.0,30.082621,59.724677
316,138.0,13490000.0,97754.0,0,5.0,30.361503,59.946211
317,245.0,29990000.0,122409.0,0,4.0,29.795016,59.986439
318,59.0,15450000.0,261865.0,0,27.0,30.340985,60.075016
319,164.0,38000000.0,231708.0,0,5.0,30.41126,59.928217
320,152.0,40000000.0,263158.0,0,1.0,30.303399,59.9201
321,90.2,28000000.0,310422.0,0,20.0,30.22804,60.03327
322,55.7,15000000.0,269300.0,0,3.0,30.279935,59.942376
323,230.7,10990000.0,47638.0,0,7.0,30.373666,59.930534
324,205.3,31299000.0,152455.0,0,1.0,30.362383,59.978525
325,68.8,12000000.0,174419.0,0,2.0,30.317961,60.069598
326,73.0,21500000.0,294521.0,0,5.0,30.344408,59.926715
327,150.6,52168000.0,346402.0,0,3.0,30.316165,59.92832
328,150.6,42168000.0,280000.0,0,3.0,30.316165,59.92832
329,76.0,29500000.0,388158.0,0,4.0,30.294955,59.922787
330,243.2,43780000.0,180017.0,0,16.0,30.483889,59.914434
331,110.0,18800000.0,170910.0,0,4.0,30.323504,59.917042
332,146.0,11700000.0,80137.0,0,4.0,30.005958,60.05415
333,242.8,29985800.0,123500.0,0,4.0,29.794297,59.986713
334,243.5,30072250.0,123500.0,0,4.0,29.794297,59.986713
335,115.63,21854070.0,189000.0,0,5.0,30.308322,59.754121
336,26.08,7041600.0,270000.0,0,5.0,30.308322,59.754121
337,96.57,19120860.0,198000.0,0,5.0,30.308322,59.754121
338,128.32,28872000.0,225000.0,0,5.0,30.308322,59.754121
339,40.67,17081400.0,420000.0,0,10.0,30.429685,59.881358
340,57.1,22840000.0,400000.0,0,10.0,30.429685,59.881358
341,136.1,57162000.0,420000.0,0,7.0,30.325013,59.858073
342,80.5,21990000.0,273168.0,0,12.0,30.322264,59.981276
343,227.4,37000000.0,162709.0,0,4.0,30.307765,59.923225
344,128.6,47590000.0,370063.0,0,6.0,30.30552,59.906639
345,128.7,43760000.0,340016.0,0,6.0,30.30552,59.906639
346,123.69,37117000.0,300081.0,0,25.0,30.300489,59.999093
347,112.32,32582800.0,290090.0,0,17.0,30.303211,59.999147
348,159.8,46700000.0,292241.0,0,25.0,30.330511,60.028928
349,137.0,23000000.0,167884.0,0,5.0,30.349959,59.929182
350,129.0,29900000.0,231783.0,0,13.0,30.41594,59.847268
351,40.5,11500000.0,283951.0,1,5.0,30.359912,59.938928
352,37.1,11399000.0,307251.0,0,14.0,30.316183,59.857003
353,125.4,36993000.0,295000.0,0,18.0,30.443869,59.900128
354,101.33,38505400.0,380000.0,0,10.0,30.341533,59.966953
355,111.32,31169600.0,280000.0,0,10.0,30.341533,59.966953
356,92.1,36840000.0,400000.0,0,11.0,30.338083,59.880582
357,51.3,20520000.0,400000.0,0,11.0,30.338083,59.880582
358,91.8,41310000.0,450000.0,0,11.0,30.338083,59.880582
359,75.4,33930000.0,450000.0,0,11.0,30.338083,59.880582
360,57.6,20160000.0,350000.0,0,11.0,30.338083,59.880582
361,99.8,44910000.0,450000.0,0,11.0,30.338083,59.880582
362,103.4,46530000.0,450000.0,0,11.0,30.338083,59.880582
363,151.93,47098300.0,310000.0,0,9.0,30.307568,59.985804
364,121.5,41698800.0,343200.0,0,9.0,30.307568,59.985804
365,105.58,38536700.0,365000.0,0,10.0,30.308116,59.986506
366,199.59,58180485.0,291500.0,0,9.0,30.307568,59.985804
367,98.76,34220340.0,346500.0,0,9.0,30.307568,59.985804
368,137.87,49633200.0,360000.0,0,9.0,30.307568,59.985804
369,90.17,31243905.0,346500.0,0,9.0,30.307568,59.985804
370,102.71,39029800.0,380000.0,0,9.0,30.264862,59.93502
371,103.11,40212900.0,390000.0,0,9.0,30.264862,59.93502
372,165.0,25000000.0,151516.0,0,4.0,30.314521,59.914434
373,115.0,27000000.0,234783.0,0,14.0,30.41594,59.847268
374,149.9,23966400.0,159883.0,0,2.0,30.082621,59.724677
375,61.0,9500000.0,155738.0,0,5.0,30.317521,59.859985
376,97.5,16575000.0,170000.0,0,2.0,30.082621,59.724677
377,200.0,22000000.0,110000.0,0,5.0,30.112121,59.846201
378,116.0,35900000.0,309483.0,0,5.0,30.300956,59.956674
379,187.5,53437500.0,285000.0,0,5.0,30.271976,59.884668
380,112.6,29000000.0,257549.0,1,14.0,30.317521,59.855398
381,110.0,26850000.0,244091.0,0,13.0,30.2026,60.030245
382,53.0,19000000.0,358491.0,0,13.0,30.2026,60.030245
383,42.06,15503316.0,368600.0,0,10.0,30.318985,59.906504
384,164.0,22000000.0,134147.0,0,5.0,30.442773,59.885616
385,289.3,37500000.0,129624.0,0,6.0,30.352016,59.942381
386,184.3,32000000.0,173630.0,0,12.0,30.49413,59.896973
387,136.46,39583400.0,290074.0,0,17.0,30.303211,59.999147
388,98.0,20000000.0,204082.0,0,12.0,30.286565,60.020381
389,157.0,49500000.0,315287.0,0,5.0,30.369551,59.931693
390,157.6,22000000.0,139594.0,0,2.0,30.345432,59.973577
391,127.1,27499999.0,216366.0,0,18.0,30.365814,59.988185
392,192.5,49900000.0,259221.0,0,24.0,30.356625,59.839642
393,37.1,6900000.0,185984.0,0,5.0,30.375651,59.860486
394,88.1,28456300.0,323000.0,0,10.0,30.432721,59.883137
395,105.4,21290800.0,202000.0,0,25.0,30.479038,60.008378
396,90.2,19032200.0,211000.0,0,25.0,30.479038,60.008378
397,72.5,15442500.0,213000.0,0,25.0,30.479038,60.008378
398,89.1,26224000.0,294321.0,0,23.0,30.443869,59.900128
399,200.0,45000000.0,225000.0,1,7.0,30.327555,59.972811
400,160.5,27000000.0,168225.0,0,13.0,30.433565,59.935205
401,179.0,19900000.0,111174.0,0,5.0,30.343132,60.036488
402,55.5,20000000.0,360361.0,0,1.0,30.318725,59.885936
403,59.4,16700000.0,281145.0,0,5.0,30.330403,59.957043
404,69.0,22990000.0,333189.0,0,5.0,30.420351,59.895678
405,43.4,17700000.0,407835.0,0,11.0,30.338991,59.876928
406,143.63,35999305.0,250640.0,0,18.0,30.303382,59.997644
407,136.46,33645890.0,246563.0,0,18.0,30.303382,59.997644
408,121.0,42000000.0,347108.0,0,26.0,30.340985,60.075016
409,67.0,24000000.0,358209.0,0,26.0,30.340985,60.075016
410,90.7,28570500.0,315000.0,0,1.0,30.320899,59.902298
411,98.1,18300000.0,186545.0,0,23.0,30.447813,59.95593
412,168.0,33600000.0,200000.0,0,1.0,30.345764,59.908561
413,86.6,24000000.0,277137.0,1,9.0,30.248189,59.936846
414,187.0,40000000.0,213904.0,0,4.0,30.322255,60.014652
415,265.0,38000000.0,143397.0,0,10.0,30.258484,59.93043
416,80.6,25100000.0,311415.0,0,15.0,30.201737,59.929804
417,242.1,29000000.0,119786.0,0,10.0,30.334391,59.987753
418,100.0,17990000.0,179900.0,0,8.0,30.304379,59.919107
419,119.59,39474700.0,330084.0,0,17.0,30.303211,59.999147
420,101.72,33577600.0,330099.0,0,17.0,30.303211,59.999147
421,134.0,24670000.0,184105.0,0,12.0,30.30755,59.897952
