,latitude,longitude
299,30.354559,59.943791
300,30.433565,59.935205
301,30.327223,59.876237
302,30.276163,59.939027
303,30.289224,59.922914
304,30.308322,59.754121
305,30.362015,59.807106
306,30.260397,59.942755
307,30.306912,59.924555
308,30.379568,59.707956
309,30.37654,59.925128
310,30.345459,60.010483
311,30.312446,59.905998
312,30.374088,59.807138
313,30.359356,59.921692
314,30.217601,59.835134
315,30.249204,59.937639
316,30.482389,59.885973
317,30.310523,59.874359
318,30.380852,59.924001
319,30.417396,59.936206
320,30.305798,59.965566
321,30.320018,59.911141
322,30.27212,59.936566
323,30.304424,59.919982
324,30.349348,59.924488
325,30.267494,59.962724
326,30.315069,59.861363
327,30.298665,59.923581
328,30.413299,59.958809
329,30.25304,59.908868
330,30.368985,59.751533
331,30.317961,60.069598
332,30.323306,59.964205
333,30.328696,59.922449
334,30.341578,59.923369
335,30.313128,59.93594
336,30.28149,60.059418
337,30.405789,59.924258
338,30.321033,59.94179
339,30.434311,59.931134
340,30.330232,59.854567
341,30.48715,59.964341
342,30.249204,59.937639
343,30.27875,59.917745
344,30.333709,60.005972
345,30.314161,59.935858
346,30.347956,59.938797
347,30.341533,59.966953
348,30.341533,59.966953
349,30.341533,59.966953
350,30.341533,59.966953
351,30.341533,59.966953
352,30.437913,59.867692
353,30.377618,59.802418
354,30.288416,59.911538
355,30.323324,59.939352
356,30.297237,59.966493
357,30.307568,59.985804
358,30.309041,59.928492
359,30.22883,59.960179
360,29.774651,59.915625
361,30.475463,59.948839
362,30.333816,59.918467
363,30.246536,59.930264
364,30.2973,59.952331
365,30.289188,60.003637
366,29.88836,59.88372
367,30.096589,59.84277
368,30.326441,60.002279
369,30.26938,59.850595
370,30.288919,59.921615
371,30.407442,59.984908
372,30.281606,59.918733
373,30.33087,59.843693
374,30.368985,59.751533
375,30.323324,59.878762
376,30.381742,59.872471
377,30.153722,59.853442
378,30.236304,60.034915
379,30.304792,59.954628
380,30.359356,59.957796
381,30.372291,59.831173
382,30.406849,59.927644
383,30.082621,59.724677
384,30.361503,59.946211
385,29.795016,59.986439
386,30.340985,60.075016
387,30.41126,59.928217
388,30.103452,59.836486
389,30.303399,59.9201
390,30.310128,59.987226
391,30.22804,60.03327
392,30.279935,59.942376
393,30.312401,59.906143
394,30.373666,59.930534
395,30.362383,59.978525
396,30.317961,60.069598
397,30.344408,59.926715
398,30.316165,59.92832
399,30.316165,59.92832
400,30.238954,59.946329
401,30.294955,59.922787
402,30.483889,59.914434
403,30.323504,59.917042
404,30.005958,60.05415
405,29.794297,59.986713
406,29.794297,59.986713
407,30.308322,59.754121
408,30.308322,59.754121
409,30.308322,59.754121
410,30.308322,59.754121
411,30.429685,59.881358
412,30.429685,59.881358
413,30.101566,59.837151
414,30.325013,59.858073
415,30.322264,59.981276
416,30.307765,59.923225
417,30.30552,59.906639
418,30.30552,59.906639
419,30.300489,59.999093
420,30.303211,59.999147
421,30.32133,59.912797
422,30.330511,60.028928
423,30.349959,59.929182
424,30.234364,60.070127
425,30.41594,59.847268
426,30.359912,59.938928
427,30.316183,59.857003
428,30.443869,59.900128
429,30.341533,59.966953
430,30.341533,59.966953
431,30.338083,59.880582
432,30.338083,59.880582
433,30.338083,59.880582
434,30.338083,59.880582
435,30.338083,59.880582
436,30.338083,59.880582
437,30.338083,59.880582
438,30.338083,59.880582
439,30.338083,59.880582
440,30.307568,59.985804
441,30.307568,59.985804
442,30.307568,59.985804
443,30.308116,59.986506
444,30.307568,59.985804
445,30.307568,59.985804
446,30.307568,59.985804
447,30.307568,59.985804
448,30.307568,59.985804
449,30.264862,59.93502
450,30.264862,59.93502
451,30.328022,60.005324
452,30.314521,59.914434
453,30.41594,59.847268
454,30.205627,59.986065
455,30.082621,59.724677
456,30.318572,59.856469
457,30.317521,59.859985
458,30.082621,59.724677
459,30.305798,59.965566
460,30.112121,59.846201
461,30.328022,60.005324
462,30.328022,60.005324
463,30.300956,59.956674
464,30.271976,59.884668
465,30.317521,59.855398
466,30.2026,60.030245
467,30.2026,60.030245
468,30.318985,59.906504
469,30.442773,59.885616
470,30.352016,59.942381
471,30.249204,59.937639
472,30.26444,59.942827
473,30.49413,59.896973
474,30.303211,59.999147
475,30.386754,59.97599
476,30.286565,60.020381
477,30.369551,59.931693
478,30.345432,59.973577
479,30.365814,59.988185
480,30.356625,59.839642
481,30.375651,59.860486
482,30.432721,59.883137
483,30.479038,60.008378
484,30.479038,60.008378
485,30.479038,60.008378
486,30.443869,59.900128
487,30.327555,59.972811
488,30.433565,59.935205
489,30.285793,59.965647
490,30.321303,60.017976
491,30.343132,60.036488
492,30.318725,59.885936
493,30.330403,59.957043
494,30.420351,59.895678
495,30.338991,59.876928
496,30.303382,59.997644
497,30.303382,59.997644
498,30.303382,59.997644
499,30.285793,59.965647
500,30.340985,60.075016
501,30.340985,60.075016
502,30.320899,59.902298
503,30.328795,59.955885
504,30.305798,59.965566
505,30.447813,59.95593
506,30.345764,59.908561
507,30.248189,59.936846
508,30.322255,60.014652
509,30.258484,59.93043
510,30.350857,59.939487
511,30.201737,59.929804
512,30.334391,59.987753
513,30.321357,59.973334
514,30.304379,59.919107
515,30.217682,60.027678
516,30.303211,59.999147
517,30.303211,59.999147
518,30.30755,59.897952
519,30.300489,59.999093
520,30.300489,59.999093
521,30.300489,59.999093
522,30.314161,59.935858
523,30.304289,60.000857
524,30.304289,60.000857
525,30.302834,59.9871
526,30.329397,60.075151
527,30.345854,59.917209
528,30.345854,59.917209
529,30.315913,59.851562
530,30.360739,59.946207
531,30.383323,59.869142
532,30.23581,59.982154
533,30.367872,59.810098
534,30.297884,59.915675
535,30.288119,59.984373
536,29.90894,59.879841
537,30.302843,59.997019
538,30.302079,59.997514
539,30.41153,59.951132
540,30.285541,60.01892
541,30.205447,60.002638
542,30.411682,59.9507
543,30.215787,60.003327
544,30.267494,59.962724
545,30.386071,59.86823
546,30.173844,59.82921
547,30.30852,60.060191
548,30.350857,59.9358
549,30.237598,59.930408
550,30.434949,59.960877
551,30.303382,59.997644
552,30.303382,59.997644
553,30.312185,60.056481
554,30.393959,59.832285
555,30.232891,59.952074
556,30.474753,59.873202
557,30.409338,60.006125
558,30.328489,59.999597
559,30.311502,59.899081
560,30.288838,59.985034
561,30.276378,60.057011
562,30.330996,59.957079
563,30.196428,59.938491
564,30.313308,59.967565
565,30.25304,59.908868
566,29.767554,59.915702
567,29.767554,59.915702
568,29.767554,59.915702
569,30.32486,60.053701
570,30.25551,59.937269
571,30.29094,60.01074
572,30.167826,59.830572
573,30.371653,59.812193
574,30.340563,59.925628
575,30.356625,59.839642
576,30.342261,59.925435
577,30.317808,59.930561
578,30.205959,60.029508
579,30.205959,60.029508
580,30.368985,59.751533
581,30.368985,59.751533
582,30.447022,59.899211
583,30.443096,59.885002
584,30.330591,59.923054
585,30.328453,59.999948
586,30.254271,59.89765
587,30.272201,59.959246
588,30.235388,60.069036
589,30.369282,59.806821
590,30.373612,59.936589
591,30.398801,59.844981
592,30.236304,60.034915
593,30.358287,59.810505
594,30.489503,59.906309
595,30.404954,60.032578
596,30.404954,60.032578
597,30.418779,59.87924
598,30.418779,59.87924
599,30.418779,59.87924
600,30.305502,59.929623
601,30.377268,59.933068
602,30.32221,59.916649
603,30.269317,60.052339
604,30.345162,59.748423
605,30.295422,59.999638
606,30.213846,59.95229
607,30.327474,59.914818
608,30.336574,59.988469
609,30.334391,59.987753
610,30.450526,60.002697
611,30.262823,60.110679
612,30.251773,60.029458
613,30.371662,59.93827
614,30.308044,59.938942
615,30.300956,59.956674
616,30.373612,59.936589
617,30.369282,59.806821
618,30.3223,60.029413
619,30.291353,59.961917
620,30.362949,59.931824
621,30.352726,59.931846
622,30.15083,59.793487
623,30.251845,60.015404
624,30.307065,59.919725
625,30.358287,59.810505
626,30.458341,59.909183
627,30.369471,59.932184
628,30.41594,59.847268
629,30.142529,60.028788
630,30.319928,59.866495
631,30.084013,59.724491
632,30.313955,59.851598
633,30.303382,59.997644
634,30.304289,60.000857
635,30.303382,59.997644
636,30.303983,59.99669
637,30.302843,59.997019
638,30.302843,59.997019
639,30.303983,59.99669
640,30.323818,59.940389
641,30.350274,59.916618
642,30.344614,59.85332
643,30.317117,59.924722
644,30.357137,59.918201
645,30.355502,59.936819
646,30.29739,59.95402
647,30.153722,59.853442
648,30.402879,60.006246
649,30.170853,59.864101
650,30.386458,59.874277
651,30.264044,59.949474
652,30.313398,59.887178
653,30.344408,59.926715
654,30.223467,59.940366
655,30.333816,59.918467
656,30.481796,60.007636
657,30.213846,59.95229
658,30.380062,59.941493
659,30.321833,59.943467
660,30.243078,59.976765
661,30.367099,59.900999
662,30.184849,59.942245
663,30.184849,59.942245
664,30.184849,59.942245
665,30.184849,59.942245
666,30.184849,59.942245
667,30.184849,59.942245
668,30.184849,59.942245
669,30.184849,59.942245
670,30.184849,59.942245
671,30.184849,59.942245
672,30.194542,59.942894
673,30.194542,59.942894
674,30.194542,59.942894
675,30.194542,59.942894
676,30.194542,59.942894
677,30.288622,59.903823
678,30.288622,59.903823
679,30.288622,59.903823
680,30.288622,59.903823
681,30.288622,59.903823
682,30.184849,59.942245
683,30.184849,59.942245
684,30.184849,59.942245
685,30.257451,60.039616
686,30.358134,59.932495
687,30.325929,59.93259
688,30.359041,59.808794
689,30.41594,59.847268
690,30.298665,59.923581
691,30.289467,59.95584
692,30.289467,59.95584
693,30.289467,59.95584
694,30.207711,60.030578
695,30.321357,59.973334
696,30.474753,59.873202
697,30.359356,59.921692
698,30.200542,59.852606
699,30.336026,59.873261
700,30.33149,60.037063
701,30.267494,59.962724
702,30.357397,59.838607
703,30.418851,59.970303
704,30.356984,59.949163
705,30.194928,60.03625
706,30.194928,60.03625
707,30.19579,60.036443
708,30.443869,59.900128
709,30.371456,59.922201
710,30.160765,59.861973
711,30.194928,60.03625
712,30.41126,59.928217
713,30.194928,60.03625
714,30.324591,59.918435
715,30.19579,60.036443
716,30.291245,60.05812
717,30.203112,59.930791
718,30.194928,60.03625
719,30.194928,60.03625
720,30.136187,59.848556
721,30.285451,59.898449
722,30.376477,59.856176
723,30.428607,60.033185
724,30.362015,59.807106
725,30.338083,59.880582
726,30.326262,59.985057
727,30.349043,59.91683
728,30.3253,59.91466
729,30.307675,59.922088
730,30.370782,59.925096
731,30.27477,59.909617
732,30.464324,59.962093
733,30.430933,59.925335
734,30.430933,59.925335
735,30.082621,59.724677
736,30.082621,59.724677
737,30.306247,59.929037
738,30.319848,59.855304
739,30.41374,59.721193
740,30.312401,59.906143
741,30.41594,59.847268
742,30.363012,60.044469
743,30.145673,59.861824
744,30.434006,59.934285
745,30.29094,60.01074
746,30.370072,59.806975
747,30.328049,59.99026
748,30.244308,60.072444
749,30.244308,60.072444
750,30.406787,59.956219
751,30.373172,59.935232
752,30.306912,59.924555
753,30.329891,60.006116
754,29.837632,59.883065
755,30.387931,59.946626
756,30.27663,59.959859
757,30.459545,59.897063
758,30.229064,59.936206
759,30.376316,59.924943
760,30.260721,59.946482
761,30.321698,59.929096
762,30.204962,60.033908
763,30.325821,59.925723
764,30.312113,60.053813
765,30.2374,60.06923
766,30.287922,60.019972
767,30.428894,59.716433
768,30.331202,60.052703
769,30.485775,60.003943
770,30.479038,60.008378
771,30.485928,60.005072
772,30.479038,60.008378
773,30.311278,59.911475
774,30.311278,59.911475
775,30.425723,59.883882
776,30.244308,60.072444
777,29.960773,60.094084
778,30.244308,60.072444
779,30.244308,60.072444
780,30.275992,59.94431
781,30.41594,59.847268
782,30.379523,60.017063
783,30.220979,59.863007
784,30.220979,59.863007
785,30.220979,59.863007
786,30.220979,59.863007
787,30.220979,59.863007
788,30.220979,59.863007
789,30.220988,59.861973
790,30.220988,59.861973
791,30.220988,59.861973
792,30.220988,59.861973
793,30.220988,59.861973
794,30.220988,59.861973
795,30.220961,59.862483
796,30.220961,59.862483
797,30.220961,59.862483
798,30.220961,59.862483
799,30.220961,59.862483
800,30.220961,59.862483
801,30.382047,59.965912
802,30.196985,59.994346
804,30.267494,59.962724
805,30.35269,59.926381
806,30.362284,60.043413
807,30.362284,60.043413
808,30.379343,59.985611
809,30.297372,59.919491
810,30.35693,59.953822
811,30.295755,59.931923
812,30.32893,59.915143
813,30.346546,59.910009
814,30.49413,59.896973
815,30.134337,59.849071
816,30.229064,59.936206
817,30.304226,59.910343
818,30.341578,59.902217
819,30.341578,59.902217
820,30.344551,59.902406
821,30.229064,59.936206
822,30.325812,59.854716
823,30.094478,59.84273
824,30.315679,59.959228
825,29.961743,60.092945
826,30.376316,59.924943
827,30.311826,60.069068
828,30.39651,59.944292
829,30.29138,59.918296
830,30.318617,59.855927
831,30.318572,59.856469
832,30.318572,59.856469
833,30.319848,59.855304
834,30.318617,59.855927
835,30.335083,60.011441
836,30.335083,60.011441
837,30.335083,60.011441
838,30.35861,60.042447
839,30.35861,60.042447
840,30.35861,60.042447
841,30.35861,60.042447
842,30.362266,60.042577
843,30.362284,60.043413
844,30.362284,60.043413
845,30.362284,60.043413
846,30.362284,60.043413
847,30.362284,60.043413
848,30.353795,59.946302
849,30.362284,60.043413
850,30.362284,60.043413
851,30.184849,59.942245
852,30.184849,59.942245
853,30.184849,59.942245
854,30.364781,60.052272
855,30.344812,59.939825
856,30.297192,59.917781
857,30.479038,60.008378
858,30.479038,60.008378
859,30.479038,60.008378
860,30.345396,59.939167
861,30.103587,59.843326
862,30.452511,59.861711
863,30.416956,59.973208
864,30.317961,60.069598
865,30.196428,59.938491
866,30.223234,59.856162
867,30.282621,59.927017
868,30.475463,59.948839
869,30.267494,59.962724
870,30.313326,59.936724
871,30.302869,59.960877
872,30.329801,59.93158
873,30.411682,59.9507
874,30.369327,59.927346
875,30.297219,59.960309
876,30.363173,59.935191
877,30.30552,59.902912
878,30.357586,59.930962
879,30.334598,59.987258
880,30.24624,60.009593
881,30.301675,59.959138
882,30.244308,60.072444
883,30.355762,59.939014
884,30.340428,59.933915
885,30.211888,59.953606
886,30.275992,59.94431
887,30.207702,60.004708
888,30.37654,59.925128
889,30.328022,60.005324
890,30.30755,59.958224
891,30.421196,59.890681
892,30.411206,59.871997
893,30.41594,59.847268
894,30.317961,60.069598
895,30.41594,59.847268
896,30.358852,59.943012
897,30.41594,59.847268
898,30.41594,59.847268
899,30.249204,59.937639
900,30.407065,59.858381
901,30.087049,59.849609
902,30.428894,59.716433
903,30.264044,59.949474
904,30.287562,59.985512
905,30.159633,59.865325
906,30.379343,59.985611
907,30.359041,59.808794
908,30.322066,59.926805
909,30.319722,59.87131
910,29.94428,59.874612
911,30.378714,60.018349
912,30.378714,60.018349
913,30.109642,59.83328
914,30.40552,59.84819
915,30.109642,59.83328
916,30.263568,60.004307
917,30.109642,59.83328
918,30.353112,59.936895
919,30.349249,59.917493
920,30.109642,59.83328
921,30.344947,59.906359
922,30.344947,59.906359
923,30.245566,59.963066
924,30.245566,59.963066
925,30.248189,59.936846
926,30.349869,59.928541
927,30.232891,59.952074
928,30.359041,59.808794
929,30.316856,59.855877
930,30.288622,59.903823
931,30.379523,60.017063
932,30.258906,60.070796
933,30.249204,59.937639
934,30.323737,59.993293
935,30.317961,60.069598
936,30.464324,59.962093
937,29.786841,59.988244
938,30.084013,59.724491
939,30.275992,59.94431
940,30.257136,60.028474
941,30.232891,59.952074
942,30.323818,59.940389
943,30.084013,59.724491
944,30.084013,59.724491
945,30.084013,59.724491
946,30.084013,59.724491
947,30.084013,59.724491
948,30.387724,60.026051
949,30.387724,60.026051
950,30.387724,60.026051
951,30.387724,60.026051
952,30.387724,60.026051
953,30.387724,60.026051
954,30.387724,60.026051
955,30.387724,60.026051
956,30.387724,60.026051
957,30.387724,60.026051
958,30.290868,59.940005
959,30.387724,60.026051
960,30.387724,60.026051
961,30.387724,60.026051
962,30.387724,60.026051
963,30.286691,59.965367
964,30.379523,60.017063
965,30.384607,59.926846
966,30.271348,59.957012
967,30.323737,59.993293
968,30.32495,59.917213
969,30.345863,59.925146
970,30.442773,59.885616
971,30.442773,59.885616
972,30.442773,59.885616
973,30.442773,59.885616
974,30.442773,59.885616
975,30.642972,59.780568
976,30.642972,59.780568
977,30.32495,59.917213
978,30.278363,59.915269
979,30.379523,60.017063
980,30.379523,60.017063
981,30.356822,59.94417
982,30.334275,59.851896
983,30.323818,59.940389
984,30.271348,59.957012
985,30.307235,59.928952
986,30.444067,59.87668
987,30.322264,59.981276
988,30.384607,59.926846
989,30.451577,59.899004
990,30.084013,59.724491
991,30.25551,59.937269
992,30.323737,59.993293
993,30.317961,60.069598
994,30.317961,60.069598
995,30.312392,60.06927
996,30.390096,59.951731
997,30.263056,59.942913
998,30.263056,59.942913
999,30.346276,59.932374
1000,30.297354,59.856795
1001,30.363694,59.930872
1002,30.367162,59.812392
1003,30.583916,59.749747
1004,30.642972,59.780568
1005,30.642972,59.780568
1006,30.642972,59.780568
1007,30.642972,59.780568
1008,30.268482,59.937675
1009,30.296402,59.952123
1010,30.359679,59.918526
1011,30.31082,59.904775
1012,30.378984,59.858367
1013,30.306768,59.903927
1014,30.344515,59.929357
1015,30.252312,59.940389
1016,30.312814,59.934429
1017,30.345773,59.924984
1018,30.319803,59.857143
1019,30.368985,59.751533
1020,30.319803,59.857143
1021,30.318572,59.915183
1022,30.382685,59.851973
1023,30.328022,60.005324
1024,30.296653,59.918404
1025,30.329954,59.965831
1026,30.358179,60.04335
1027,30.426684,59.902826
1028,30.307675,59.922088
1029,30.267494,59.962724
1030,30.199994,59.860161
1031,30.362284,60.043413
1032,30.277789,59.905073
1033,30.359104,59.921295
1034,30.337787,59.946946
1035,30.383466,59.991187
1036,30.30764,59.848859
1037,30.173755,59.832593
1038,30.262346,59.872511
1039,30.244138,59.932392
1040,30.370782,59.925096
1041,30.319848,59.855304
1042,30.308143,59.963665
1043,30.272758,59.983846
1044,30.351846,59.918016
1045,30.351846,59.918016
1046,30.305546,59.907532
1047,30.347112,59.834406
1048,30.368985,59.751533
1049,30.368985,59.751533
1050,30.350588,59.922341
1051,30.371384,59.936178
1052,30.367872,59.810098
1053,30.350444,59.838055
1054,30.49413,59.896973
1055,30.29739,59.95402
1056,30.333556,59.984922
1057,30.255618,60.06975
1058,30.255618,60.06975
1059,30.255618,60.06975
1060,30.255618,60.06975
1061,30.276163,59.939027
1062,30.273171,59.963539
1063,30.308223,59.904247
1064,29.95356,60.091011
1065,30.297156,59.956899
1066,30.237427,60.033976
