WKT	NAME	NAME_EN	NAME_RU	WATERWAY	OSM_TYPE	OSM_ID
"LINESTRING (30.4395872 60.0350126,30.4394648 60.0350324,30.4393943 60.0350717,30.4393533 60.0352127,30.4393884 60.0362966,30.4393809 60.0371184,30.4394988 60.0372484)"				drain	way	"742100286"
"LINESTRING (30.4397121 60.0346976,30.4397618 60.0349364,30.4395872 60.0350126)"				drain	way	"742100287"
"LINESTRING (29.7321689 59.9082541,29.7293107 59.9089989,29.7292607 59.9090112)"				drain	way	"747880562"
"LINESTRING (30.4287101 59.6977728,30.4288812 59.6978611)"				stream	way	"749035584"
"LINESTRING (30.4363294 59.6996287,30.4364689 59.6997776,30.4365896 59.6997972,30.4365815 59.6998953,30.4367132 59.7000196)"				stream	way	"749035587"
"LINESTRING (30.4308644 59.6941976,30.4310708 59.6942773,30.4312934 59.6943632,30.4314691 59.6944492,30.4316246 59.6945202,30.4318124 59.6945662,30.4320069 59.694642,30.4322815 59.6947342,30.4329793 59.6949734,30.4331803 59.6950728,30.4333077 59.6950008,30.4334832 59.6948849,30.4336924 59.6947531,30.4344236 59.6951702,30.4341058 59.6953585,30.4342738 59.6954384,30.4346414 59.6955728,30.4347639 59.6955298,30.4348598 59.6954868,30.4349397 59.6954841,30.4351527 59.6955379,30.4352859 59.6955782,30.4354351 59.6956965,30.4355896 59.6957906,30.4357281 59.6959115,30.4358293 59.6959975,30.4358772 59.696054,30.4359571 59.6960164,30.436085 59.6959733,30.4362408 59.6960467,30.4363487 59.6960902,30.4364258 59.6961702,30.4364668 59.6961979,30.4366062 59.6962696)"	Тярлевский ручей			stream	way	"749037235"
"LINESTRING (30.4366062 59.6962696,30.4366706 59.6962817,30.4367168 59.6963108,30.4368563 59.6964373,30.4368939 59.696459,30.4368979 59.6964834,30.4368255 59.6965267,30.4368255 59.6965456,30.4369435 59.6966485,30.4370333 59.6967283,30.4371366 59.6968461,30.4372023 59.6968928,30.4372345 59.6969422,30.4372211 59.6969976,30.4373324 59.6970613,30.4373378 59.6970809,30.4372787 59.6971249,30.4372962 59.6971472,30.4373592 59.6971648,30.4373927 59.6971979,30.4373659 59.6972338,30.4373834 59.6972751,30.4374424 59.6972927,30.4374598 59.697313,30.4374517 59.6973448,30.4374973 59.6974233,30.4374987 59.6974977,30.4375322 59.6975248,30.4375845 59.6975681,30.4376221 59.6976425,30.437614 59.6976899,30.4376596 59.697809,30.4377119 59.6978834,30.4377186 59.6979633,30.4377924 59.6981473,30.4378474 59.6982387,30.437842 59.6982691,30.4378045 59.6983063,30.4377991 59.6983341,30.4378353 59.6983605,30.4379064 59.6983767,30.4379225 59.6984044,30.4378997 59.6984254,30.4378648 59.6984464,30.4379734 59.6985296,30.4379761 59.6985553,30.4379144 59.6985865,30.437897 59.6986311,30.4379185 59.6986792,30.4378796 59.6987509,30.4379144 59.6987881,30.4379641 59.6988091,30.4379882 59.6989268,30.4380472 59.6989789,30.4380579 59.6990161,30.4379641 59.6990879,30.4379734 59.699117,30.4380392 59.6991549,30.4380405 59.699186,30.4379748 59.6992029,30.4379761 59.6992415,30.4379936 59.6992983,30.4379198 59.6993646,30.437779 59.6994289,30.4376726 59.6994668,30.4376686 59.6995383)"	Тярлевский ручей			stream	way	"749037236"
"LINESTRING (30.4367132 59.7000196,30.4367666 59.7000699,30.4369624 59.7002039,30.4371019 59.7003581,30.4373138 59.7004231,30.4376357 59.7004515,30.4377274 59.7004369)"				stream	way	"749037237"
"LINESTRING (30.4377274 59.7004369,30.437807 59.7004225)"				stream	way	"749037238"
"LINESTRING (30.4288812 59.6978611,30.4292484 59.6980578,30.4295649 59.6981228,30.429829 59.6982367,30.430155 59.698296,30.4305412 59.698342,30.4309543 59.6983772,30.431303 59.6983772,30.4316812 59.6984801,30.431936 59.698541,30.4322176 59.6985921,30.4324107 59.6986016,30.4326012 59.6986747,30.4329069 59.6987572,30.4333388 59.6988059,30.4338457 59.6988898,30.4341676 59.6989751,30.4346101 59.6990563,30.4347818 59.6991375,30.4352699 59.6992444)"				stream	way	"749037239"
"LINESTRING (30.4405043 59.7004615,30.4409691 59.7005048)"	Тярлевский ручей			stream	way	"749037242"
"LINESTRING (30.44337 59.7034046,30.4433928 59.7034472,30.4432393 59.7034841,30.443195 59.7035088,30.4432078 59.7035277,30.443256 59.7035453,30.4432788 59.7035805,30.4433379 59.7035913,30.4435229 59.7035696,30.4435712 59.7035859,30.4435819 59.7036468,30.4435712 59.703732,30.4437053 59.7038565,30.4437992 59.7038809,30.4439333 59.7038971,30.4439494 59.7039269,30.4439642 59.703979,30.4440178 59.7040189,30.4442149 59.7040852,30.4442833 59.7040852,30.4444469 59.7040872,30.4445033 59.7041122,30.4445113 59.7041569,30.4445234 59.7042394,30.444569 59.7043071,30.4447085 59.704368,30.4448265 59.7044546,30.4450572 59.7045581,30.4451148 59.7045953,30.445155 59.7046143,30.4451873 59.7046589,30.4452409 59.7046589,30.4453562 59.7046385,30.4454273 59.7046839,30.445438 59.7047279,30.445438 59.7047813,30.4456218 59.7049396,30.4457438 59.7050005,30.445835 59.7050316,30.4460455 59.705079,30.4461206 59.7051291,30.446173 59.7051372,30.4463808 59.7051717,30.44649 59.7052305,30.4465678 59.7052769,30.4466349 59.7053275,30.4467677 59.7053659,30.4470908 59.7054077,30.4472244 59.7054395,30.4472491 59.7054734,30.447282 59.7055192,30.447325 59.7055478,30.447675 59.705721,30.4477634 59.7057401)"	Тярлевский ручей			stream	way	"749037243"
"LINESTRING (30.5285811 59.7308547,30.5284578 59.7306816)"				drain	way	"750206441"
"LINESTRING (30.3484225 59.7874988,30.3493667 59.7875312)"				drain	way	"750206446"
"LINESTRING (30.3657764 59.7696211,30.3651005 59.7692241)"				drain	way	"750206451"
"LINESTRING (30.3687751 59.7672038,30.368228 59.7668526)"				drain	way	"750206452"
"LINESTRING (30.3754485 59.7633815,30.3752312 59.7628723)"				drain	way	"750206453"
"LINESTRING (30.4546809 59.7518217,30.4545253 59.7513961)"				drain	way	"750206454"
"LINESTRING (30.4489843 60.0384911,30.4489442 60.0384967)"				stream	way	"750228338"
"LINESTRING (30.3335012 59.8059451,30.3338627 59.8060869)"	Волковка		Волковка	river	way	"750288330"
"LINESTRING (30.3304321 59.8047136,30.3306809 59.8047876,30.3332173 59.8058337,30.3335012 59.8059451)"	Волковка		Волковка	river	way	"750288331"
"LINESTRING (30.3417442 59.8109369,30.3432784 59.8113792)"				drain	way	"750288338"
"LINESTRING (30.339556 59.8099943,30.3399597 59.8095148)"				drain	way	"750288340"
"LINESTRING (30.3393028 59.810312,30.339556 59.8099943)"				drain	way	"750288341"
"LINESTRING (29.7341571 59.8866396,29.7340286 59.887386,29.7336384 59.8902872,29.7336362 59.8903038,29.7335797 59.8907265,29.7336702 59.8907664,29.7349611 59.891336,29.7356132 59.891663)"				stream	way	"751060148"
"LINESTRING (30.2076667 59.9584338,30.2081568 59.958298,30.2083748 59.9582037)"				stream	way	"753875920"
"LINESTRING (30.5177128 59.7106199,30.5174875 59.7106199,30.5052459 59.7113207)"				drain	way	"754415237"
"LINESTRING (30.5194938 59.7126599,30.5191505 59.7126816,30.5051172 59.7135581)"				drain	way	"754415238"
"LINESTRING (30.5147517 59.7083471,30.5147999 59.7084905)"				drain	way	"754415240"
"LINESTRING (30.5135529 59.7069958,30.5138934 59.7071322,30.5139416 59.7071971,30.5140436 59.7072269,30.5140918 59.7073027,30.5142152 59.7073919,30.5142528 59.7074704,30.5144513 59.7076652,30.5145156 59.707879,30.5146551 59.7081415,30.5146551 59.7082199,30.5146551 59.7082362,30.5147034 59.7082578,30.5147517 59.7083471)"	Попова Ижорка			stream	way	"754415241"
"LINESTRING (30.5251506 59.7183869,30.5253196 59.7184816)"				drain	way	"754415242"
"LINESTRING (30.5230451 59.7165488,30.5243486 59.7171615,30.5249977 59.7182273,30.5251506 59.7183869)"	Попова Ижорка			stream	way	"754415243"
"LINESTRING (30.5227554 59.7164366,30.5230451 59.7165488)"				drain	way	"754415244"
"LINESTRING (30.5147999 59.7084905,30.5148053 59.7086691,30.5149448 59.7087097,30.5151915 59.7089695,30.5156851 59.709397,30.5158782 59.7094457,30.516082 59.7096242,30.5161679 59.7098245,30.5165756 59.7099598,30.5167901 59.7101275,30.5170262 59.710252,30.5176484 59.7105063,30.5177128 59.7106199,30.5179167 59.710674,30.5180561 59.7109067,30.5186355 59.7114857,30.5190968 59.7119294,30.5194938 59.7126599,30.5195904 59.7128926,30.5211782 59.714413,30.5216396 59.7150677,30.5217147 59.7152679,30.5218112 59.7155601,30.5219829 59.7157981,30.5222189 59.7159063,30.5227554 59.7164366)"	Попова Ижорка			stream	way	"754415245"
"LINESTRING (30.467578 59.723514,30.467699 59.7235003,30.4677755 59.723499,30.4679116 59.7235059)"	Вангази			stream	way	"758549321"
"LINESTRING (30.4581764 59.7252161,30.4586185 59.7251179,30.4593029 59.7249962,30.4596342 59.7249649,30.4601432 59.7249084,30.4604865 59.7248543,30.460744 59.7247813,30.460909 59.7247242,30.461145 59.7245808,30.4613489 59.7244862,30.4614186 59.7243915,30.4616654 59.7242319,30.4619121 59.723975,30.4621053 59.7238046,30.4622287 59.7237586,30.4623038 59.7237586,30.4624808 59.7237072,30.4626203 59.7236937,30.4627597 59.7236964,30.4629046 59.7236423,30.462985 59.723645,30.4636663 59.7235017,30.4640686 59.7234747,30.4655224 59.723472,30.4655278 59.7234152,30.4657826 59.7234111,30.4659113 59.7234909,30.4664773 59.7234882,30.466606 59.7235044,30.4666972 59.7234828,30.4670191 59.7234936,30.4671331 59.7234767,30.4672015 59.7234882,30.4673651 59.7234889,30.4674026 59.7235145,30.4674831 59.7235058)"	Вангази			stream	way	"758549323"
"LINESTRING (30.4679116 59.7235059,30.4679632 59.7234747,30.4682636 59.7232421,30.4685211 59.7230311,30.4687786 59.7229391,30.4689073 59.722858,30.4691541 59.7228201,30.4694009 59.7227823,30.4697871 59.7225334,30.4703665 59.7223874,30.470581 59.7222738,30.4705918 59.7222089,30.4707098 59.722144,30.4708171 59.722052,30.4711175 59.7220466,30.4713642 59.7221007,30.4715252 59.7221981,30.4716539 59.7221277,30.4717719 59.7221818,30.4720724 59.7221818,30.4724586 59.7221656,30.4725551 59.7222035,30.4724479 59.7223658,30.4726195 59.7224198,30.4728556 59.7223982,30.4729628 59.7224685,30.4734993 59.72262,30.4739767 59.7230744,30.4746017 59.7234936)"	Вангази			stream	way	"758549324"
"LINESTRING (29.7378391 59.9054985,29.7379264 59.9055297)"				drain	way	"761260400"
"LINESTRING (29.7322977 59.9034985,29.7378391 59.9054985)"				drain	way	"761260401"
"LINESTRING (29.7377989 59.9056236,29.7395842 59.9062672,29.7449321 59.9082058,29.7452481 59.9083116)"				drain	way	"761260402"
"LINESTRING (29.7376782 59.9055819,29.7377989 59.9056236)"				drain	way	"761260403"
"LINESTRING (29.7321421 59.9036061,29.7359091 59.9049505,29.7376782 59.9055819)"				drain	way	"761260404"
"LINESTRING (29.7456453 59.9080927,29.7458912 59.9080562)"				drain	way	"761260405"
"LINESTRING (29.745408 59.9081157,29.7456453 59.9080927)"				drain	way	"761260406"
"LINESTRING (29.7461248 59.9080563,29.7483864 59.9077779,29.7506288 59.9074788)"				drain	way	"761260407"
"LINESTRING (29.7458912 59.9080562,29.7461248 59.9080563)"				drain	way	"761260408"
"LINESTRING (29.7439867 59.9072455,29.7449761 59.9071718,29.7453453 59.9071551,29.7466528 59.9069873,29.7477311 59.9068206,29.7486377 59.906721,29.749276 59.9066296,29.7502339 59.9065167)"				drain	way	"761263804"
"LINESTRING (29.7442925 59.9054622,29.7493874 59.9044535,29.7502339 59.9065167,29.7506288 59.9074788)"				drain	way	"761263805"
"LINESTRING (29.7367287 59.9069201,29.7314491 59.9080192,29.7314123 59.9080269)"				drain	way	"761264036"
"LINESTRING (29.756253 59.9067828,29.7562243 59.9067582)"				drain	way	"761268475"
"LINESTRING (29.7563893 59.9068941,29.756253 59.9067828)"				drain	way	"761268476"
"LINESTRING (29.7565974 59.9070383,29.7564282 59.9069245)"				drain	way	"761268477"
"LINESTRING (29.7562678 59.9071957,29.7562793 59.9070209,29.7564282 59.9069245,29.7563893 59.9068941)"				drain	way	"761268478"
"LINESTRING (29.7554031 59.9068909,29.7554955 59.9068796)"				drain	way	"761268479"
"LINESTRING (29.7496676 59.9044293,29.7509408 59.9074464,29.7554031 59.9068909)"				drain	way	"761268480"
"LINESTRING (29.7564241 59.9055758,29.756553 59.9056341)"				stream	way	"761268481"
"LINESTRING (29.7560769 59.9056504,29.7560849 59.9055247)"				drain	way	"761268482"
"LINESTRING (29.7557998 59.9056565,29.7560769 59.9056504)"				drain	way	"761268483"
"LINESTRING (29.7484969 59.9017836,29.7488791 59.9017917,29.7500378 59.9018213,29.7509497 59.901832,29.7515291 59.9018508,29.7520334 59.9018804,29.7523928 59.9019235,29.7526856 59.9019951,29.7529043 59.9020698,29.7530975 59.9021722,29.7535183 59.9024239,29.7538393 59.9026524,29.7542489 59.9029269,29.7546244 59.9032497,29.7548282 59.9035053,29.7553271 59.9042047,29.7557402 59.9047722,29.7557837 59.9049156,29.7558072 59.9050388,29.7558081 59.9052514,29.7557998 59.9056565)"				drain	way	"761268485"
"LINESTRING (29.737608 59.9137799,29.7375793 59.9138244)"				drain	way	"761269006"
"LINESTRING (29.7390575 59.9132387,29.7390032 59.9132404,29.738692 59.9132088,29.7385003 59.9131792,29.7380175 59.9132041,29.7378471 59.913235,29.7377305 59.9132888,29.7376902 59.9133554,29.7376862 59.9134542,29.7377197 59.9135624,29.7376283 59.913763,29.737608 59.9137799)"				drain	way	"761269007"
"LINESTRING (29.7387778 59.9172652,29.7388852 59.9174098,29.738979 59.9174945,29.7391427 59.917514,29.7392392 59.9175456)"				drain	way	"761269008"
"LINESTRING (29.7388315 59.9171382,29.7387778 59.9172652)"				drain	way	"761269009"
"LINESTRING (29.7394963 59.9150638,29.7382034 59.9152709)"				drain	way	"761269010"
"LINESTRING (30.1714838 60.1321901,30.1709477 60.1321318,30.1705865 60.1319893)"				stream	way	"772266204"
"LINESTRING (30.171983 60.1322361,30.1714838 60.1321901)"				stream	way	"772266205"
"LINESTRING (30.2749762 60.1027825,30.2758359813568 60.1027503084983)"				drain	way	"773164497"
"LINESTRING (30.2587139 60.1027297,30.2596259 60.1027853,30.2626376 60.1027951,30.2662193 60.102804,30.2716611 60.1027755,30.274768 60.1027863)"				drain	way	"773164498"
"LINESTRING (30.274768 60.1027863,30.2748507 60.1027862,30.2749762 60.1027825)"				drain	way	"773164499"
"LINESTRING (30.3224523 60.083658,30.3223287 60.083589,30.3218781 60.0834576)"				stream	way	"778088369"
"LINESTRING (30.3227752 60.0837256,30.3224523 60.083658)"				stream	way	"778088370"
"LINESTRING (30.321744 60.0834122,30.3216161 60.0834197,30.3212848 60.083378,30.3209091 60.0832498,30.3206047 60.0831689)"				stream	way	"778088371"
"LINESTRING (30.3218781 60.0834576,30.321744 60.0834122)"				stream	way	"778088372"
"LINESTRING (30.5495328 59.7321227,30.5528557 59.7340789,30.5537918 59.7358011,30.555326 59.7366352,30.5554717 59.7367193)"	Попова Ижорка			stream	way	"778655568"
"LINESTRING (30.5493946 59.7320108,30.5495328 59.7321227)"	Попова Ижорка			stream	way	"778655569"
"LINESTRING (30.5389345 59.7259687,30.5396633 59.726226)"	Попова Ижорка			stream	way	"778655570"
"LINESTRING (30.5385523 59.7258083,30.5389345 59.7259687)"	Попова Ижорка			stream	way	"778655571"
"LINESTRING (30.5398847 59.7262925,30.5417834 59.7269547,30.5432447 59.7277606,30.5480254 59.7302059,30.5484783 59.7308342,30.5493946 59.7320108)"	Попова Ижорка			stream	way	"778655572"
"LINESTRING (30.5396633 59.726226,30.5398847 59.7262925)"	Попова Ижорка			stream	way	"778655573"
"LINESTRING (29.7311215 59.910399,29.7350141 59.9153819,29.7352602 59.9156509,29.7359486 59.9165903)"				drain	way	"779089525"
"LINESTRING (29.7385955 59.9114439,29.7391856 59.9113767,29.7401887 59.9112086)"				drain	way	"779092087"
"LINESTRING (29.7412053 59.9110809,29.7408566 59.9110983,29.7401887 59.9112086)"				drain	way	"779092088"
"LINESTRING (29.7417537 59.9117337,29.7418383 59.911733,29.7419775 59.9117242)"				drain	way	"779092089"
"LINESTRING (29.7416545 59.9117532,29.7417537 59.9117337)"				drain	way	"779092090"
"LINESTRING (29.7426751 59.9143295,29.7427448 59.9144492,29.742718 59.9144902,29.7426403 59.9145198,29.7425973 59.9145742,29.7424444 59.9146603,29.742419 59.9147141,29.7424284 59.9147678,29.7426027 59.914909,29.7425786 59.9149722,29.7425008 59.9150435,29.7425008 59.9151524,29.742592 59.9152573,29.742651 59.9153917,29.7427038 59.9155813)"				drain	way	"779092091"
"LINESTRING (29.7425383 59.9120121,29.7425544 59.9120988,29.7425356 59.9121492)"				drain	way	"779092092"
"LINESTRING (29.7425595 59.9119473,29.7425383 59.9120121)"				drain	way	"779092093"
"LINESTRING (29.741793 59.9106023,29.7419412 59.9108259)"				drain	way	"779092094"
"LINESTRING (29.7417354 59.9105118,29.741793 59.9106023)"				drain	way	"779092095"
"LINESTRING (29.7428334 59.9107864,29.7426856 59.9109294)"				drain	way	"779092096"
"LINESTRING (29.7420824 59.910621,29.7421572 59.910838)"				drain	way	"779092097"
"LINESTRING (29.7419412 59.9108259,29.7421572 59.910838,29.7426856 59.9109294,29.7427177 59.9109886,29.7419775 59.9117242,29.7422054 59.9117934,29.7424039 59.911864,29.7425595 59.9119473)"				drain	way	"779092098"
"LINESTRING (29.7419524 59.9103682,29.7418175 59.9104755,29.7417354 59.9105118)"				drain	way	"779092099"
"LINESTRING (29.7388825 59.912523,29.7388194 59.912562)"				drain	way	"779092100"
"LINESTRING (29.7401887 59.9112086,29.7402558 59.9114547,29.739266 59.9120948,29.7387712 59.9124699,29.7388825 59.912523)"				drain	way	"779092101"
"LINESTRING (29.7401619 59.9111662,29.7401887 59.9112086)"				drain	way	"779092102"
"LINESTRING (29.7385217 59.9113942,29.7391681 59.9113269,29.7397651 59.9112304,29.7401619 59.9111662)"				drain	way	"779092103"
"LINESTRING (29.7414856 59.9109343,29.7412814 59.9109658)"				drain	way	"779092104"
"LINESTRING (29.7419412 59.9108259,29.7416814 59.9108832,29.7414856 59.9109343)"				drain	way	"779092105"
"LINESTRING (29.7412814 59.9109658,29.7401619 59.9111662)"				drain	way	"779092106"
"LINESTRING (29.738102 59.9121149,29.7383729 59.9123408,29.7388194 59.912562)"				drain	way	"779092107"
"LINESTRING (29.7385955 59.9114439,29.7385955 59.9116456,29.7383863 59.9119818,29.7381717 59.9120961,29.7384533 59.9123112,29.7387712 59.9124699)"				drain	way	"779092108"
"LINESTRING (29.7388194 59.912562,29.738745 59.9126148,29.738802 59.9126622,29.7387993 59.9127173,29.7387859 59.9127671,29.738743 59.9128262,29.7387055 59.9128599,29.7386625 59.9128827,29.7385499 59.9128975,29.7384882 59.9129177,29.7384426 59.9129607,29.7384533 59.9129903,29.738507 59.9130199,29.7385553 59.9130468,29.7386518 59.9130804,29.7387108 59.9131395,29.738692 59.9132088)"				drain	way	"779092109"
"LINESTRING (29.7375923 59.9149426,29.7376674 59.9149346)"				drain	way	"779093389"
"LINESTRING (29.735806 59.915057,29.7363424 59.9150394,29.7370023 59.9150018,29.7375923 59.9149426)"				drain	way	"779093390"
"LINESTRING (29.735806 59.915057,29.7355807 59.9151241,29.7352159 59.9153581,29.7350141 59.9153819)"				drain	way	"779093392"
"LINESTRING (29.7355458 59.9147504,29.735806 59.915057)"				drain	way	"779093393"
"LINESTRING (29.7360501 59.9146428,29.7361279 59.9147517,29.7363424 59.9150394)"				drain	way	"779093394"
"LINESTRING (29.736785 59.9140727,29.7365409 59.9142999,29.7363076 59.9146576,29.7361279 59.9147517)"				drain	way	"779093395"
"LINESTRING (29.7365409 59.9142999,29.7367689 59.914624,29.7370023 59.9150018)"				drain	way	"779093396"
"LINESTRING (29.7376674 59.9149346,29.7377613 59.9149346,29.7378069 59.9149534,29.7378767 59.9150314,29.7379357 59.9150529,29.7379974 59.9150569,29.7380639 59.9150585)"				drain	way	"779093397"
"LINESTRING (29.7392486 59.9132343,29.7390575 59.9132387)"				drain	way	"779094626"
"LINESTRING (29.7433216 59.9111111,29.7431579 59.9110298,29.7427177 59.9109886)"				drain	way	"779094628"
"LINESTRING (29.7433767 59.911127,29.7433216 59.9111111)"				drain	way	"779094629"
"LINESTRING (29.7450694 59.9115973,29.7451209 59.9116811)"				drain	way	"779094630"
"LINESTRING (29.7440667 59.9117366,29.7450694 59.9115973)"				drain	way	"779094631"
"LINESTRING (29.7448558 59.9108254,29.7452416 59.91158,29.7450694 59.9115973)"				drain	way	"779094632"
"LINESTRING (29.7451209 59.9116811,29.7453676 59.9117806,29.7463815 59.9135205,29.7463413 59.9137357,29.7457544 59.9138092,29.7451826 59.9138809)"				drain	way	"779094633"
"LINESTRING (29.7450694 59.9115973,29.7444348 59.911445,29.7443007 59.9114598,29.7442363 59.9114624,29.7441719 59.9114517,29.7441397 59.9114087,29.744062 59.9112688,29.7439602 59.9112289,29.7438608 59.911207,29.7437723 59.9112002,29.743665 59.9112164,29.7435711 59.9112177,29.7435094 59.9112137,29.7433767 59.911127)"				drain	way	"779094634"
"LINESTRING (29.7402883 59.9091184,29.7410809 59.9090019,29.7425964 59.9087872,29.745034 59.9084291)"				drain	way	"779168330"
"LINESTRING (29.7401524 59.9091377,29.7402883 59.9091184)"				drain	way	"779168331"
"LINESTRING (29.7402745 59.9123449,29.7413152 59.9122601)"				drain	way	"779169524"
"LINESTRING (29.7392122 59.9145318,29.738884 59.9143189,29.7384706 59.9140865,29.7381449 59.9139557,29.7378525 59.9138576,29.7376283 59.913763)"				drain	way	"779169525"
"LINESTRING (29.7394907 59.9145457,29.7399366 59.914546,29.7406554 59.9144989,29.7409806 59.9144636)"				drain	way	"779169526"
"LINESTRING (29.7355807 59.9137339,29.7363342 59.9134715,29.7366081 59.9133935)"				drain	way	"779169711"
"LINESTRING (29.7385365 59.9110392,29.7382012 59.9113861,29.7379909 59.9116115,29.737667 59.9119173,29.7375414 59.9120004,29.7373821 59.912094,29.7372078 59.9121892,29.7369679 59.9123091,29.736797 59.9124158,29.7366415 59.9125436,29.7365342 59.9127274,29.7364595 59.9129183,29.7364495 59.9130979,29.7365143 59.9132669,29.7366081 59.9133935,29.7367256 59.9135,29.7369072 59.9136015,29.737178 59.913709,29.7375752 59.9138324)"				drain	way	"779169712"
"LINESTRING (29.7410858 59.909519,29.7414524 59.9096009,29.741497 59.9096689)"				drain	way	"779169842"
"LINESTRING (29.7410858 59.909519,29.741049 59.9092755,29.7411591 59.909185,29.7410809 59.9090019)"				drain	way	"779169843"
"LINESTRING (29.7403974 59.9141692,29.7404516 59.9142139,29.7406393 59.9142273,29.7408646 59.9142186,29.7409961 59.9142025,29.7411114 59.9142381,29.7412723 59.9142865,29.7414118 59.9142865,29.7415566 59.9142946,29.7416478 59.9143483,29.7416767 59.9143875)"				drain	way	"779169969"
"LINESTRING (29.735735 59.9128044,29.7363342 59.9134715,29.7365637 59.91372,29.7376234 59.9139714)"				drain	way	"779171662"
"LINESTRING (29.7555219 59.9072138,29.7546958 59.908755,29.7548674 59.9089352,29.7548835 59.9090455,29.7549479 59.9091127,29.7541915 59.9100944,29.7541432 59.9101213,29.7538643 59.9105946,29.7538804 59.9106672,29.7538428 59.9106914,29.7537449 59.9107782,29.753698 59.9108716,29.7537195 59.9108999,29.753706 59.9109241,29.7537168 59.910951,29.7537302 59.9109738,29.7537195 59.9109886,29.75369 59.9110021,29.7536446 59.9110256)"				drain	way	"779171930"
"LINESTRING (29.742498 59.9121882,29.742443 59.9122474)"				drain	way	"779291848"
"LINESTRING (29.7425356 59.9121492,29.742498 59.9121882)"				drain	way	"779291849"
"LINESTRING (29.7426483 59.9142542,29.7426751 59.9143295)"				drain	way	"779291850"
"LINESTRING (29.7416545 59.9117532,29.7415419 59.9117827,29.7414386 59.9118413,29.7413099 59.911924,29.7412335 59.9120268,29.7412335 59.9121283,29.7413152 59.9122601,29.7416036 59.9123825,29.7426456 59.9142435,29.7426483 59.9142542)"				drain	way	"779291851"
"LINESTRING (29.7416908 59.9144297,29.7417015 59.9144741,29.7417685 59.9145305,29.7418597 59.9145655,29.7419938 59.9146045,29.7421199 59.9146757,29.7422218 59.9147591,29.7423291 59.9148183,29.7426027 59.914909)"				drain	way	"779291852"
"LINESTRING (29.7416767 59.9143875,29.7416908 59.9144297)"				drain	way	"779291853"
"LINESTRING (29.7400358 59.912642,29.7399876 59.9126407,29.7398078 59.9126353,29.7396791 59.9126205,29.7395959 59.9125869,29.7395182 59.9125479,29.7393331 59.9125304,29.7388825 59.912523)"				drain	way	"779292902"
"LINESTRING (29.7402745 59.9123449,29.7387712 59.9124699)"				drain	way	"779292903"
"LINESTRING (29.7434825 59.9141211,29.7426456 59.9142435)"				drain	way	"779292904"
"LINESTRING (29.7427631 59.9128142,29.7434583 59.9140717)"				drain	way	"779292905"
"LINESTRING (29.7427506 59.9127917,29.7427631 59.9128142)"				drain	way	"779292906"
"LINESTRING (29.742443 59.9122474,29.7427081 59.9127145,29.7427422 59.9127765,29.7427506 59.9127917)"				drain	way	"779292907"
"LINESTRING (29.7394303 59.914546,29.7394907 59.9145457)"				drain	way	"779292908"
"LINESTRING (29.7392122 59.9145318,29.7393116 59.914546,29.7394303 59.914546)"				drain	way	"779292909"
"LINESTRING (29.7411483 59.9144458,29.7415888 59.9143981,29.7416767 59.9143875,29.7421789 59.9143268,29.7426483 59.9142542)"				drain	way	"779292910"
"LINESTRING (29.7409806 59.9144636,29.7411483 59.9144458)"				drain	way	"779292911"
"LINESTRING (29.743402 59.9172417,29.7437695 59.918086)"				drain	way	"779295481"
"LINESTRING (29.7433725 59.9171732,29.743402 59.9172417)"				drain	way	"779295482"
"LINESTRING (29.7432437 59.9166932,29.743351 59.9168465)"				drain	way	"779295483"
"LINESTRING (29.743203 59.9166429,29.7432437 59.9166932)"				drain	way	"779295484"
"LINESTRING (29.7367877 59.9153903,29.7359052 59.9155584,29.7352602 59.9156509)"				drain	way	"779295489"
"LINESTRING (29.7435867 59.9141069,29.7435149 59.9141162)"				drain	way	"779295490"
"LINESTRING (29.7439277 59.912162,29.7442308 59.9127375)"				drain	way	"779295493"
"LINESTRING (29.7442308 59.9127375,29.7425544 59.9120988)"				drain	way	"779295494"
"LINESTRING (29.7440028 59.9127442,29.7437322 59.912644)"				drain	way	"779295495"
"LINESTRING (29.7442308 59.9127375,29.7443086 59.9128599,29.7434583 59.9140717)"				drain	way	"779295496"
"LINESTRING (29.7406545 59.9095197,29.7407361 59.9095085)"				drain	way	"779300826"
"LINESTRING (29.740509 59.9104209,29.7405673 59.9103816,29.7406201 59.9103214,29.7407057 59.9101495,29.74075 59.9098913,29.7407144 59.9096756,29.7406545 59.9095197,29.740564 59.9094103,29.7404266 59.9092893,29.7401524 59.9091377)"				drain	way	"779300827"
"LINESTRING (29.7406474 59.9104166,29.7406669 59.910446,29.7407185 59.9104664,29.7408462 59.9104845,29.7410764 59.9105066,29.7412493 59.91052,29.7414378 59.9105269,29.741588 59.9105228,29.7417354 59.9105118)"				drain	way	"779300828"
"LINESTRING (29.7408491 59.9098183,29.7408164 59.9096904,29.7407681 59.9095815,29.7407361 59.9095085,29.7406822 59.9094403,29.7406018 59.9093488,29.7404784 59.9092453,29.7402883 59.9091184)"				drain	way	"779300829"
"LINESTRING (29.7457736 59.9114917,29.7459748 59.9114648,29.7466749 59.9113586)"				drain	way	"779300830"
"LINESTRING (29.7454817 59.9105045,29.7461357 59.9104195)"				drain	way	"779300831"
"LINESTRING (29.7454817 59.9105045,29.7459748 59.9114648)"				drain	way	"779300832"
