WKT	NATURAL	OSM_TYPE	OSM_ID
"POLYGON ((30.2198066 59.8446798,30.2197868 59.8446928,30.2197818 59.8447106,30.2197928 59.8447253,30.2198197 59.8447364,30.2198656 59.8447379,30.2199015 59.8447308,30.2199196 59.8447145,30.2199206 59.8447002,30.2198951 59.844684,30.2198653 59.8446744,30.2198321 59.8446734,30.2198066 59.8446798))"	scrub	way	"1102614419"
"POLYGON ((30.2230343 59.841935,30.2230534 59.8419443,30.2230765 59.8419418,30.2230997 59.8419463,30.2231111 59.8419451,30.2231134 59.8419392,30.223107 59.8419242,30.2231074 59.8419183,30.2231231 59.841905,30.2231245 59.841899,30.2231221 59.8418963,30.2231117 59.8418959,30.2230785 59.8419027,30.2230413 59.8419072,30.2230319 59.8419103,30.2230259 59.8419155,30.2230313 59.8419234,30.2230323 59.8419323,30.2230343 59.841935))"	scrub	way	"1102655117"
"POLYGON ((30.219012 59.8471811,30.2190683 59.8471909,30.219081 59.8471909,30.2191347 59.8471818,30.2191595 59.8471677,30.2191877 59.8471404,30.2192071 59.8471249,30.2192071 59.8471192,30.2192024 59.8471141,30.2191924 59.8471114,30.219181 59.8471128,30.2191414 59.8471212,30.2190924 59.847136,30.2190616 59.8471431,30.2190375 59.8471464,30.2190019 59.8471481,30.2189925 59.8471518,30.2189872 59.8471565,30.2189872 59.8471623,30.2189892 59.8471677,30.2189952 59.847173,30.219012 59.8471811))"	scrub	way	"1102833624"
"POLYGON ((30.2142853 59.8464856,30.2142873 59.846495,30.2143007 59.8464994,30.2147352 59.8465267,30.214756 59.8465183,30.2147533 59.8465061,30.2144482 59.8463061,30.2144294 59.8463077,30.2142853 59.8464856))"	scrub	way	"1102833669"
"POLYGON ((30.2224284 59.8408469,30.2224419 59.8408506,30.2224653 59.8408509,30.2224874 59.8408466,30.2224921 59.8408412,30.2224915 59.8408294,30.2224995 59.8408115,30.2224995 59.8407994,30.2224915 59.8407886,30.2224633 59.8407681,30.2224486 59.8407596,30.2224204 59.8407495,30.2223963 59.8407492,30.2223849 59.8407512,30.2223768 59.8407549,30.2223721 59.84076,30.2223721 59.840766,30.2223781 59.8407772,30.2223996 59.8407991,30.2224056 59.840829,30.2224284 59.8408469))"	scrub	way	"1102839823"
"POLYGON ((30.2217244 59.8459248,30.2217284 59.8459291,30.2217371 59.8459332,30.2217472 59.8459359,30.2217592 59.8459359,30.2217693 59.8459382,30.2217861 59.8459544,30.2218028 59.8459632,30.2218316 59.8459726,30.2218558 59.8459746,30.221892 59.8459736,30.2219275 59.8459672,30.2219356 59.8459632,30.2219564 59.8459419,30.2219631 59.8459298,30.2219624 59.8459177,30.2219537 59.8459066,30.2219396 59.8458965,30.2218994 59.8458749,30.2218806 59.8458533,30.2218726 59.845849,30.2218605 59.8458473,30.2218122 59.8458476,30.2217907 59.8458426,30.2217686 59.8458402,30.2217472 59.8458402,30.2217136 59.8458449,30.2217029 59.8458476,30.2216841 59.8458557,30.2216721 59.8458645,30.2216714 59.845888,30.2216801 59.8459049,30.2217244 59.8459248))"	scrub	way	"1102839850"
"POLYGON ((29.8577621 59.8883855,29.8577583 59.8883695,29.8577468 59.8883541,29.857683 59.8882613,29.8576243 59.8881627,29.8575975 59.8881512,29.8575631 59.8881423,29.8575312 59.8881378,29.8575018 59.8881371,29.8572416 59.8881615,29.8571893 59.8881768,29.8571663 59.8881922,29.8571535 59.8882133,29.857151 59.8882389,29.857165 59.8882684,29.857179 59.8882767,29.8572186 59.8882831,29.857276 59.8882792,29.8573143 59.8882671,29.8573615 59.8882549,29.8574023 59.8882555,29.8574368 59.8882587,29.8574636 59.888269,29.8574853 59.8882901,29.8575172 59.8883804,29.857521 59.8883944,29.8575414 59.8884066,29.8575797 59.8884169,29.8576205 59.8884194,29.8577034 59.8884124,29.8577341 59.8884028,29.8577621 59.8883855))"	grassland	way	"1102907421"
"POLYGON ((30.15338 59.8694721,30.1534827 59.8694864,30.1535663 59.8695091,30.1536373 59.8695408,30.153688 59.8695792,30.1537813 59.8696594,30.1538639 59.8697235,30.1539386 59.8697798,30.1540539 59.8698505,30.1541901 59.8699414,30.1542555 59.8699857,30.1543196 59.8700353,30.1543789 59.8700946,30.1543991 59.8700085,30.1543386 59.8699045,30.154292 59.8698355,30.1542548 59.8697502,30.1542082 59.8696719,30.1541407 59.8696333,30.1541174 59.8695632,30.1540638 59.8695199,30.1540219 59.8694697,30.1539637 59.8694031,30.1538822 59.8693376,30.153845 59.8692733,30.1537425 59.8692289,30.1536284 59.8692196,30.1535562 59.8692429,30.153519 59.869292,30.1535236 59.8693341,30.1534864 59.8693762,30.15337 59.8693984,30.1533604 59.8694178,30.1534053 59.8694443,30.15338 59.8694721))"	sand	way	"1103648511"
"POLYGON ((30.1550977 59.8715279,30.1552932 59.8715349,30.1554795 59.871522,30.1556169 59.8714788,30.1556379 59.8714052,30.1555307 59.8712895,30.155398 59.8711258,30.1553258 59.8710078,30.1552048 59.8709494,30.1551421 59.8709404,30.1550522 59.8710708,30.1550101 59.8711411,30.1549844 59.8712094,30.1549731 59.8712754,30.1549834 59.8713378,30.1550108 59.8714012,30.1550429 59.8714587,30.1550977 59.8715279))"	sand	way	"1103648512"
"POLYGON ((30.1533669 59.8684769,30.1545016 59.8697545,30.1548561 59.8701609,30.1549939 59.8702541,30.155288 59.8705735,30.1555187 59.8708548,30.1555558 59.8709628,30.1557942 59.8712596,30.1561472 59.8711742,30.1560156 59.871032,30.1557927 59.8708587,30.1555125 59.8705393,30.1554769 59.8704484,30.1553824 59.8702798,30.1551595 59.8700397,30.1548437 59.869697,30.1543994 59.8692082,30.1540929 59.8688709,30.1537601 59.8684932,30.1533343 59.8680044,30.1533158 59.8680161,30.1531648 59.8683015,30.1533669 59.8684769))"	grassland	way	"1103648514"
"POLYGON ((30.1545772 59.8689883,30.1558929 59.8704483,30.1559441 59.8704865,30.1559878 59.8704922,30.1560296 59.8704846,30.15606 59.8704588,30.1561074 59.8703464,30.1561302 59.8702587,30.156106 59.8702077,30.1560267 59.8702273,30.1543111 59.8683024,30.1543763 59.8682875,30.1543778 59.8682678,30.1543759 59.8682335,30.1543512 59.8682078,30.1543076 59.8681887,30.1542601 59.8681706,30.1539715 59.8681487,30.1539203 59.8681458,30.1538899 59.8681582,30.1538804 59.8681849,30.1538956 59.8682249,30.1545772 59.8689883))"	grassland	way	"1103648516"
"POLYGON ((30.1565378 59.8710751,30.1567447 59.8710303,30.1567209 59.8710017,30.1562731 59.870495,30.1563726 59.8704728,30.156329 59.8704271,30.1562796 59.8704052,30.156215 59.870408,30.1561676 59.8704404,30.156141 59.8704728,30.1561201 59.8705252,30.156103 59.8705767,30.156122 59.8706091,30.1565378 59.8710751))"	grassland	way	"1103648517"
"POLYGON ((30.3588528 59.8479919,30.3591807 59.8480269,30.3592237 59.8478385,30.3591356 59.8478426,30.3590188 59.8478941,30.3588528 59.8479919))"	grassland	way	"1103807193"
"POLYGON ((30.3587115 59.8479466,30.358775 59.8479723,30.3589246 59.8478715,30.3590495 59.8478241,30.359236 59.8477943,30.3592811 59.8477099,30.3588324 59.8476522,30.3587115 59.8479466))"	grassland	way	"1103807194"
"POLYGON ((30.3584365 59.847498,30.3584603 59.8475248,30.3589139 59.847574,30.3589258 59.84751,30.3590266 59.8474951,30.3591037 59.8473104,30.358908 59.8471823,30.3586945 59.8472299,30.3584365 59.847498))"	grassland	way	"1103807195"
"POLYGON ((30.3588635 59.8471003,30.3591897 59.8472746,30.3595218 59.8472925,30.3596671 59.8473238,30.3596908 59.8473565,30.3599696 59.8473387,30.3601416 59.8469186,30.3599785 59.8468888,30.3588635 59.8471003))"	grassland	way	"1103807196"
"POLYGON ((30.3573503 59.8474058,30.3576955 59.8476193,30.3580602 59.8476551,30.3581225 59.8475806,30.3582648 59.8475627,30.3583063 59.8475016,30.3579924 59.8472714,30.3573503 59.8474058))"	grassland	way	"1103808533"
"POLYGON ((30.358081 59.8472574,30.3583538 59.8474748,30.3585999 59.8472172,30.3585169 59.847165,30.358081 59.8472574))"	grassland	way	"1103808534"
"POLYGON ((30.3575628 59.8510229,30.3569777 59.8508311,30.3569504 59.8508797,30.3574722 59.8510392,30.3572215 59.8515801,30.3572443 59.8515823,30.3573124 59.8514976,30.3576649 59.8512752,30.3578165 59.8510708,30.3576564 59.851052,30.3575628 59.8510229))"	grassland	way	"1103808537"
"POLYGON ((30.2197741 59.8393851,30.2197878 59.8393932,30.219821 59.8394014,30.2198445 59.8394053,30.2198874 59.839404,30.2199038 59.8393991,30.2199192 59.8393854,30.2199326 59.8393704,30.2199377 59.8393614,30.219936 59.8393428,30.2199293 59.8393342,30.2199145 59.839324,30.2198998 59.8393192,30.2198706 59.8393142,30.2198062 59.8393171,30.2197868 59.8393228,30.2197731 59.8393315,30.219758 59.8393501,30.219758 59.8393592,30.219762 59.8393693,30.2197741 59.8393851))"	scrub	way	"1103856439"
"POLYGON ((30.2194612 59.8385317,30.2194767 59.8385422,30.2195001 59.8385418,30.2195209 59.8385368,30.2195296 59.8385324,30.2195424 59.8385223,30.2195659 59.8385001,30.219592 59.8384664,30.2196081 59.8384573,30.2196128 59.8384522,30.2196135 59.8384461,30.2196074 59.8384354,30.219596 59.8384253,30.219588 59.8384215,30.2195524 59.8384263,30.2195431 59.8384296,30.2195363 59.8384344,30.2194673 59.8385078,30.2194606 59.8385196,30.2194612 59.8385317))"	scrub	way	"1103856445"
"POLYGON ((30.2221723 59.8475654,30.2221877 59.8475722,30.2222206 59.8475786,30.2222682 59.8475819,30.2223098 59.8475823,30.2223339 59.8475846,30.222411 59.8475867,30.2224231 59.8475853,30.2224345 59.8475809,30.2224358 59.8475752,30.2224298 59.8475641,30.222417 59.8475537,30.2223755 59.8475314,30.2223212 59.8475092,30.2222729 59.8474924,30.2222615 59.8474907,30.222116 59.8474907,30.2220771 59.8474934,30.222067 59.8474967,30.2220677 59.8475085,30.2220932 59.847521,30.2221213 59.8475318,30.2221723 59.8475654))"	scrub	way	"1103873893"
"POLYGON ((30.1439616 59.7722753,30.1439841 59.772159,30.144075 59.7720526,30.1441487 59.7719299,30.1441402 59.7718885,30.1440325 59.7718586,30.143973 59.7718186,30.1436305 59.7717763,30.1434857 59.7716602,30.1433355 59.7715819,30.1430966 59.7713972,30.142917 59.7714543,30.1432901 59.771677,30.1434053 59.7719043,30.1437186 59.7718973,30.1437831 59.77228,30.1439616 59.7722753))"	grassland	way	"1104700319"
"POLYGON ((30.145423 59.7719802,30.1455991 59.771844,30.1455381 59.7718274,30.1454764 59.7718175,30.1454145 59.7718109,30.1453038 59.7719135,30.1451842 59.7719024,30.1450976 59.7719067,30.1450069 59.7719535,30.1449661 59.7719844,30.1450001 59.7720152,30.1449094 59.7720426,30.144864 59.77207,30.1448572 59.7721054,30.1448708 59.7721716,30.1449343 59.7722036,30.1448867 59.7722321,30.1448731 59.7722732,30.1449049 59.7723348,30.1449751 59.7723702,30.1449865 59.7724022,30.1449933 59.772449,30.1450318 59.7724833,30.1451271 59.7725061,30.1452042 59.7724935,30.1452518 59.7725095,30.1452745 59.772546,30.1453516 59.7725746,30.1453992 59.772626,30.1453969 59.7726819,30.1453833 59.7727287,30.1453085 59.7727515,30.1451996 59.7727584,30.1450636 59.7727801,30.1449092 59.7727924,30.1447191 59.772816,30.1445965 59.7728369,30.1444986 59.7728461,30.1444035 59.7728472,30.1444218 59.7729134,30.1446176 59.772916,30.1446605 59.7729727,30.1447999 59.7729714,30.1449341 59.7730038,30.1449501 59.7730281,30.1449778 59.7731157,30.1456414 59.7730432,30.1457197 59.7728621,30.1456851 59.7727202,30.1460173 59.7722423,30.145423 59.7719802))"	grassland	way	"1104700320"
"POLYGON ((30.2187873 59.8443581,30.2188095 59.8443574,30.2188356 59.8443598,30.2188517 59.8443689,30.2188638 59.8443685,30.218894 59.844347,30.2188973 59.8443338,30.2188926 59.844322,30.2188987 59.8443099,30.2189074 59.8443049,30.2189295 59.8442981,30.2189375 59.8442934,30.218953 59.8442769,30.2189845 59.8442678,30.2190106 59.8442675,30.2190214 59.8442644,30.2190287 59.8442594,30.2190489 59.8442513,30.2190824 59.8442308,30.2191025 59.8442234,30.2191152 59.8442055,30.2191186 59.8441792,30.2191354 59.8441627,30.2191374 59.844157,30.2191354 59.8441513,30.2191273 59.8441472,30.2191173 59.8441452,30.2190991 59.8441385,30.2190817 59.8441311,30.219075 59.8441263,30.2190703 59.8441162,30.2190636 59.8441115,30.2190603 59.8441055,30.2190462 59.844096,30.2190354 59.8440829,30.2190194 59.8440728,30.2190006 59.8440539,30.2189664 59.8440364,30.2189536 59.8440347,30.2189409 59.8440357,30.2189228 59.8440428,30.2189007 59.8440485,30.2188765 59.8440485,30.2188651 59.8440472,30.2188457 59.8440401,30.2188403 59.844035,30.218839 59.8440226,30.2188417 59.8440158,30.2188396 59.8440101,30.2188028 59.8440088,30.2187712 59.844001,30.2187592 59.8439943,30.2187538 59.8439886,30.2187505 59.8439828,30.2187505 59.8439707,30.2187411 59.8439673,30.2187303 59.8439673,30.2187049 59.84397,30.2186968 59.8439744,30.2186827 59.843996,30.218678 59.8440078,30.2186673 59.8440199,30.2186137 59.84406,30.218605 59.844065,30.2185842 59.8440714,30.2185761 59.8440755,30.2185634 59.8440991,30.2185526 59.8441125,30.2185238 59.8441247,30.2185352 59.8441415,30.2185366 59.844154,30.2185332 59.8441593,30.2185024 59.8441678,30.2184816 59.8441772,30.2184849 59.8441826,30.2185037 59.8441981,30.2185064 59.8442045,30.2185057 59.8442163,30.2185003 59.8442217,30.2184822 59.8442284,30.2184775 59.8442331,30.2184729 59.8442385,30.2184729 59.8442496,30.2184789 59.8442607,30.218497 59.8442698,30.2185205 59.8442729,30.2185895 59.8442776,30.2186036 59.8442796,30.2186143 59.844283,30.2186244 59.8442938,30.2186257 59.8442991,30.2186378 59.8442981,30.2186754 59.8443012,30.2187471 59.8443113,30.2187632 59.8443197,30.2187746 59.8443311,30.21878 59.8443517,30.2187873 59.8443581))"	scrub	way	"1104975464"
"POLYGON ((29.8745942 59.8926987,29.874749 59.892735,29.8745632 59.8925511,29.8755337 59.8922948,29.8752498 59.8922041,29.8750123 59.8921601,29.8747852 59.8921238,29.8745271 59.892129,29.8741812 59.8922093,29.8738972 59.8922896,29.8738301 59.8923517,29.8738456 59.8924113,29.8739179 59.8924268,29.8739644 59.8924242,29.8741089 59.8924061,29.874238 59.8923828,29.8744135 59.892388,29.8744961 59.8924242,29.8745064 59.892489,29.874429 59.8925408,29.8743102 59.8925356,29.8742328 59.8925278,29.8742225 59.8925718,29.8743257 59.8926599,29.8744703 59.8926677,29.8745942 59.8926987))"	grassland	way	"1105017125"
"POLYGON ((29.874031 59.8939316,29.8738116 59.893884,29.8736693 59.8939019,29.8735803 59.8939138,29.8733965 59.8938989,29.8732186 59.8938186,29.8730644 59.8937383,29.8729577 59.8936193,29.8728806 59.8934616,29.8727561 59.8935449,29.8726612 59.8935925,29.8724833 59.8936044,29.8724418 59.8936758,29.8725189 59.8937442,29.8726078 59.8938453,29.8726137 59.8939465,29.8725782 59.8940149,29.8725485 59.894116,29.8727027 59.8941041,29.8727679 59.8940506,29.8728509 59.8939822,29.8730348 59.8939584,29.8733075 59.8939881,29.8734439 59.8940684,29.8734677 59.8940952,29.873521 59.8941666,29.8735744 59.8942112,29.8737049 59.8942112,29.8737819 59.8941428,29.8738472 59.8940803,29.8739954 59.8940863,29.8740844 59.8940684,29.874031 59.8939316))"	grassland	way	"1105017128"
"POLYGON ((30.2922419 59.9186828,30.2921918 59.9186642,30.2921272 59.9186597,30.2921052 59.9186687,30.2921109 59.918683,30.2921654 59.9186951,30.2921828 59.9186929,30.2922196 59.9187028,30.292237 59.9187016,30.2922436 59.9186922,30.2922419 59.9186828))"	scrub	way	"1105242277"
"POLYGON ((30.2817619 59.9427004,30.2817468 59.9427096,30.2817623 59.9427206,30.2817745 59.9427356,30.2817896 59.9427291,30.2817893 59.9427096,30.2817619 59.9427004))"	scrub	way	"1106868829"
"POLYGON ((30.1510394 59.8392697,30.151087 59.8398362,30.1511699 59.8398368,30.1511575 59.8392704,30.1510394 59.8392697))"	grassland	way	"1107215291"
"POLYGON ((30.1489554 59.841113,30.1499042 59.8411108,30.1499094 59.8416734,30.1489606 59.8416756,30.1489585 59.841447,30.1486712 59.8414433,30.1486929 59.8416856,30.1486952 59.8417928,30.1489548 59.8417937,30.1489529 59.841834,30.1498754 59.8418326,30.1499033 59.8419125,30.1501319 59.8419245,30.1502573 59.8418554,30.1504001 59.8417986,30.1506706 59.8417915,30.1509175 59.8417957,30.1510209 59.8418068,30.1510863 59.8417577,30.1510784 59.8416998,30.1502313 59.8417088,30.1502274 59.841495,30.150295 59.841489,30.1502691 59.8409366,30.1490423 59.8409585,30.1489548 59.8409995,30.1489554 59.841113))"	grassland	way	"1107215293"
"POLYGON ((30.2779332 59.9475445,30.2778969 59.947543,30.2778782 59.9475438,30.2778736 59.9475529,30.2778833 59.947558,30.2779092 59.9475504,30.2779354 59.9475583,30.2779284 59.9475675,30.2779465 59.9475769,30.2779569 59.9475685,30.2779544 59.9475504,30.2779792 59.9475294,30.2779772 59.9475191,30.2779807 59.947506,30.2780182 59.9475141,30.2780333 59.9475102,30.2779906 59.9474969,30.2779616 59.9474956,30.2779596 59.9475218,30.2779332 59.9475445))"	scrub	way	"1110539261"
"POLYGON ((30.3550553 59.8481,30.3547085 59.8480701,30.3546462 59.8482294,30.354499 59.8482194,30.354482 59.8483111,30.3545188 59.848309,30.3547142 59.8482642,30.3549308 59.8481661,30.3550355 59.8481234,30.3550553 59.8481))"	grassland	way	"1111691473"
"POLYGON ((30.0758878 59.7438489,30.0761023 59.7437813,30.0763062 59.7437354,30.0765154 59.7437192,30.0766549 59.743684,30.0768694 59.7436381,30.0769285 59.7435732,30.0768373 59.7435381,30.0767139 59.7434894,30.0765422 59.7434624,30.0764027 59.743511,30.0762311 59.7435705,30.0760541 59.7436435,30.0758395 59.7437192,30.0757322 59.7437543,30.0757161 59.7438138,30.0758073 59.7438462,30.0758878 59.7438489))"	scrub	way	"1116695343"
"POLYGON ((30.0900614 59.7193431,30.090048 59.7193269,30.089938 59.7193161,30.0899112 59.7193485,30.0897744 59.719335,30.0897637 59.7193174,30.0897208 59.7192931,30.0884575 59.7191754,30.0883931 59.7191795,30.0883582 59.7191971,30.0882643 59.71945,30.0882912 59.7194703,30.0883985 59.7194878,30.0883716 59.7195514,30.0882831 59.7195406,30.0882295 59.7195568,30.0881973 59.7196271,30.0882241 59.719642,30.0883341 59.7196596,30.0883019 59.7197299,30.0882161 59.7197205,30.0881705 59.7197299,30.0881544 59.7197489,30.0880605 59.7199666,30.0880927 59.7199909,30.088208 59.7200058,30.0881731 59.7200789,30.0880632 59.720068,30.088031 59.7200816,30.0879452 59.720298,30.0879613 59.7203196,30.08809 59.7203399,30.0880551 59.7204129,30.0879291 59.7203994,30.0878996 59.7204143,30.087803 59.720655,30.0878218 59.7206672,30.0879613 59.7206874,30.0879291 59.7207605,30.0878245 59.720751,30.0877842 59.7207497,30.0877655 59.7207605,30.0876126 59.7211419,30.0876179 59.7211689,30.0877628 59.7211973,30.0877279 59.7212703,30.0876153 59.7212568,30.087567 59.7212622,30.0875375 59.721342,30.087685 59.7213772,30.0876582 59.7214434,30.0875723 59.7214367,30.0875053 59.7214407,30.0873873 59.721741,30.0873926 59.7217599,30.0874329 59.7217734,30.0875428 59.7217883,30.0875133 59.7218559,30.0874141 59.7218519,30.0873578 59.7218505,30.0873283 59.7219303,30.0874865 59.7219641,30.0874543 59.7220331,30.087288 59.7220344,30.0871673 59.7223522,30.0872156 59.7223806,30.0871727 59.7224537,30.0871405 59.7224753,30.0871056 59.7229608,30.0871727 59.7229905,30.0871646 59.7230784,30.0871137 59.7231041,30.087107 59.7233498,30.0871271 59.7235287,30.0888169 59.7235348,30.0888276 59.7234902,30.0889081 59.7225307,30.0889242 59.7224577,30.0891361 59.721745,30.0900614 59.7193431))"	grassland	way	"1117291639"
"POLYGON ((30.4435099 60.0028151,30.4435476 60.0027536,30.4434928 60.0027228,30.4435202 60.0026219,30.4434655 60.002521,30.4433731 60.0024577,30.4434176 60.0024098,30.4434552 60.0023345,30.4434791 60.0022353,30.4433355 60.0020694,30.4431849 60.0019309,30.4430207 60.0016692,30.4429729 60.0014554,30.4428565 60.0013443,30.4428634 60.0011989,30.4430242 60.0010843,30.4430173 60.0010415,30.4428736 60.0009423,30.4427847 60.0009252,30.4426821 60.0012793,30.4427573 60.0013477,30.4426855 60.0014315,30.442576 60.0021173,30.4424631 60.0026304,30.4424905 60.0027074,30.4425624 60.0027655,30.4430926 60.0028459,30.4432944 60.0028784,30.4434449 60.0028716,30.4435099 60.0028151))"	scrub	way	"1117618097"
"POLYGON ((30.65965 59.7784464,30.6597787 59.7784545,30.6597894 59.7784923,30.659768 59.7785787,30.659709 59.7786192,30.6596553 59.7786705,30.6596124 59.7787299,30.6595695 59.7787623,30.6594783 59.7787974,30.659312 59.7788109,30.659076 59.7788217,30.6590492 59.7788865,30.6590599 59.778981,30.6591082 59.7790917,30.6591833 59.7791781,30.659253 59.7792375,30.6593335 59.7792753,30.6595212 59.7792726,30.6595212 59.7794103,30.6590652 59.779413,30.6589115 59.779426,30.6589723 59.7794872,30.6590559 59.7795618,30.6591546 59.7796,30.659242 59.7795579,30.6593141 59.7794949,30.6595382 59.779449,30.6596711 59.779449,30.6597926 59.7794719,30.6598538 59.7794508,30.6598002 59.7793995,30.6596982 59.7793239,30.6596822 59.779278,30.6597197 59.7792537,30.659945 59.7792672,30.6600714 59.7792684,30.6599574 59.7791805,30.6599498 59.7790772,30.659927 59.7789434,30.6599204 59.7788944,30.6599043 59.7788038,30.6599043 59.77872,30.6599473 59.7786132,30.6600573 59.7785753,30.6601702 59.7785779,30.6602561 59.778576,30.6603259 59.7784383,30.6601757 59.7784356,30.6601542 59.7783492,30.6601328 59.7783168,30.6599128 59.778333,30.6597948 59.7783384,30.6596285 59.7783303,30.6594729 59.7783195,30.6592423 59.7783249,30.6590974 59.7783276,30.6589901 59.7783222,30.658856 59.7783276,30.6588238 59.7783519,30.6588346 59.7783843,30.6589258 59.7784275,30.6589687 59.7784788,30.6590974 59.7784896,30.65943 59.7784626,30.65965 59.7784464))"	grassland	way	"1119231003"
"POLYGON ((30.6577402 59.7788865,30.6577295 59.7787677,30.6577134 59.7786678,30.657708 59.7785355,30.6577295 59.7784707,30.6578207 59.778387,30.6578475 59.7783006,30.6578207 59.7782331,30.6577939 59.7781602,30.6577134 59.7781548,30.6576598 59.778171,30.6576759 59.7782439,30.6576812 59.7783357,30.6576008 59.7783924,30.657531 59.7784329,30.6574398 59.7784734,30.6574237 59.7785625,30.6574345 59.7786759,30.6575042 59.7787947,30.6575632 59.7789027,30.657649 59.7789702,30.6577241 59.778954,30.6577402 59.7788865))"	grassland	way	"1119231004"
"POLYGON ((30.3261954 59.9565433,30.3258494 59.9567342,30.3258792 59.9567478,30.3262252 59.9565569,30.3261954 59.9565433))"	scrub	way	"1120162136"
"POLYGON ((30.3262504 59.9565429,30.3268162 59.9562307,30.3267864 59.9562171,30.3262209 59.9565292,30.3262504 59.9565429))"	scrub	way	"1120162137"
"POLYGON ((30.1286691 59.8506351,30.1285672 59.8505839,30.1284224 59.8505704,30.1282239 59.8505839,30.1280576 59.8506081,30.1278591 59.8506405,30.1276123 59.8506459,30.1275533 59.8506863,30.1275909 59.8507213,30.127784 59.8507455,30.1280737 59.8507429,30.128299 59.850724,30.128535 59.8506836,30.1286691 59.8506351))"	scrub	way	"1120872301"
"POLYGON ((30.1315069 59.8530302,30.1313674 59.8531138,30.1313782 59.8531703,30.1315767 59.8533158,30.131861 59.8535233,30.1320487 59.8536607,30.1321775 59.8537981,30.132274 59.8539004,30.1323223 59.8539705,30.1333523 59.8539678,30.1335615 59.8539112,30.1336151 59.853887,30.1337707 59.8538546,30.1337278 59.8537711,30.1335722 59.8536256,30.1333845 59.8534047,30.1331055 59.8530949,30.1328534 59.8528174,30.1326764 59.8526746,30.1325154 59.8525507,30.1323706 59.8524672,30.1321667 59.8523729,30.1320273 59.8523136,30.1319629 59.8523486,30.13192 59.8524402,30.1319307 59.8525507,30.1318932 59.8526288,30.1318234 59.8526692,30.1316732 59.8527258,30.131523 59.8528039,30.131405 59.8528632,30.1313943 59.8529413,30.1315069 59.8530302))"	scrub	way	"1120872302"
"POLYGON ((30.133599 59.8541402,30.1335454 59.8540917,30.1332933 59.8540621,30.1330036 59.8540486,30.1323974 59.8540675,30.132333 59.8540728,30.1323706 59.854151,30.1323867 59.8542991,30.132392 59.8544931,30.1324242 59.8545632,30.1325422 59.8545874,30.1327193 59.8545928,30.1329231 59.8545874,30.1330411 59.8546036,30.1331377 59.8546548,30.133245 59.8547167,30.1333791 59.8547517,30.1334918 59.854741,30.1335722 59.8546898,30.1336366 59.8546224,30.1336902 59.8544931,30.133701 59.8543234,30.1336795 59.8542156,30.133599 59.8541402))"	scrub	way	"1120872303"
"POLYGON ((30.1106854 59.8593452,30.1103804 59.8593131,30.1106587 59.8596632,30.1109718 59.8598428,30.1117097 59.859854,30.1119557 59.8597193,30.1117768 59.8595733,30.1115084 59.8593488,30.1115532 59.8591467,30.1108169 59.8591109,30.1106854 59.8593452))"	scrub	way	"1121494584"
"POLYGON ((30.1070481 59.8576156,30.1094442 59.8576844,30.1093338 59.8586315,30.1096047 59.8586415,30.1097945 59.8585595,30.1099518 59.858264,30.1100206 59.8573031,30.1072748 59.857272,30.1069841 59.8573262,30.1070481 59.8576156))"	scrub	way	"1121494585"
"POLYGON ((30.110274 59.8590479,30.1103354 59.8589396,30.1097744 59.8587711,30.1091605 59.8591017,30.110274 59.8590479))"	scrub	way	"1121494586"
"POLYGON ((30.4567153 59.7273835,30.4568543 59.7273893,30.4583717 59.7274096,30.4575884 59.7269323,30.4573819 59.7268755,30.4571566 59.7268566,30.4570037 59.7268796,30.4569232 59.7269242,30.4568294 59.7270175,30.4567865 59.7271006,30.4567153 59.7273835))"	grassland	way	"1123171894"
"POLYGON ((30.4566014 59.7268349,30.4567489 59.7268471,30.4568589 59.7267187,30.4570144 59.7266186,30.4571378 59.7265794,30.4573014 59.7265672,30.4574972 59.7266227,30.4578379 59.7267876,30.4585111 59.7271547,30.4586895 59.7270797,30.4578701 59.7266173,30.4577172 59.7265321,30.4575737 59.7264624,30.4574154 59.726407,30.4571794 59.7263401,30.4569554 59.7262968,30.4568683 59.7262893,30.4567234 59.7263495,30.4566014 59.7268349))"	grassland	way	"1123171896"
"POLYGON ((30.459871 59.7283081,30.4603833 59.7280999,30.4603873 59.7280343,30.4586895 59.7270797,30.4585111 59.7271547,30.4592675 59.7275543,30.4592997 59.7276219,30.4592353 59.727722,30.4597409 59.7280701,30.4597744 59.7281391,30.4597194 59.728204,30.459871 59.7283081))"	grassland	way	"1123171897"
"POLYGON ((30.4610807 59.7288875,30.4611236 59.728901,30.4611813 59.728901,30.4615259 59.7287604,30.4615326 59.728682,30.4605871 59.7281445,30.4604369 59.7281431,30.4600292 59.7283196,30.4600239 59.7283527,30.4600681 59.7283825,30.4601057 59.7283906,30.4602103 59.728396,30.4610807 59.7288875))"	grassland	way	"1123171898"
