WKT	FEE	NAME	NAME_EN	NAME_RU	PARKING	ACCESS	CAPACITY	OSM_TYPE	OSM_ID
"POLYGON ((29.9194364 59.8665172,29.9192516 59.8660709,29.9178832 59.8662137,29.9180378 59.866587,29.918068 59.86666,29.9194364 59.8665172))"					surface	private		way	"356926845"
"POLYGON ((29.949366 60.0871435,29.9493633 60.0872256,29.9497857 60.087229,29.9497884 60.087147,29.949366 60.0871435))"								way	"356965960"
"POLYGON ((29.9129702 59.8548451,29.9128718 59.854687,29.912449 59.8547434,29.9125288 59.8549012,29.9129702 59.8548451))"					surface			way	"357488471"
"POLYGON ((30.3685866 59.9183611,30.3689391 59.9183894,30.3689589 59.9183275,30.3691227 59.9178143,30.3687702 59.917786,30.3685866 59.9183611))"	yes				multi-storey	private		way	"357815785"
"POLYGON ((30.3146209 59.8753856,30.3146252 59.8753307,30.314356 59.8753253,30.3143545 59.8753822,30.3144217 59.8753831,30.3144565 59.8753836,30.3146209 59.8753856))"	no				surface		"4"	way	"358315764"
"POLYGON ((30.3149293 59.8731592,30.3148634 59.8731587,30.3143591 59.8731541,30.3141469 59.8731527,30.3142267 59.8732344,30.3147864 59.8732414,30.3149293 59.8731592))"	no				surface	yes		way	"358315766"
"POLYGON ((29.9686584 60.0875102,29.9689478 60.0876495,29.9691062 60.0875526,29.969027 60.0874801,29.9687448 60.0874104,29.9686426 60.0874384,29.9686584 60.0875102))"	no					yes		way	"358588247"
"POLYGON ((30.379148 59.7325836,30.3811236 59.7328901,30.3818343 59.7321995,30.3813452 59.7321259,30.3810101 59.7326654,30.3799534 59.7325101,30.3802993 59.7319352,30.3800452 59.7319053,30.3795993 59.7318944,30.379148 59.7325836))"								way	"358755809"
"POLYGON ((29.7641079 59.9159582,29.7640861 59.9158282,29.7636297 59.9158474,29.763644 59.9159445,29.7636508 59.9159774,29.7641079 59.9159582))"								way	"358926342"
"POLYGON ((30.3223382 60.0482735,30.3223684 60.0482204,30.320617 60.0479712,30.3205867 60.0480242,30.3223382 60.0482735))"					surface			way	"359052839"
"POLYGON ((29.9119926 59.8713089,29.9124884 59.8712533,29.912444 59.8711535,29.9119482 59.871209,29.9119926 59.8713089))"	no					customers		way	"359282827"
"POLYGON ((29.9118233 59.8714354,29.911983 59.8714178,29.9119015 59.8712317,29.9117418 59.8712493,29.9118233 59.8714354))"	no				surface	yes		way	"359282828"
"POLYGON ((29.9119735 59.871786,29.9121251 59.8717696,29.9120624 59.871624,29.9120248 59.8716281,29.9119108 59.8716405,29.9119735 59.871786))"	no				surface	yes		way	"359282829"
"POLYGON ((30.3877512 59.9750755,30.3883576 59.9749775,30.3882242 59.9747708,30.3882044 59.974774,30.3876179 59.9748688,30.3877512 59.9750755))"					surface	customers		way	"359654801"
"POLYGON ((30.3187893 60.0523985,30.3186514 60.0526423,30.3191939 60.0527184,30.3197216 60.0526171,30.3197637 60.0525359,30.3187893 60.0523985))"					surface			way	"359920591"
"POLYGON ((30.329879 60.0504902,30.3300803 60.0504523,30.3302971 60.0505228,30.3304067 60.0505022,30.3300505 60.050031,30.3295966 60.0501165,30.329879 60.0504902))"					surface			way	"359920598"
"POLYGON ((30.324291 60.0461606,30.3241907 60.0460188,30.3238643 60.0460755,30.3238101 60.0461513,30.3237189 60.0461943,30.3237414 60.0462228,30.3238047 60.0462221,30.3238321 60.0462416,30.3239844 60.0462147,30.3240374 60.0462054,30.324291 60.0461606))"					surface			way	"359920599"
"POLYGON ((30.3243078 60.053089,30.3242382 60.0532097,30.324743 60.0532823,30.3249142 60.0529857,30.3244093 60.0529131,30.3243673 60.0529859,30.3245346 60.05301,30.3244751 60.0531131,30.3243078 60.053089))"					surface	destination		way	"359920608"
"POLYGON ((30.3217282 59.8860531,30.3209938 59.8860468,30.3209798 59.8864601,30.3216053 59.8864655,30.321608 59.8863872,30.3217168 59.8863881,30.3217282 59.8860531))"					surface	permissive		way	"359996579"
"POLYGON ((30.3323229 60.0546126,30.3325172 60.0545737,30.3324848 60.0545334,30.3325669 60.0545169,30.3325993 60.0545572,30.3328789 60.0545011,30.3328407 60.0544537,30.3329283 60.0544361,30.3329665 60.0544836,30.3330797 60.0544609,30.3329743 60.05433,30.3330447 60.0543159,30.3329273 60.0541701,30.3326408 60.0542275,30.3327738 60.0543929,30.3328699 60.0543736,30.3328825 60.0543892,30.3327491 60.054416,30.332711 60.0543686,30.3324816 60.0544146,30.3325171 60.0544588,30.3324387 60.0544746,30.3324031 60.0544304,30.3322077 60.0544696,30.3323229 60.0546126))"	no				surface	yes		way	"360213836"
"POLYGON ((30.3328779 60.0557461,30.332966 60.0558542,30.333324 60.0557816,30.3332359 60.0556735,30.3328779 60.0557461))"	no				surface	yes		way	"360213856"
"POLYGON ((30.3344786 60.0560374,30.3345812 60.0561633,30.3350781 60.0560625,30.3349755 60.0559366,30.3344786 60.0560374))"	no				surface	yes		way	"360213862"
"POLYGON ((30.3272879 60.0581104,30.3276539 60.0580361,30.3274731 60.0578144,30.3271071 60.0578887,30.3272879 60.0581104))"					surface			way	"360213863"
"POLYGON ((30.3351691 60.0560014,30.3354173 60.0563061,30.3356838 60.0562521,30.3354356 60.0559473,30.3351691 60.0560014))"	no				surface	yes		way	"360213866"
"POLYGON ((30.3321018 60.0551966,30.3329709 60.0550202,30.3328645 60.0548896,30.3319953 60.055066,30.3321018 60.0551966))"	no				surface	yes		way	"360213871"
"POLYGON ((30.324119 60.0573899,30.3242732 60.0573598,30.3238809 60.0568585,30.3237266 60.0568886,30.324119 60.0573899))"					surface	yes		way	"360213874"
"POLYGON ((30.3236291 60.0550925,30.3243838 60.0549424,30.3251741 60.0547852,30.3250684 60.0546528,30.324272 60.0548112,30.3235234 60.0549601,30.3236291 60.0550925))"					surface			way	"360289122"
"POLYGON ((30.3123747 60.0587539,30.3132621 60.0585744,30.3131701 60.0584611,30.3122827 60.0586406,30.3123747 60.0587539))"					surface	private		way	"360726063"
"POLYGON ((30.319858 60.0613013,30.3204197 60.0611851,30.3202963 60.0610365,30.3197346 60.0611528,30.319858 60.0613013))"					surface			way	"360726065"
"POLYGON ((30.3218324 60.0623891,30.3225916 60.0622401,30.3224972 60.0621202,30.321738 60.0622693,30.3218324 60.0623891))"	no				surface	yes		way	"360726074"
"POLYGON ((30.3146819 60.0625915,30.3151737 60.0624915,30.3149628 60.0622331,30.314471 60.062333,30.3146819 60.0625915))"					surface			way	"360726087"
"POLYGON ((30.3242688 60.0610873,30.3244216 60.0610526,30.3243968 60.0610032,30.3247113 60.0609416,30.3245384 60.0607207,30.3243609 60.0607589,30.3242688 60.0610873))"					surface			way	"360726113"
"POLYGON ((30.3164204 60.0587644,30.3167963 60.058689,30.3165807 60.0584214,30.3163279 60.0584722,30.3164216 60.0585885,30.3162986 60.0586132,30.3164204 60.0587644))"	no				surface	yes		way	"360726114"
"POLYGON ((30.3222989 60.0584968,30.3222829 60.0585152,30.3219901 60.0588475,30.3223198 60.058896,30.3224349 60.0588754,30.3226084 60.0586446,30.3225664 60.0585899,30.3222989 60.0584968))"						private		way	"360726117"
"POLYGON ((30.309305 60.0598199,30.3089505 60.0597567,30.3084436 60.0604641,30.3084884 60.0604721,30.308647 60.0605004,30.3087378 60.0603737,30.3089336 60.0604087,30.3092374 60.0599846,30.3091927 60.0599766,30.309305 60.0598199))"	no				surface			way	"360726128"
"POLYGON ((30.3759231 60.0439266,30.3761453 60.0438794,30.3758498 60.0435326,30.3756276 60.0435798,30.3759231 60.0439266))"					street_side			way	"360813144"
"POLYGON ((30.3725382 60.0356447,30.3727008 60.0358368,30.3727809 60.0358199,30.3726182 60.0356278,30.3725382 60.0356447))"					street_side			way	"360813153"
"POLYGON ((30.3727728 60.0359181,30.3731865 60.0364069,30.373267 60.0363899,30.3728532 60.0359011,30.3727728 60.0359181))"					street_side			way	"360813157"
"POLYGON ((30.3789322 60.022962,30.3787546 60.0230735,30.3792019 60.0232513,30.3793794 60.0231397,30.3789322 60.022962))"					surface			way	"361017992"
"POLYGON ((30.3751294 60.0185801,30.3756074 60.0186134,30.3756646 60.0185495,30.3754724 60.0184652,30.3751636 60.0184508,30.3751294 60.0185801))"					surface			way	"361017999"
"POLYGON ((30.3757746 60.0188587,30.3757162 60.0190783,30.3761097 60.0191053,30.376153 60.018879,30.3760591 60.0188562,30.3760413 60.0188283,30.376087 60.0186417,30.3758789 60.0186328,30.375828 60.0188638,30.3757746 60.0188587))"					surface			way	"361018021"
"POLYGON ((30.0933593 59.7409156,30.0936517 59.7408054,30.0933184 59.7405808,30.093026 59.740691,30.0933593 59.7409156))"	no				surface	yes		way	"361142689"
"POLYGON ((30.3374759 60.0558773,30.3377376 60.0558263,30.3374084 60.0554054,30.3371467 60.0554564,30.3374759 60.0558773))"	no				surface	yes		way	"361298972"
"POLYGON ((30.3481861 60.0557895,30.3488084 60.0556628,30.3486625 60.0554842,30.3480402 60.0556109,30.3481861 60.0557895))"	no				surface	yes		way	"361298982"
"POLYGON ((30.350914 60.0547543,30.3513548 60.0546649,30.3511748 60.0544439,30.3507341 60.0545333,30.350914 60.0547543))"	no				surface	yes		way	"361298983"
"POLYGON ((30.3371014 60.0550106,30.3369179 60.055044,30.3371367 60.0553332,30.3373194 60.0552988,30.3371014 60.0550106))"	no				surface	yes		way	"361298988"
"POLYGON ((30.3423451 60.056138,30.3422174 60.0559799,30.3425735 60.0559082,30.3423869 60.0556772,30.3416832 60.0558188,30.3411274 60.0559307,30.3414416 60.0563198,30.3423451 60.056138))"	no							way	"361299013"
"POLYGON ((30.3350041 59.8326949,30.3345966 59.8326043,30.3342914 59.8325537,30.3339213 59.8325119,30.3338318 59.8327409,30.3343944 59.8329951,30.3345139 59.8330143,30.3349189 59.8328091,30.3350041 59.8326949))"					surface			way	"361322132"
"POLYGON ((30.3122299 59.9082159,30.313909 59.9082231,30.3139107 59.9081216,30.3122317 59.9081144,30.3122299 59.9082159))"	no				surface	yes		way	"361577417"
"POLYGON ((29.7047724 60.1883058,29.7053983 60.1883113,29.7054257 60.1880874,29.7047614 60.1880929,29.7047724 60.1883058))"								way	"361681628"
"POLYGON ((30.3500201 59.980459,30.3501417 59.9804702,30.3502305 59.9802315,30.3501092 59.9802206,30.3500427 59.9803985,30.3500201 59.980459))"	no				surface	yes		way	"361906458"
"POLYGON ((30.3327352 60.0282535,30.3333151 60.0282827,30.3334497 60.0276147,30.3330889 60.0275965,30.3330505 60.0277869,30.3328843 60.0277759,30.3328177 60.0278246,30.3327352 60.0282535))"					multi-storey	private		way	"362101474"
"POLYGON ((30.1760838 59.8592458,30.176484 59.8591558,30.1765239 59.8591469,30.1761978 59.8587847,30.1757496 59.8588809,30.1760838 59.8592458))"	no				surface	yes		way	"362307272"
"POLYGON ((30.3137784 60.0631995,30.3147876 60.0634001,30.3148194 60.0634506,30.3147674 60.0634982,30.3148628 60.0636295,30.3152358 60.0635574,30.3150074 60.0633236,30.3146922 60.0632601,30.3147298 60.0632125,30.3142092 60.0631042,30.3138102 60.0631605,30.3137784 60.0631995))"	no				surface			way	"362327130"
"POLYGON ((30.3107894 60.0627031,30.3117553 60.0624895,30.311673 60.0623968,30.3107071 60.0626104,30.3107894 60.0627031))"	no				surface			way	"362327139"
"POLYGON ((30.3160046 60.0605813,30.3161534 60.0605509,30.3155631 60.0598317,30.3154143 60.0598621,30.3160046 60.0605813))"	no				surface			way	"362327153"
"POLYGON ((30.3159954 60.0610574,30.3163016 60.0609968,30.3161134 60.06076,30.3158073 60.0608206,30.3159954 60.0610574))"	no				surface			way	"362327155"
"POLYGON ((30.3094908 60.0617203,30.3099841 60.0618107,30.3100998 60.0616534,30.3096858 60.0615775,30.3096065 60.061563,30.3094908 60.0617203))"					surface	private		way	"362327159"
"POLYGON ((30.312944 60.0639416,30.3130851 60.0639232,30.3134593 60.0639702,30.3135676 60.0638436,30.3132936 60.0637824,30.3133857 60.063664,30.3131791 60.0636232,30.312944 60.0639416))"	no				surface			way	"362327166"
"POLYGON ((29.8479514 59.8702658,29.8484256 59.8703277,29.848441 59.8703019,29.8484561 59.8702959,29.8484695 59.8702981,29.8484799 59.8703062,29.8484705 59.8703095,29.8484896 59.8703237,29.8486425 59.8702671,29.8486117 59.8702427,29.8486073 59.8702306,29.8486188 59.8702194,29.8486998 59.8701917,29.8487273 59.8701888,29.8487565 59.8701897,29.8487798 59.8701939,29.8488006 59.8702006,29.8488343 59.8702235,29.8490011 59.8701544,29.8488694 59.8700599,29.8487954 59.870088,29.8487399 59.870051,29.8484584 59.870157,29.8484936 59.8701912,29.8484948 59.8701953,29.8484908 59.8702002,29.8484514 59.8702148,29.848445 59.8702142,29.848443 59.8702114,29.8484598 59.8701729,29.8480712 59.8701214,29.8480481 59.8701624,29.8480363 59.8701648,29.8480068 59.870135,29.8480075 59.8701266,29.8480829 59.8701079,29.8479359 59.8699432,29.8478499 59.8699615,29.8478157 59.8699201,29.8476067 59.8699678,29.8476873 59.8700663,29.847744 59.8700552,29.8477845 59.8700535,29.8478144 59.8700633,29.8478409 59.8700778,29.8478865 59.8701279,29.8478861 59.8701365,29.8478657 59.8701475,29.847817 59.8701583,29.8478905 59.87024,29.8479377 59.8702303,29.8479559 59.8702303,29.8479622 59.8702388,29.8479514 59.8702658))"								way	"362358451"
"POLYGON ((30.3252555 60.0366417,30.3250465 60.0365586,30.3248774 60.0363135,30.3246178 60.0363581,30.3248633 60.036714,30.3251253 60.0366689,30.3252534 60.0368546,30.325604 60.0367943,30.325473 60.0366043,30.3252555 60.0366417))"					surface			way	"362484409"
"POLYGON ((30.3144319 59.8801868,30.3146734 59.8801888,30.3146782 59.8800435,30.3144367 59.8800415,30.3144319 59.8801868))"					surface			way	"362594227"
"POLYGON ((30.3144777 59.8795592,30.3146038 59.8795605,30.3146065 59.8794964,30.3144804 59.879495,30.3144777 59.8795592))"					surface		"2"	way	"362594229"
"POLYGON ((30.3144473 59.8798808,30.31444 59.8800274,30.3146812 59.8800304,30.3146885 59.8798838,30.3144473 59.8798808))"					surface			way	"362594230"
"POLYGON ((30.3144469 59.879867,30.3146884 59.8798702,30.3146958 59.8797259,30.3144544 59.8797228,30.3144469 59.879867))"					surface			way	"362594231"
"POLYGON ((30.3146589 59.8803624,30.3144218 59.8803609,30.3144182 59.8805075,30.3146552 59.8805089,30.3146589 59.8803624))"					surface			way	"362594232"
"POLYGON ((30.3646227 60.0519814,30.3647772 60.0519513,30.3645612 60.051675,30.3644068 60.0517051,30.3646227 60.0519814))"					surface			way	"362867093"
"POLYGON ((30.3669439 60.0517872,30.3673004 60.0517385,30.3672468 60.0516407,30.3668903 60.0516895,30.3669439 60.0517872))"					surface			way	"362867096"
"POLYGON ((30.3591947 60.0532113,30.3597206 60.0531063,30.3596056 60.0529628,30.3590796 60.0530678,30.3591947 60.0532113))"					surface			way	"362867141"
"POLYGON ((30.3695234 60.0518178,30.3697269 60.0517804,30.3694413 60.0514164,30.3692437 60.0514488,30.3695234 60.0518178))"					surface			way	"362867163"
"POLYGON ((30.3523992 60.0429644,30.3524544 60.0430278,30.352511 60.0430927,30.353835 60.0428052,30.3537233 60.0426769,30.3523992 60.0429644))"					surface	private		way	"362867183"
"POLYGON ((30.2644812 60.013118,30.264743 60.0130789,30.2643938 60.0124387,30.2641241 60.0124748,30.2644812 60.013118))"					surface	private		way	"363570589"
"POLYGON ((30.2598066 60.0117975,30.2605354 60.0120134,30.2606398 60.0119255,30.2599109 60.0117095,30.2598066 60.0117975))"	no				surface	yes		way	"363570592"
"POLYGON ((30.2569505 60.0118115,30.257506 60.0119778,30.2579251 60.0116282,30.2573696 60.0114618,30.2569505 60.0118115))"					surface			way	"363570605"
"POLYGON ((30.2531269 60.0136373,30.2534075 60.0137215,30.2538877 60.0133214,30.2536737 60.0132572,30.2536072 60.0132373,30.2531269 60.0136373))"	no				surface	yes		way	"363570609"
"POLYGON ((30.2650929 60.0098749,30.2650655 60.0098143,30.2646934 60.0099515,30.2646809 60.0100117,30.2647994 60.0101894,30.265292 60.0101239,30.2652381 60.0099926,30.265157 60.0100019,30.2650929 60.0098749))"					surface	private		way	"363570624"
"POLYGON ((30.3718213 59.8083443,30.3720213 59.8083612,30.372066 59.8083662,30.3724144 59.8083992,30.3724319 59.8083522,30.3726528 59.8083746,30.3728014 59.8079991,30.3724828 59.8079682,30.3724999 59.8079224,30.3719945 59.8078745,30.3718213 59.8083443))"	yes				surface	yes		way	"363587350"
"POLYGON ((30.3743837 59.8078178,30.3748501 59.8078725,30.374872 59.8078224,30.3750636 59.8073847,30.3750766 59.807355,30.3746251 59.8073026,30.3743837 59.8078178))"					multi-storey	private	"230"	way	"363596524"
"POLYGON ((30.3750237 59.8059135,30.3748637 59.8062326,30.3750192 59.8063081,30.3754075 59.8061629,30.3751338 59.8059854,30.3750237 59.8059135))"								way	"363625136"
"POLYGON ((30.3718209 59.8077913,30.3718796 59.8077969,30.3719287 59.8078016,30.3719714 59.8076768,30.3718967 59.8076704,30.3718658 59.8076677,30.3718209 59.8077913))"					underground	private		way	"363627655"
"POLYGON ((30.2564857 59.8422326,30.2567235 59.84182,30.2565737 59.8418013,30.2563423 59.8422119,30.2564857 59.8422326))"					street_side			way	"363698133"
"POLYGON ((30.4092898 60.0348663,30.4090028 60.0349199,30.4094303 60.0354608,30.4097279 60.035405,30.4092898 60.0348663))"					surface	customers		way	"363729655"
"POLYGON ((30.4091216 60.0347136,30.408746 60.03424,30.4085127 60.0342862,30.4088883 60.0347598,30.4090154 60.0347346,30.4091216 60.0347136))"					surface	customers		way	"363732306"
"POLYGON ((30.3621916 59.8114964,30.363534 59.8115864,30.3635567 59.8115006,30.3636291 59.8112275,30.3636575 59.8111204,30.3636659 59.8110889,30.3637105 59.8109203,30.3623681 59.8108303,30.3623183 59.8110182,30.3623128 59.8110392,30.3622867 59.8111375,30.3622147 59.8114093,30.3621916 59.8114964))"	yes				underground	private	"320"	way	"364345510"
"POLYGON ((30.3643062 59.970937,30.3644054 59.9709501,30.3644945 59.9707564,30.3643944 59.9707449,30.3643062 59.970937))"	no				surface	private		way	"364362785"
"POLYGON ((30.3642906 59.9711994,30.3643677 59.9710319,30.3642679 59.9710206,30.3641917 59.9711865,30.3642906 59.9711994))"	no				surface	private		way	"364362787"
"POLYGON ((30.3182702 59.8777836,30.3186093 59.8777926,30.3186115 59.8777719,30.3186191 59.8776998,30.31828 59.8776908,30.318273 59.8777571,30.3182702 59.8777836))"								way	"364432252"
"POLYGON ((30.2696947 60.1083798,30.2698173 60.1083933,30.2706809 60.1084889,30.2707993 60.1082232,30.2701146 60.1081474,30.2700951 60.1081911,30.2697936 60.1081578,30.2696947 60.1083798))"								way	"364491171"
"POLYGON ((30.372103 59.9788268,30.3726014 59.9786546,30.3722234 59.9783807,30.3719842 59.9784633,30.3719248 59.9784203,30.3716656 59.9785098,30.3719435 59.9787112,30.372103 59.9788268))"					multi-storey		"335"	way	"364491650"
"POLYGON ((30.2741916 60.0066406,30.2742511 60.0067517,30.274286 60.006815,30.2744949 60.0067884,30.2745114 60.006821,30.2749671 60.006763,30.274944 60.006717,30.275215 60.0066831,30.2751969 60.006646,30.2751568 60.0065678,30.2751183 60.0065728,30.2749702 60.0065909,30.2746458 60.0066323,30.2746223 60.0065863,30.2742775 60.0066302,30.2741916 60.0066406))"	no				surface	yes		way	"364505689"
"POLYGON ((30.2311668 60.0298775,30.2311669 60.0299204,30.2315849 60.02992,30.2315848 60.0298771,30.2311668 60.0298775))"	no				surface	yes		way	"364509317"
"POLYGON ((30.2335347 60.0293262,30.2340197 60.02891,30.233948 60.0288878,30.2340038 60.0288404,30.234068 60.0287829,30.2341326 60.0287251,30.2342059 60.0287462,30.2348806 60.0281669,30.234701 60.0281167,30.2333519 60.0292783,30.2335347 60.0293262))"	no				surface			way	"364509321"
"POLYGON ((30.2472875 60.0222372,30.2480192 60.0224553,30.2481714 60.0223248,30.2474334 60.022115,30.2472875 60.0222372))"					surface	private		way	"364509355"
"POLYGON ((30.2373991 60.0213246,30.2384338 60.0211998,30.2384045 60.0211391,30.2373698 60.021264,30.2373991 60.0213246))"	no				surface			way	"364509356"
"POLYGON ((30.2278204 60.0255572,30.2276696 60.0254625,30.2245092 60.026719,30.22466 60.0268137,30.2278204 60.0255572))"					surface	private		way	"364509364"
"POLYGON ((30.2458405 60.02108,30.2461445 60.0211674,30.2463224 60.0210129,30.2460184 60.0209255,30.2458405 60.02108))"	no				surface	yes		way	"364509372"
"POLYGON ((30.2359998 60.019648,30.2360958 60.019676,30.2364689 60.019357,30.2363729 60.019329,30.2359998 60.019648))"	no				surface	yes		way	"364509382"
"POLYGON ((30.2390424 60.0248753,30.2393701 60.0245994,30.2390972 60.0245185,30.2387696 60.0247944,30.2390424 60.0248753))"	no				surface	yes		way	"364509386"
"POLYGON ((30.2239965 60.0270767,30.2246018 60.0268361,30.2244494 60.0267404,30.2238442 60.0269811,30.2239965 60.0270767))"					surface			way	"364509397"
"POLYGON ((30.2454378 60.0176904,30.2456548 60.0175128,30.2453657 60.0174246,30.2451942 60.0175649,30.2453316 60.0176068,30.245286 60.017644,30.2454378 60.0176904))"	no				surface			way	"364509469"
"POLYGON ((30.2377886 60.0217653,30.2383583 60.0219139,30.2384047 60.021926,30.238518 60.0219136,30.238348 60.0216324,30.2377629 60.0216779,30.2377886 60.0217653))"	no				surface			way	"364509481"
"POLYGON ((30.2485007 60.0225202,30.2488408 60.0226216,30.2487976 60.0226578,30.2489619 60.0227068,30.2491875 60.0225178,30.2490286 60.0224705,30.2489653 60.0225234,30.2486198 60.0224204,30.2485007 60.0225202))"					surface	private		way	"364509499"
"POLYGON ((30.3299474 59.8272282,30.33133 59.8279192,30.3314513 59.8279045,30.3314374 59.8277718,30.3312857 59.8276718,30.3302637 59.8270983,30.3299474 59.8272282))"	no					private		way	"364515239"
"POLYGON ((30.3285522 59.8259912,30.3288141 59.8263031,30.3291146 59.8265956,30.3297058 59.827094,30.3298378 59.8271799,30.3301637 59.8270343,30.3300776 59.8269481,30.3296273 59.8265718,30.3292593 59.8262187,30.3290459 59.8258819,30.3285522 59.8259912))"	no					private		way	"364515240"
"POLYGON ((30.3147868 60.0270478,30.3145364 60.0270182,30.3144975 60.0271001,30.3145546 60.0271068,30.3146879 60.0271225,30.314748 60.0271296,30.3147623 60.0270996,30.3147868 60.0270478))"					multi-storey	private		way	"364735415"
"POLYGON ((30.3224092 60.0443704,30.3227568 60.0443704,30.3227568 60.0443424,30.3224092 60.0443424,30.3224092 60.0443704))"	no				surface	yes		way	"365065123"
"POLYGON ((30.3541574 59.9860578,30.3553047 59.9861672,30.3554092 59.9860104,30.3555655 59.9858792,30.3557069 59.9858085,30.3559487 59.9857154,30.3543516 59.9855639,30.3541574 59.9860578))"	yes				surface	yes	"150"	way	"365067813"
"POLYGON ((30.3524351 59.9858425,30.3527286 59.9858729,30.3531185 59.9849331,30.3529708 59.9849178,30.3528246 59.9849026,30.3524351 59.9858425))"	no				surface	yes	"60"	way	"365067816"
"POLYGON ((30.4271746 60.0248538,30.4273785 60.0248028,30.4271462 60.0245707,30.4269422 60.0246217,30.4271746 60.0248538))"	no				surface	yes		way	"365209023"
"POLYGON ((30.428663 60.0103573,30.428785 60.0104611,30.4290588 60.0103807,30.4289367 60.0102769,30.428663 60.0103573))"	no				surface	yes		way	"365209068"
"POLYGON ((30.4290284 60.0266196,30.4293852 60.0265303,30.4293674 60.0265126,30.4292314 60.0263769,30.4288745 60.0264662,30.4290284 60.0266196))"					surface			way	"365209084"
"POLYGON ((30.4380616 59.9996806,30.4377609 60.0009642,30.4392428 60.0010448,30.4394219 60.0000852,30.4390946 59.9998244,30.438665 59.999742,30.4380616 59.9996806))"								way	"365209091"
"POLYGON ((30.4279334 60.025695,30.4281505 60.0256408,30.4280232 60.0255136,30.4288565 60.0253055,30.4287605 60.0252096,30.4279496 60.0254121,30.4279305 60.0253931,30.4276911 60.0254529,30.4279334 60.025695))"					surface			way	"365209104"
"POLYGON ((30.438665 59.999742,30.4390946 59.9998244,30.4394786 59.9999087,30.4396963 59.9999213,30.4397736 59.9996088,30.4396847 59.9995638,30.4395932 59.9995616,30.4390483 59.9996509,30.4387214 59.9996575,30.438665 59.999742))"								way	"365209110"
"POLYGON ((29.8775985 60.1638586,29.8784504 60.1636839,29.878329 60.1635977,29.8775404 60.1637884,29.8775985 60.1638586))"	no				surface	customers		way	"365480854"
"POLYGON ((30.4023771 59.9751771,30.4027274 59.9750935,30.4027131 59.9749652,30.4025947 59.9749429,30.4024509 59.9750636,30.4023045 59.9751004,30.4023771 59.9751771))"					surface			way	"365594214"
"POLYGON ((30.4496462 59.915635,30.4496953 59.915583,30.4490371 59.9154272,30.448988 59.9154791,30.4496462 59.915635))"	no				surface	yes		way	"365655382"
"POLYGON ((30.1055007 59.7218761,30.1062135 59.7219605,30.1062874 59.7217585,30.1063914 59.7214487,30.106393 59.7213562,30.1061502 59.721327,30.1060922 59.7213986,30.1060447 59.7213893,30.1058462 59.721691,30.1056235 59.721659,30.1055007 59.7218761))"	no				surface	yes		way	"365972942"
"POLYGON ((30.4022507 59.965615,30.4023926 59.9655767,30.4022674 59.9654605,30.4021254 59.9654989,30.4022507 59.965615))"					surface			way	"365990230"
"POLYGON ((30.3298086 59.8286495,30.329792 59.8289361,30.3305827 59.8289455,30.330601 59.8286618,30.3298086 59.8286495))"	no				surface	private		way	"366216503"
"POLYGON ((30.3580591 59.832683,30.357786 59.8326539,30.3577561 59.8327322,30.3580279 59.8327591,30.3580591 59.832683))"					surface			way	"366271149"
"POLYGON ((30.3764267 59.9559774,30.3762166 59.9560904,30.3762904 59.9561218,30.3773062 59.9565544,30.3776731 59.9567077,30.3777525 59.9566705,30.3778509 59.9566203,30.3769668 59.9561662,30.3768904 59.9561968,30.3766472 59.9560817,30.3765495 59.9560355,30.3764267 59.9559774))"					surface			way	"366423118"
"POLYGON ((30.3742346 59.9565439,30.374086 59.9566896,30.3741581 59.9567798,30.3741581 59.9568394,30.3739563 59.957027,30.3739143 59.9570771,30.3740085 59.9571307,30.3740238 59.9571817,30.3739933 59.9572302,30.3739744 59.957252,30.374078 59.9573102,30.3748383 59.956953,30.3746113 59.9568286,30.3743447 59.9567645,30.3744888 59.9566148,30.3742346 59.9565439))"					surface			way	"366423124"
"POLYGON ((30.3963157 59.9616471,30.3968929 59.9623317,30.3969537 59.9623468,30.3970825 59.962318,30.3971181 59.9622841,30.3965408 59.9615995,30.3963157 59.9616471))"					surface	private		way	"366423182"
"POLYGON ((30.3821177 59.9600559,30.3824044 59.9601438,30.3825801 59.9600001,30.3822935 59.9599123,30.3821177 59.9600559))"	no				surface	private		way	"366423195"
"POLYGON ((30.3960108 59.9612837,30.3962289 59.9612389,30.3961653 59.9611641,30.3955914 59.960488,30.3951343 59.9599497,30.3950148 59.9599802,30.3949052 59.9600039,30.3960108 59.9612837))"					surface	customers		way	"366423217"
"POLYGON ((30.3820687 59.9670189,30.3829501 59.966813,30.3828375 59.9666923,30.3826083 59.9667448,30.3822858 59.966821,30.3821014 59.9668618,30.3819476 59.9668937,30.3820687 59.9670189))"					surface			way	"366423219"
"POLYGON ((30.3901552 59.9658954,30.3913566 59.9655449,30.3918859 59.9653897,30.3918626 59.9653694,30.3922894 59.9652465,30.3921909 59.9651608,30.3899893 59.9657965,30.3900867 59.9658736,30.3901552 59.9658954))"	yes				surface	yes		way	"366423224"
"POLYGON ((30.1515862 59.8329887,30.1521805 59.83298,30.152172 59.8328322,30.1515777 59.8328409,30.1515862 59.8329887))"	no				surface	yes		way	"366914556"
"POLYGON ((30.0822992 59.7340543,30.0820007 59.7336583,30.0815126 59.7336859,30.0814286 59.733742,30.0815958 59.7341808,30.0822992 59.7340543))"	no				surface	yes		way	"366980916"
