WKT	FEE	NAME	NAME_EN	NAME_RU	PARKING	ACCESS	CAPACITY	OSM_TYPE	OSM_ID
"POLYGON ((30.426298 60.0388322,30.4264395 60.0386639,30.4259553 60.0385576,30.4252786 60.0383682,30.4245464 60.0381533,30.423893 60.0378692,30.4235926 60.0379625,30.4241974 60.0382427,30.4246494 60.0383913,30.4252992 60.0385841,30.4259161 60.0387447,30.426298 60.0388322))"	yes				surface			way	"367040278"
"POLYGON ((30.4277721 60.0371427,30.4286384 60.0369693,30.4285556 60.0368661,30.4276893 60.0370394,30.4277721 60.0371427))"					surface			way	"367040366"
"POLYGON ((30.425243 60.0295395,30.4254035 60.0294994,30.4249197 60.0290168,30.4247592 60.029057,30.425243 60.0295395))"					surface			way	"367040375"
"POLYGON ((30.4206535 60.0264699,30.4210311 60.0263754,30.420884 60.0262287,30.4205064 60.0263232,30.4206535 60.0264699))"					surface			way	"367040377"
"POLYGON ((30.4295587 60.0385729,30.4301449 60.0384556,30.4300546 60.0383431,30.4294684 60.0384604,30.4295587 60.0385729))"					surface			way	"367040378"
"POLYGON ((30.4206798 60.0276322,30.4210379 60.0275379,30.4209465 60.0274512,30.4205883 60.0275455,30.4206798 60.0276322))"					surface			way	"367040380"
"POLYGON ((30.4246255 60.0316871,30.4249339 60.0316116,30.4248234 60.0314989,30.424515 60.0315744,30.4246255 60.0316871))"	no				surface	yes		way	"367040396"
"POLYGON ((30.4162493 60.0292797,30.4165827 60.0291935,30.4163909 60.0290084,30.4160575 60.0290947,30.4162493 60.0292797))"					surface			way	"367040406"
"POLYGON ((30.4122472 60.0257723,30.4125771 60.025681,30.4123957 60.0255173,30.4120658 60.0256086,30.4122472 60.0257723))"	no				surface	yes		way	"367040407"
"POLYGON ((30.4219675 60.0300991,30.4221273 60.0302587,30.422387 60.0301939,30.4222272 60.0300342,30.4219675 60.0300991))"					surface			way	"367040414"
"POLYGON ((30.4239262 60.0296397,30.424086 60.0297994,30.4243776 60.0297265,30.4242178 60.0295669,30.4239262 60.0296397))"					surface			way	"367040416"
"POLYGON ((30.4270031 60.0368212,30.4271599 60.0367892,30.4270356 60.0366376,30.4268788 60.0366696,30.4270031 60.0368212))"					surface			way	"367040419"
"POLYGON ((30.4173247 60.0305274,30.4176154 60.0305358,30.4177325 60.0305055,30.4176238 60.0303812,30.4173059 60.0304501,30.4173247 60.0305274))"					surface			way	"367040444"
"POLYGON ((30.4223534 60.0282735,30.4222245 60.0281456,30.4220606 60.027983,30.421855 60.0280347,30.4221478 60.0283252,30.4223534 60.0282735))"					surface			way	"367040454"
"POLYGON ((30.4168173 60.0309277,30.4179446 60.0309716,30.4178965 60.0309172,30.4180074 60.030889,30.4177009 60.0305921,30.4167337 60.0308232,30.4168173 60.0309277))"					surface			way	"367040461"
"POLYGON ((30.4173169 60.024916,30.4178331 60.0247732,30.4176646 60.0246212,30.4175607 60.0246499,30.4173409 60.0244516,30.4169286 60.0245657,30.4173169 60.024916))"	no				surface	yes		way	"367040466"
"POLYGON ((30.4250013 60.0306611,30.4257421 60.0312204,30.4258941 60.0311641,30.4257595 60.0310529,30.4257224 60.0310024,30.4257636 60.030887,30.4256543 60.0307973,30.4254625 60.0307788,30.4251966 60.0305966,30.4250013 60.0306611))"					surface			way	"367040507"
"POLYGON ((30.4223707 60.0308818,30.422531 60.0310375,30.4228995 60.0309428,30.4227392 60.0307871,30.4223707 60.0308818))"					surface			way	"367041409"
"POLYGON ((30.3507741 59.9805757,30.3508029 59.9806105,30.3508914 59.9806643,30.3510208 59.9806566,30.3511497 59.9803629,30.3508944 59.9802768,30.3507741 59.9805757))"	no				surface	yes		way	"367245286"
"POLYGON ((30.3154769 60.0422203,30.3155775 60.0422352,30.3159197 60.0417084,30.3158338 60.0416959,30.3154769 60.0422203))"					surface			way	"367498006"
"POLYGON ((30.3223393 60.0433484,30.3223218 60.0433765,30.322283 60.0434384,30.3232117 60.0435833,30.323268 60.0434933,30.3223393 60.0433484))"					surface			way	"367778241"
"POLYGON ((30.2644897 60.0220833,30.2647588 60.0218483,30.2646106 60.0218059,30.2643414 60.0220409,30.2644897 60.0220833))"					surface	private		way	"368044630"
"POLYGON ((30.3646768 60.0361787,30.3629506 60.0365231,30.3628314 60.0366113,30.3628502 60.0366364,30.364717 60.0362349,30.3646768 60.0361787))"					street_side			way	"368531360"
"POLYGON ((30.470672 59.9259892,30.470799 59.9260091,30.471264 59.9258971,30.4710715 59.925699,30.4705183 59.9258347,30.4705759 59.9258924,30.470672 59.9259892))"					surface	private		way	"368597576"
"POLYGON ((30.4263864 60.0284592,30.4266904 60.028381,30.4265898 60.0282834,30.4262858 60.0283616,30.4263864 60.0284592))"					surface			way	"368682687"
"POLYGON ((30.3147692 59.9989856,30.3152223 59.9991268,30.3153608 59.9990157,30.3149077 59.9988745,30.3147692 59.9989856))"	no				surface	yes		way	"368765055"
"POLYGON ((30.2958635 59.999536,30.2960105 59.9991749,30.2958201 59.9991555,30.2956731 59.9995166,30.2958635 59.999536))"					surface	private		way	"368765065"
"POLYGON ((30.3178845 59.999202,30.3180684 59.9989951,30.3177589 59.9989263,30.317575 59.9991332,30.3178845 59.999202))"	no				surface	yes		way	"368765070"
"POLYGON ((30.2588883 59.9844722,30.2591573 59.9844694,30.259147 59.9842229,30.2588781 59.9842257,30.2588883 59.9844722))"					surface	private		way	"368997271"
"POLYGON ((30.2587431 59.9846144,30.2588761 59.9846267,30.259189 59.9847638,30.2594589 59.9847648,30.2594712 59.9846052,30.259371 59.9845357,30.2587452 59.9845346,30.2587431 59.9846144))"					surface	private		way	"368997272"
"POLYGON ((30.3827589 59.997199,30.3828607 59.9973022,30.3834248 59.9971482,30.3831917 59.9970812,30.3827589 59.997199))"					surface			way	"369179410"
"POLYGON ((30.3871981 59.9963598,30.3874687 59.9963209,30.3879184 59.9962564,30.3878622 59.9961584,30.3871901 59.9962558,30.3871981 59.9963598))"					surface			way	"369179430"
"POLYGON ((30.3180008 59.9853506,30.3183511 59.9852194,30.3179141 59.9849348,30.318129 59.9848491,30.3175288 59.9845213,30.3171294 59.9846583,30.3172216 59.9847334,30.3170616 59.9847737,30.3180008 59.9853506))"					surface	customers		way	"369375532"
"POLYGON ((30.3456673 60.0733644,30.3454312 60.0730763,30.3438573 60.0733914,30.3440726 60.0736662,30.3456673 60.0733644))"	no				surface	yes		way	"369418333"
"POLYGON ((30.3336933 59.9852042,30.3340307 59.9852742,30.3341006 59.98519,30.3337632 59.98512,30.3336933 59.9852042))"					surface	private		way	"369419627"
"POLYGON ((30.4299766 60.0055779,30.4300639 60.0055566,30.4298951 60.0053839,30.4298078 60.0054052,30.4299766 60.0055779))"	no				surface	yes	"8"	way	"369444019"
"POLYGON ((30.4290451 60.0058515,30.4292499 60.0058987,30.4296036 60.0058077,30.4299573 60.0057167,30.4296593 60.0053863,30.4296126 60.0053999,30.4296679 60.0054452,30.429714 60.0055005,30.4297186 60.0055427,30.429691 60.0056011,30.4296234 60.0056626,30.4295558 60.0057002,30.4294636 60.0057263,30.4293299 60.0057424,30.4292116 60.0057417,30.4290779 60.0057194,30.4289856 60.005653,30.4289213 60.0055883,30.4288053 60.0056189,30.4288998 60.005719,30.4289418 60.0057344,30.4289485 60.0057585,30.4289387 60.005776,30.4289987 60.0058428,30.4290451 60.0058515))"	no				surface	yes		way	"369444020"
"POLYGON ((30.5820491 59.7943787,30.5816953 59.7941663,30.5812481 59.7943548,30.581602 59.7945672,30.5817513 59.7945042,30.5820491 59.7943787))"	no				surface	yes		way	"369717822"
"POLYGON ((30.3086644 59.8799481,30.3096764 59.8799,30.3095872 59.8793749,30.3087634 59.8794087,30.30878 59.879511,30.3086375 59.8795971,30.3086644 59.8799481))"								way	"369718367"
"POLYGON ((30.4186833 60.038918,30.418903 60.0388755,30.4187347 60.0386585,30.4185149 60.038701,30.4186833 60.038918))"	no				surface	yes		way	"369741181"
"POLYGON ((30.2400245 60.0125281,30.2401 60.0124629,30.2405145 60.0124525,30.24151 60.0127592,30.2416126 60.0126711,30.2408382 60.0124323,30.2410437 60.0122619,30.2410038 60.0122325,30.2409346 60.0122042,30.2397953 60.0123541,30.2397072 60.0124297,30.2400245 60.0125281))"	no				surface	yes		way	"370375164"
"POLYGON ((30.2366451 60.0115524,30.2374256 60.0114517,30.2373567 60.0113183,30.2365762 60.011419,30.2366451 60.0115524))"					surface	private		way	"370375205"
"POLYGON ((30.2352934 60.0180447,30.2357956 60.0181846,30.2362546 60.0178068,30.2357579 60.0176623,30.2352934 60.0180447))"	no				surface	yes		way	"370375213"
"POLYGON ((30.2371608 60.0129034,30.2379056 60.01312,30.2380099 60.0130303,30.2372651 60.0128138,30.2371608 60.0129034))"	no				surface	yes		way	"370375220"
"POLYGON ((30.2268954 60.0215155,30.2272443 60.0216159,30.2275573 60.0213442,30.2272083 60.0212439,30.2268954 60.0215155))"	no				surface	yes		way	"370375223"
"POLYGON ((30.2370647 60.0152533,30.2373858 60.0153438,30.2375242 60.0152212,30.2374164 60.0151908,30.2376041 60.0150246,30.2373908 60.0149644,30.2370647 60.0152533))"	no				surface	yes		way	"370375243"
"POLYGON ((30.2323506 60.0149281,30.2324645 60.0149602,30.2324058 60.0150122,30.232792 60.0151211,30.2329062 60.0150199,30.2324061 60.0148789,30.2323506 60.0149281))"	no				surface	yes		way	"370375244"
"POLYGON ((30.3338693 59.9810912,30.3343283 59.9811442,30.3346033 59.9804827,30.3342256 59.980457,30.3340932 59.9805008,30.3338693 59.9810912))"					surface			way	"370599055"
"POLYGON ((30.3252109 60.0255744,30.3255386 60.0256683,30.325764 60.025472,30.3254363 60.0253781,30.3252109 60.0255744))"	no				surface	yes		way	"370701910"
"POLYGON ((30.3122856 60.0249747,30.3122634 60.0250365,30.3130036 60.0251029,30.3130258 60.0250412,30.3122856 60.0249747))"	no				surface	yes		way	"370965483"
"POLYGON ((30.320661 60.0242205,30.3207044 60.024022,30.3203824 60.0240042,30.3203131 60.0241867,30.320661 60.0242205))"					surface	private		way	"370965485"
"POLYGON ((30.3103931 60.0210424,30.3106598 60.0210757,30.3105996 60.0211959,30.3107507 60.0212148,30.3109248 60.0208668,30.310507 60.0208146,30.3103931 60.0210424))"	no				surface	yes		way	"371177172"
"POLYGON ((30.3102391 60.0217717,30.3104582 60.0217991,30.3105721 60.0215715,30.3104588 60.0215573,30.3104889 60.0214972,30.3102339 60.0214654,30.3101657 60.0216018,30.3103149 60.0216204,30.3102391 60.0217717))"	no				surface	yes		way	"371177173"
"POLYGON ((30.3633098 59.9871217,30.3636824 59.9871609,30.3636477 59.986932,30.3637017 59.9867781,30.3634019 59.986746,30.3633929 59.9867829,30.3632894 59.9867766,30.3632555 59.9869147,30.363359 59.986921,30.3633098 59.9871217))"					surface			way	"371481907"
"POLYGON ((30.433721 60.023549,30.4343146 60.0235461,30.4343088 60.02325,30.4337151 60.0232529,30.433721 60.023549))"					surface			way	"371784709"
"POLYGON ((30.3188898 60.0478046,30.3191927 60.0478494,30.3192085 60.0478228,30.3189056 60.047778,30.3188898 60.0478046))"	no				surface	customers	"3"	way	"371819449"
"POLYGON ((29.9296733 59.8597085,29.9303808 59.8596024,29.9303248 59.8595081,29.9296172 59.8596142,29.9296733 59.8597085))"	no				surface	yes		way	"371943227"
"POLYGON ((29.9319795 59.8593209,29.9309761 59.8594702,29.9310138 59.859529,29.9320187 59.8593793,29.9319795 59.8593209))"	no				surface	yes		way	"371943228"
"POLYGON ((30.4528398 59.9283441,30.4530308 59.9284789,30.4530899 59.9284579,30.4531169 59.9284483,30.4529258 59.9283135,30.4528832 59.9283287,30.4528398 59.9283441))"								way	"372058436"
"POLYGON ((30.3206672 60.0646058,30.3209056 60.0645574,30.3208584 60.0644992,30.3208166 60.0644485,30.3208603 60.0644395,30.3200389 60.0634412,30.3199904 60.0634511,30.319958 60.0634118,30.3198924 60.0633313,30.3198529 60.0632822,30.3196695 60.0633187,30.3196264 60.0633273,30.3196981 60.0634154,30.3206672 60.0646058))"	yes				surface			way	"372147387"
"POLYGON ((30.3374748 60.0607879,30.3377567 60.0607322,30.3374857 60.0603906,30.3372037 60.0604463,30.3374748 60.0607879))"	no				surface	yes		way	"372147391"
"POLYGON ((30.337719 60.0610807,30.3379866 60.0610278,30.3378412 60.0608445,30.3375735 60.0608974,30.337719 60.0610807))"	no				surface	yes		way	"372147392"
"POLYGON ((30.4022875 60.0293078,30.4023617 60.0292916,30.4028652 60.0291815,30.4028976 60.0291383,30.4024535 60.0285847,30.4006183 60.0290611,30.4005947 60.0291146,30.4007773 60.0292782,30.4008257 60.0293215,30.4008891 60.0293784,30.4020562 60.0290499,30.4022875 60.0293078))"					underground			way	"372147394"
"POLYGON ((30.3110272 59.8714266,30.3111385 59.8714428,30.31123 59.8714386,30.3112478 59.871431,30.3113953 59.8714319,30.3114312 59.8714362,30.3114509 59.871182,30.3112572 59.8711826,30.3111244 59.8712119,30.311038 59.871212,30.3110272 59.8714266))"	no							way	"372195818"
"POLYGON ((30.320857 59.9259018,30.3218917 59.9263452,30.3220726 59.9262392,30.3210379 59.9257958,30.320857 59.9259018))"								way	"372304993"
"POLYGON ((30.3211163 59.9272511,30.3218935 59.9268107,30.3217368 59.9266974,30.3210926 59.9270841,30.3211163 59.9272511))"								way	"372304994"
"POLYGON ((30.3664595 60.0805215,30.367447 60.0803235,30.367193 60.0800084,30.3662056 60.0802065,30.3664595 60.0805215))"	no				surface	yes		way	"372427143"
"POLYGON ((30.299253 59.8637469,30.3006065 59.8637681,30.3005679 59.8636576,30.2999907 59.863553,30.2994253 59.863546,30.2993122 59.863548,30.2992567 59.8635729,30.299253 59.8637469))"					surface	private		way	"372471281"
"POLYGON ((30.2642042 59.9737554,30.2642911 59.9737364,30.2638497 59.9732316,30.2637628 59.9732506,30.2642042 59.9737554))"	no				surface	yes		way	"372618018"
"POLYGON ((30.4193526 60.0366936,30.4195158 60.0366593,30.419444 60.0365741,30.4192808 60.0366084,30.4193526 60.0366936))"	no				surface	yes		way	"372651307"
"POLYGON ((30.2626638 60.0300509,30.2627084 60.0301381,30.2635411 60.0300317,30.2634965 60.0299445,30.2626638 60.0300509))"					surface	private		way	"372665653"
"POLYGON ((30.2664544 60.0268441,30.2670705 60.0267637,30.2669975 60.0266243,30.2663815 60.0267047,30.2664544 60.0268441))"					surface			way	"372665654"
"POLYGON ((30.3406209 59.9820955,30.3409355 59.9821354,30.3411771 59.9816837,30.3410826 59.9816091,30.3411256 59.9815266,30.3409473 59.9814997,30.3406209 59.9820955))"	no				surface	yes		way	"372865310"
"POLYGON ((30.4391404 59.9434323,30.4391338 59.9435558,30.4399195 59.9435663,30.439926 59.9434427,30.4391404 59.9434323))"	no				surface			way	"373574045"
"POLYGON ((30.2220434 60.0285535,30.2227506 60.0284001,30.2223506 60.0281539,30.2218002 60.0283713,30.2220434 60.0285535))"	no				surface	yes		way	"373874524"
"POLYGON ((30.2264538 60.0270155,30.2271545 60.0268956,30.2270521 60.0267389,30.2263546 60.0268508,30.2264538 60.0270155))"	no				surface	yes		way	"373874525"
"POLYGON ((30.2258554 60.0267613,30.2259207 60.0268726,30.2269031 60.0267287,30.2268378 60.0266174,30.2258554 60.0267613))"	no				surface	yes		way	"373874531"
"POLYGON ((30.2122382 60.0284909,30.2122087 60.0287488,30.2150138 60.0288493,30.2151413 60.0286415,30.214628 60.0285746,30.2130501 60.0285194,30.2122382 60.0284909))"					surface	private		way	"373874532"
"POLYGON ((30.2204431 60.0239308,30.2211332 60.0236595,30.2207344 60.0234063,30.2201638 60.0236306,30.2204196 60.023793,30.2204725 60.0238266,30.2203529 60.0238736,30.2204431 60.0239308))"					underground	private		way	"373874545"
"POLYGON ((30.4518059 59.9174166,30.4519057 59.917392,30.4509617 59.916429,30.4508619 59.9164536,30.4518059 59.9174166))"								way	"373875158"
"POLYGON ((30.4510754 59.9160102,30.4513832 59.9156823,30.4512942 59.9156613,30.4509863 59.9159892,30.4510754 59.9160102))"	no				surface	yes		way	"373875162"
"POLYGON ((30.4543656 59.9165999,30.4543527 59.9166289,30.4548837 59.9165089,30.454515 59.9164252,30.4543656 59.9165999))"	no				surface	yes		way	"373875163"
"POLYGON ((30.1921572 60.0934735,30.1921386 60.0934995,30.19221 60.0935427,30.1931322 60.0937145,30.1932293 60.0937064,30.1932511 60.0936773,30.1921572 60.0934735))"	no				surface	yes		way	"373889923"
"POLYGON ((30.3340523 60.0157999,30.3341372 60.0157451,30.3340933 60.0157282,30.3340085 60.015783,30.3340523 60.0157999))"							"4"	way	"373982843"
"POLYGON ((30.2947575 60.0056454,30.2948539 60.0056548,30.2950433 60.0051669,30.2949468 60.0051576,30.2948652 60.0053679,30.2947678 60.0056187,30.2947575 60.0056454))"	no				surface	yes		way	"373982850"
"POLYGON ((30.446349 59.9149267,30.4463372 59.9149411,30.4462198 59.9150841,30.4465487 59.915152,30.4466662 59.9150089,30.446678 59.9149945,30.446349 59.9149267))"	no				surface	yes		way	"374254351"
"POLYGON ((29.9673006 60.0839176,29.9674739 60.08393,29.9675387 60.0837058,29.9673653 60.0836934,29.9673006 60.0839176))"					surface			way	"374272726"
"POLYGON ((30.3181122 60.0257226,30.3183762 60.0257534,30.3184281 60.0256422,30.318164 60.0256115,30.3181122 60.0257226))"	no				surface	yes		way	"375257084"
"POLYGON ((30.4219948 59.9010865,30.4223606 59.9011603,30.4236999 59.9017152,30.4237397 59.9017061,30.4238925 59.9016164,30.422353 59.9009877,30.4221685 59.9009124,30.4220402 59.9009994,30.4219948 59.9010865))"	no				surface	permissive		way	"375396648"
"POLYGON ((30.3192821 59.7882536,30.3199499 59.7882532,30.3221827 59.7878275,30.3229102 59.7878286,30.3229188 59.7884216,30.3231621 59.7887214,30.3225986 59.7888327,30.3225949 59.7889808,30.3234434 59.7889926,30.3234421 59.7889498,30.3235234 59.7889505,30.3238103 59.7887449,30.323814 59.7886706,30.3238988 59.7886721,30.3239526 59.7876856,30.3238648 59.7876828,30.3238641 59.7876274,30.3182848 59.7875313,30.3182536 59.7876762,30.3192821 59.7882536))"	no				surface			way	"375472225"
"POLYGON ((30.274926 60.0013533,30.2743091 60.0012965,30.2742032 60.0012866,30.2739603 60.0019202,30.2739337 60.0019163,30.2736201 60.002696,30.2729254 60.0026156,30.2727486 60.0026634,30.27257 60.002682,30.2723762 60.0026742,30.2722186 60.0026451,30.272069 60.0025917,30.2719575 60.0025223,30.2716569 60.0024853,30.2715432 60.0024958,30.2719432 60.003218,30.2730637 60.003069,30.2743241 60.0029013,30.274926 60.0013533))"	no				surface	yes		way	"375717196"
"POLYGON ((30.3223381 60.0534118,30.3225285 60.0534397,30.3229717 60.0526881,30.3227812 60.0526601,30.3223381 60.0534118))"	no				surface	yes		way	"375718270"
"POLYGON ((30.3422772 60.0728909,30.3431989 60.0727026,30.3431688 60.0726638,30.3431831 60.0726428,30.3432096 60.072619,30.3432517 60.0726007,30.3433144 60.0725936,30.3433757 60.0725984,30.3435345 60.0726247,30.3437838 60.0726221,30.344206 60.0725369,30.3442072 60.0725198,30.344223 60.0725039,30.3442472 60.0724921,30.3444711 60.0724467,30.3443761 60.0723308,30.3443484 60.072297,30.3442093 60.072325,30.3441841 60.0722937,30.3435644 60.072418,30.3435901 60.0724498,30.3425831 60.0726528,30.342153 60.0727395,30.3422772 60.0728909))"	no				surface	yes		way	"375731959"
"POLYGON ((30.3321879 59.7920871,30.3320146 59.791885,30.3320495 59.7914317,30.3296429 59.7913937,30.3296197 59.7920722,30.3284573 59.7920587,30.3283557 59.7937195,30.3293221 59.7937166,30.3317662 59.7925154,30.3323507 59.79223,30.3321879 59.7920871))"	no				surface	yes		way	"375759216"
"POLYGON ((30.274459 60.0047522,30.2744487 60.0047323,30.2743364 60.0045163,30.2727771 60.004719,30.2728581 60.0048747,30.2729059 60.0049667,30.2729168 60.0049653,30.2733886 60.0049039,30.2733474 60.0048247,30.2734211 60.0048151,30.2734628 60.0048952,30.2735564 60.004883,30.2744656 60.0047648,30.274459 60.0047522))"					surface	private		way	"375911427"
